Drug1_ID,Drug2_ID,Level,Y,class
DB1518,DB0320,Moderate,1,15
DB0457,DB0890,Major,0,5
DB1314,DB0796,Moderate,1,5
DB1431,DB0337,Moderate,1,27
DB0689,DB0469,Moderate,1,3
DB0825,DB1031,Major,0,378
DB0186,DB0709,Major,0,1357
DB1423,DB0012,Moderate,1,7
DB1244,DB0432,Moderate,1,1
DB0733,DB0398,Major,0,8
DB0420,DB0380,Moderate,1,38
DB0884,DB0519,Moderate,1,2
DB1401,DB0678,Major,0,67
DB0379,DB1302,Moderate,1,18
DB0157,DB0717,Moderate,1,57
DB0616,DB0999,Major,0,2
DB0232,DB0755,Moderate,1,7
DB1478,DB0510,Moderate,1,5
DB0369,DB0265,Minor,2,3
DB0060,DB0946,Minor,2,136
DB0275,DB0747,Moderate,1,238
DB1522,DB0889,Moderate,1,6
DB0855,DB1063,Major,0,47
DB1346,DB1149,Moderate,1,15
DB1285,DB0598,Minor,2,13
DB1192,DB1135,Moderate,1,14
DB0590,DB0983,Major,0,3
DB1093,DB1149,Major,0,15
DB0614,DB0224,Moderate,1,28
DB0901,DB0926,Moderate,1,137
DB0709,DB1384,Moderate,1,5
DB0010,DB1471,Minor,2,1347
DB0793,DB0133,Major,0,5
DB0086,DB1548,Moderate,1,7
DB1550,DB0005,Moderate,1,57
DB1274,DB1550,Minor,2,7
DB0788,DB1501,Major,0,5
DB0014,DB0018,Moderate,1,12
DB0224,DB0400,Moderate,1,1347
DB0752,DB0017,Moderate,1,7
DB0708,DB0859,Moderate,1,5
DB0831,DB1447,Moderate,1,14
DB1210,DB0756,Moderate,1,378
DB0987,DB1171,Major,0,5
DB1348,DB0946,Minor,2,136
DB1024,DB0873,Moderate,1,1238
DB1449,DB0560,Moderate,1,158
DB0761,DB0215,Moderate,1,1
DB0823,DB1288,Moderate,1,357
DB1232,DB1289,Moderate,1,6
DB1534,DB0228,Moderate,1,5
DB0741,DB1219,Moderate,1,7
DB0813,DB1176,Moderate,1,1
DB0876,DB1401,Moderate,1,1278
DB0306,DB0734,Major,0,8
DB0110,DB0865,Minor,2,15
DB0358,DB1008,Major,0,5
DB0983,DB1415,Moderate,1,8
DB1419,DB0309,Moderate,1,15
DB0971,DB1187,Major,0,56
DB0275,DB0644,Moderate,1,3
DB0311,DB1128,Moderate,1,37
DB1307,DB1116,Major,0,7
DB1064,DB0821,Moderate,1,5
DB0670,DB0267,Moderate,1,35
DB0761,DB0519,Moderate,1,2
DB0096,DB1492,Moderate,1,57
DB1098,DB0309,Moderate,1,14
DB0965,DB1210,Moderate,1,378
DB1400,DB0058,Moderate,1,3
DB1392,DB0472,Moderate,1,5
DB0700,DB0375,Moderate,1,5
DB1535,DB0346,Moderate,1,5
DB0192,DB0223,Moderate,1,1
DB1306,DB0811,Moderate,1,7
DB1058,DB1203,Moderate,1,57
DB1090,DB0029,Moderate,1,17
DB0974,DB0703,Minor,2,5
DB0402,DB0217,Minor,2,1347
DB0188,DB0770,Major,0,1
DB1290,DB1354,Minor,2,5
DB0416,DB0736,Moderate,1,8
DB1443,DB1064,Moderate,1,5
DB0745,DB1474,Moderate,1,5
DB0669,DB0771,Moderate,1,1
DB0130,DB0977,Moderate,1,5
DB0703,DB0005,Major,0,5
DB0730,DB1390,Major,0,8
DB0558,DB0813,Minor,2,15
DB0664,DB0016,Moderate,1,137
DB0765,DB0079,Major,0,57
DB1303,DB0350,Moderate,1,1
DB0075,DB1283,Moderate,1,5
DB0910,DB0693,Minor,2,1347
DB0377,DB0460,Moderate,1,5
DB1145,DB1064,Major,0,5
DB0060,DB0336,Major,0,7
DB1463,DB1210,Moderate,1,378
DB1465,DB0379,Major,0,28
DB0045,DB1251,Minor,2,13
DB1374,DB0849,Moderate,1,5
DB0719,DB1019,Major,0,5
DB1176,DB1144,Major,0,1
DB1346,DB1263,Moderate,1,5
DB1126,DB0734,Major,0,8
DB0839,DB0469,Moderate,1,3
DB0691,DB0555,Moderate,1,1347
DB0333,DB0372,Moderate,1,58
DB0508,DB0514,Moderate,1,127
DB0508,DB0901,Moderate,1,37
DB0354,DB1153,Minor,2,35
DB1242,DB0201,Major,0,5
DB1017,DB0654,Moderate,1,5
DB1470,DB0386,Moderate,1,1347
DB0877,DB0497,Moderate,1,1
DB1349,DB0375,Major,0,5
DB0265,DB1526,Major,0,5
DB0121,DB1397,Major,0,357
DB1497,DB1255,Moderate,1,17
DB0299,DB0955,Moderate,1,1
DB0972,DB0654,Moderate,1,5
DB0839,DB1203,Minor,2,5
DB1190,DB0312,Moderate,1,13478
DB1376,DB0788,Moderate,1,35
DB0824,DB0942,Moderate,1,137
DB1204,DB0217,Moderate,1,1
DB0336,DB1197,Moderate,1,67
DB0339,DB1047,Moderate,1,5
DB1419,DB0592,Major,0,5
DB0774,DB0265,Moderate,1,3
DB0730,DB0312,Moderate,1,8
DB0514,DB0834,Moderate,1,127
DB0999,DB1525,Moderate,1,5
DB0711,DB0827,Moderate,1,1
DB1224,DB0400,Moderate,1,1347
DB0330,DB1228,Moderate,1,13
DB0603,DB0863,Major,0,8
DB1437,DB0125,Major,0,5
DB0286,DB0016,Moderate,1,7
DB0742,DB0426,Minor,2,17
DB0608,DB1164,Moderate,1,5
DB1349,DB1085,Major,0,5
DB0839,DB1064,Major,0,5
DB1498,DB1447,Major,0,1
DB1232,DB1478,Moderate,1,6
DB0831,DB1434,Minor,2,4
DB0170,DB1345,Major,0,5
DB0289,DB0690,Major,0,7
DB1457,DB0849,Moderate,1,5
DB1534,DB0427,Moderate,1,5
DB1457,DB0400,Major,0,13457
DB0890,DB1368,Moderate,1,5
DB1075,DB0029,Moderate,1,7
DB0269,DB0900,Moderate,1,7
DB1210,DB0174,Moderate,1,378
DB0330,DB0068,Minor,2,13
DB0186,DB0292,Moderate,1,137
DB1251,DB1294,Moderate,1,13
DB1356,DB0356,Moderate,1,5
DB1175,DB0017,Major,0,127
DB0208,DB0267,Moderate,1,15
DB0574,DB0400,Moderate,1,1347
DB1434,DB1525,Moderate,1,5
DB0774,DB0872,Moderate,1,13
DB0743,DB0560,Moderate,1,5
DB0711,DB0926,Moderate,1,1
DB0768,DB1403,Major,0,5
DB0111,DB0793,Major,0,5
DB1064,DB0125,Major,0,5
DB0935,DB0946,Moderate,1,136
DB1293,DB0837,Moderate,1,17
DB1168,DB0730,Major,0,18
DB0377,DB0309,Moderate,1,15
DB0454,DB0336,Major,0,7
DB1346,DB1237,Minor,2,5
DB0889,DB0059,Major,0,6
DB1118,DB0458,Major,0,1
DB0010,DB1110,Moderate,1,16
DB0923,DB1210,Moderate,1,378
DB1423,DB0470,Moderate,1,37
DB0981,DB0426,Moderate,1,1
DB0587,DB0767,Major,0,5
DB0086,DB1063,Moderate,1,4
DB0446,DB0273,Moderate,1,37
DB1005,DB1469,Moderate,1,1347
DB0547,DB0884,Moderate,1,38
DB0021,DB0653,Moderate,1,5
DB0060,DB0585,Major,0,5
DB1381,DB1160,Moderate,1,57
DB1280,DB1103,Moderate,1,57
DB0935,DB0827,Moderate,1,1
DB0426,DB1169,Minor,2,1
DB0884,DB0739,Major,0,8
DB1105,DB1376,Moderate,1,35
DB0657,DB1102,Moderate,1,14
DB1533,DB0855,Moderate,1,7
DB0618,DB1246,Moderate,1,5
DB0169,DB0298,Moderate,1,25
DB0095,DB1326,Major,0,5
DB0923,DB0905,Moderate,1,3
DB0482,DB1127,Moderate,1,7
DB0769,DB0794,Moderate,1,5
DB1375,DB1326,Major,0,5
DB0958,DB0609,Major,0,37
DB0420,DB0798,Moderate,1,3
DB1210,DB0627,Moderate,1,378
DB0941,DB0346,Moderate,1,5
DB0373,DB1326,Major,0,5
DB0376,DB0059,Major,0,5
DB1437,DB0864,Moderate,1,5
DB1285,DB1053,Moderate,1,15
DB0411,DB0446,Moderate,1,37
DB0512,DB0408,Moderate,1,17
DB1192,DB1447,Moderate,1,14
DB0979,DB0400,Moderate,1,1347
DB0075,DB1058,Major,0,57
DB0574,DB1093,Major,0,5
DB0420,DB0125,Moderate,1,35
DB0591,DB1397,Moderate,1,35
DB0876,DB0730,Moderate,1,1278
DB1129,DB0792,Moderate,1,1
DB0745,DB1280,Moderate,1,57
DB1440,DB0837,Moderate,1,1
DB0311,DB0469,Moderate,1,37
DB1064,DB0533,Moderate,1,5
DB0981,DB0175,Major,0,1
DB0155,DB0804,Moderate,1,5
DB1023,DB1008,Moderate,1,5
DB0691,DB1149,Moderate,1,1347
DB0754,DB0137,Moderate,1,6
DB1525,DB0781,Moderate,1,15
DB0306,DB1064,Major,0,5
DB0274,DB1534,Moderate,1,5
DB0150,DB1449,Minor,2,13478
DB0750,DB0617,Moderate,1,7
DB1214,DB0663,Moderate,1,137
DB0010,DB0541,Moderate,1,1
DB0540,DB0375,Moderate,1,5
DB0613,DB1210,Moderate,1,378
DB0710,DB1403,Major,0,5
DB1040,DB0309,Moderate,1,1
DB0667,DB0079,Moderate,1,15
DB0171,DB0868,Moderate,1,125
DB1110,DB0505,Moderate,1,56
DB1370,DB1470,Moderate,1,1347
DB0022,DB0860,Moderate,1,25
DB1402,DB1197,Moderate,1,67
DB0069,DB0058,Major,0,1
DB0923,DB0157,Moderate,1,35
DB0064,DB1058,Moderate,1,7
DB0901,DB1144,Moderate,1,37
DB0710,DB0414,Moderate,1,5
DB1466,DB1071,Moderate,1,35
DB1175,DB0350,Major,0,12
DB0745,DB0147,Moderate,1,5
DB0843,DB0278,Moderate,1,17
DB0679,DB1257,Major,0,5
DB0392,DB0796,Moderate,1,5
DB0833,DB1001,Minor,2,1
DB1200,DB0868,Moderate,1,12
DB0660,DB0611,Minor,2,137
DB0288,DB1184,Moderate,1,1
DB1300,DB0860,Moderate,1,2
DB1501,DB0849,Major,0,5
DB0275,DB0249,Moderate,1,3
DB1550,DB1302,Moderate,1,17
DB1470,DB0868,Moderate,1,12347
DB1554,DB0378,Moderate,1,5
DB0376,DB0905,Major,0,5
DB0858,DB0346,Major,0,5
DB1400,DB1259,Minor,2,3
DB0420,DB1190,Moderate,1,13478
DB0590,DB1215,Moderate,1,3
DB0107,DB0367,Moderate,1,1
DB0035,DB0309,Moderate,1,1
DB1049,DB0504,Moderate,1,5
DB1210,DB1374,Moderate,1,378
DB0582,DB0790,Moderate,1,7
DB1535,DB0774,Major,0,35
DB0843,DB0877,Moderate,1,1
DB0976,DB0901,Moderate,1,37
DB0207,DB1084,Moderate,1,138
DB1412,DB0871,Moderate,1,14
DB0149,DB0871,Moderate,1,1347
DB0400,DB1257,Moderate,1,13457
DB0983,DB1176,Moderate,1,1
DB0666,DB0857,Major,0,56
DB0192,DB0007,Moderate,1,1
DB1102,DB1403,Major,0,45
DB0075,DB0946,Minor,2,1356
DB1056,DB1354,Moderate,1,1
DB0996,DB0602,Moderate,1,1
DB0400,DB1243,Moderate,1,1347
DB0335,DB0617,Major,0,7
DB0775,DB0712,Moderate,1,2
DB1359,DB1313,Moderate,1,1
DB0305,DB1100,Major,0,1
DB0098,DB0755,Moderate,1,7
DB1210,DB1532,Moderate,1,378
DB1190,DB0034,Moderate,1,13478
DB1112,DB1327,Moderate,1,5
DB0379,DB1047,Moderate,1,58
DB0633,DB1502,Moderate,1,8
DB0910,DB0547,Major,0,138
DB0332,DB1088,Major,0,5
DB0030,DB1173,Moderate,1,2
DB0544,DB0690,Moderate,1,7
DB0490,DB0626,Moderate,1,2
DB1286,DB1305,Moderate,1,16
DB1434,DB0901,Moderate,1,37
DB0984,DB0651,Moderate,1,3
DB0072,DB1331,Moderate,1,2
DB0768,DB0767,Moderate,1,5
DB0157,DB1254,Minor,2,35
DB0084,DB0657,Moderate,1,1
DB0182,DB0712,Moderate,1,2
DB1437,DB0453,Moderate,1,56
DB1156,DB1257,Moderate,1,15
DB1280,DB1290,Moderate,1,57
DB1300,DB0767,Major,0,5
DB1449,DB0611,Minor,2,1378
DB1470,DB0555,Moderate,1,1347
DB1354,DB0005,Major,0,5
DB0075,DB1429,Moderate,1,25
DB0308,DB0357,Moderate,1,5
DB1272,DB0691,Moderate,1,1347
DB1203,DB0348,Moderate,1,5
DB1485,DB0927,Moderate,1,7
DB1192,DB0657,Moderate,1,14
DB0855,DB0859,Major,0,7
DB1162,DB1446,Moderate,1,5
DB1469,DB1545,Moderate,1,1347
DB0656,DB0957,Moderate,1,15
DB0733,DB0079,Major,0,58
DB1519,DB1050,Moderate,1,57
DB0373,DB1047,Major,0,5
DB0657,DB1543,Moderate,1,15
DB0660,DB1169,Moderate,1,1
DB1209,DB0377,Moderate,1,5
DB0942,DB0856,Major,0,1
DB1257,DB0653,Major,0,5
DB0002,DB0479,Major,0,5
DB1468,DB0292,Moderate,1,1347
DB0670,DB1302,Moderate,1,13
DB0400,DB1525,Moderate,1,13457
DB1401,DB1019,Major,0,57
DB1327,DB1154,Moderate,1,5
DB0842,DB0849,Major,0,5
DB0392,DB1506,Moderate,1,7
DB0444,DB0005,Moderate,1,5
DB1482,DB0029,Moderate,1,7
DB1519,DB0781,Moderate,1,15
DB0596,DB0567,Moderate,1,57
DB1111,DB1212,Moderate,1,1
DB0232,DB1372,Moderate,1,5
DB0302,DB0215,Moderate,1,1
DB0470,DB0960,Major,0,3
DB0368,DB0170,Moderate,1,3
DB0902,DB1419,Major,0,57
DB0223,DB1173,Major,0,2
DB0785,DB0762,Moderate,1,4
DB0666,DB1381,Moderate,1,5
DB0483,DB1429,Moderate,1,2
DB1470,DB0888,Moderate,1,1347
DB0438,DB0713,Moderate,1,5
DB0803,DB0444,Moderate,1,56
DB0889,DB1300,Major,0,6
DB1285,DB0813,Moderate,1,1
DB0663,DB1144,Moderate,1,137
DB0155,DB0541,Moderate,1,5
DB0717,DB0836,Moderate,1,7
DB1239,DB0029,Moderate,1,7
DB0142,DB1309,Moderate,1,2
DB0149,DB0734,Major,0,13478
DB1372,DB0108,Major,0,5
DB0530,DB1230,Moderate,1,3
DB0422,DB0888,Moderate,1,3
DB0719,DB0501,Moderate,1,1
DB0784,DB0690,Moderate,1,7
DB0470,DB1349,Major,0,3
DB0205,DB1145,Moderate,1,13
DB0045,DB0910,Minor,2,13
DB0701,DB0088,Moderate,1,1
DB0015,DB0928,Moderate,1,35
DB0188,DB0704,Moderate,1,7
DB0570,DB0567,Moderate,1,15
DB1359,DB0914,Minor,2,17
DB0847,DB0355,Moderate,1,7
DB0690,DB0531,Moderate,1,7
DB0212,DB1021,Moderate,1,1
DB0275,DB0257,Moderate,1,3
DB0617,DB1292,Moderate,1,7
DB1093,DB1357,Moderate,1,58
DB0691,DB0418,Moderate,1,13478
DB0282,DB0866,Moderate,1,168
DB0320,DB0124,Moderate,1,15
DB1376,DB1039,Moderate,1,35
DB0991,DB1257,Moderate,1,15
DB0069,DB0740,Major,0,18
DB1210,DB0531,Major,0,378
DB0029,DB1172,Moderate,1,7
DB0282,DB0788,Major,0,56
DB1346,DB0583,Minor,2,15
DB1327,DB1501,Major,0,5
DB1056,DB1064,Major,0,15
DB0878,DB0333,Moderate,1,8
DB0330,DB0525,Moderate,1,13
DB1468,DB1278,Moderate,1,1347
DB1529,DB0712,Moderate,1,2
DB0996,DB0754,Moderate,1,1
DB0058,DB0708,Major,0,5
DB1258,DB1156,Moderate,1,1
DB0422,DB1185,Moderate,1,23
DB0889,DB0376,Moderate,1,56
DB1045,DB0529,Moderate,1,1
DB1317,DB1509,Moderate,1,123
DB0931,DB0399,Major,0,8
DB0049,DB1294,Moderate,1,3
DB1560,DB0926,Moderate,1,1
DB0084,DB0678,Major,0,16
DB1429,DB0860,Moderate,1,2
DB0590,DB0110,Moderate,1,35
DB1463,DB1309,Moderate,1,2
DB0425,DB1351,Minor,2,2
DB0704,DB0079,Moderate,1,57
DB0446,DB0437,Moderate,1,37
DB0191,DB0811,Moderate,1,7
DB1210,DB0437,Moderate,1,378
DB1221,DB0430,Moderate,1,17
DB1210,DB0446,Moderate,1,378
DB1400,DB0029,Moderate,1,37
DB1056,DB1047,Moderate,1,15
DB0589,DB1396,Moderate,1,5
DB0224,DB1541,Major,0,2
DB1136,DB0957,Moderate,1,5
DB0417,DB0849,Moderate,1,5
DB0219,DB1257,Minor,2,5
DB0666,DB0946,Minor,2,1356
DB0441,DB1309,Moderate,1,2
DB1204,DB0848,Moderate,1,1
DB1419,DB0972,Major,0,5
DB1515,DB0159,Moderate,1,5
DB1293,DB1085,Major,0,57
DB1251,DB0385,Major,0,1
DB0847,DB0871,Minor,2,1
DB0325,DB1149,Moderate,1,1
DB0793,DB0272,Major,0,15
DB0186,DB1326,Major,0,1357
DB0385,DB0510,Moderate,1,5
DB0691,DB0863,Moderate,1,13478
DB0171,DB0871,Moderate,1,15
DB0530,DB1204,Moderate,1,3
DB1017,DB0171,Moderate,1,5
DB1090,DB0193,Major,0,1
DB0715,DB1063,Moderate,1,4
DB0084,DB0765,Major,0,17
DB1090,DB0802,Major,0,1
DB0211,DB0123,Moderate,1,1
DB0793,DB1170,Major,0,5
DB0427,DB1436,Moderate,1,16
DB1005,DB0034,Moderate,1,1
DB0511,DB0764,Major,0,5
DB1051,DB0520,Moderate,1,7
DB1369,DB0923,Moderate,1,3
DB0507,DB1240,Minor,2,1
DB0492,DB1190,Moderate,1,13478
DB0669,DB1282,Major,0,5
DB0084,DB1088,Moderate,1,15
DB1423,DB0531,Moderate,1,7
DB1058,DB0058,Major,0,7
DB0691,DB1019,Moderate,1,13457
DB1542,DB0346,Major,0,5
DB0813,DB0654,Moderate,1,15
DB0674,DB0519,Moderate,1,2
DB0075,DB0282,Major,0,56
DB1389,DB1282,Moderate,1,5
DB0514,DB0141,Moderate,1,127
DB0201,DB0161,Moderate,1,15
DB1197,DB1512,Moderate,1,6
DB0890,DB1525,Moderate,1,5
DB0613,DB1246,Moderate,1,5
DB0656,DB1138,Moderate,1,17
DB1532,DB0767,Moderate,1,57
DB0603,DB1056,Moderate,1,1
DB1239,DB0866,Minor,2,18
DB0713,DB0840,Major,0,5
DB1051,DB0921,Moderate,1,7
DB0800,DB0935,Moderate,1,8
DB0288,DB0737,Moderate,1,8
DB1539,DB0759,Major,0,1378
DB0524,DB0788,Moderate,1,5
DB0876,DB0651,Major,0,12378
DB0596,DB0719,Moderate,1,7
DB0090,DB0627,Major,0,5
DB0470,DB0129,Major,0,3
DB1376,DB1184,Moderate,1,135
DB0328,DB0703,Major,0,25
DB0272,DB0129,Moderate,1,1
DB0004,DB1311,Major,0,5
DB0801,DB0868,Moderate,1,125
DB0648,DB0708,Moderate,1,5
DB1536,DB1003,Major,0,5
DB0284,DB1057,Moderate,1,3
DB0251,DB0985,Moderate,1,5
DB1126,DB0998,Moderate,1,7
DB0841,DB1339,Moderate,1,5
DB0431,DB1412,Moderate,1,45
DB0744,DB0842,Major,0,5
DB1493,DB0397,Minor,2,13
DB0905,DB0349,Moderate,1,7
DB0330,DB0375,Moderate,1,135
DB0630,DB1190,Moderate,1,13478
DB1422,DB0056,Moderate,1,367
DB0233,DB0025,Moderate,1,5
DB1190,DB1302,Moderate,1,13478
DB0981,DB1030,Moderate,1,1
DB0166,DB0306,Moderate,1,2
DB1020,DB0946,Minor,2,1356
DB0654,DB1122,Major,0,5
DB0963,DB0746,Moderate,1,12
DB0457,DB0731,Moderate,1,8
DB0920,DB0738,Major,0,58
DB0713,DB0789,Moderate,1,5
DB0890,DB0367,Moderate,1,15
DB0511,DB1064,Major,0,5
DB0339,DB0765,Major,0,7
DB1533,DB0849,Moderate,1,5
DB1544,DB0849,Moderate,1,5
DB0830,DB1403,Major,0,5
DB0669,DB1064,Major,0,5
DB0594,DB0871,Moderate,1,14
DB0618,DB0091,Major,0,6
DB0423,DB0781,Moderate,1,1
DB1520,DB0519,Moderate,1,2
DB0442,DB1210,Moderate,1,378
DB0608,DB1213,Moderate,1,5
DB0473,DB1390,Moderate,1,5
DB0968,DB1019,Major,0,5
DB1051,DB1287,Moderate,1,7
DB0400,DB1081,Moderate,1,1347
DB0799,DB0358,Moderate,1,5
DB0021,DB1429,Minor,2,2
DB1393,DB0470,Moderate,1,3
DB1199,DB0125,Major,0,5
DB0700,DB1160,Moderate,1,7
DB1525,DB0147,Major,0,5
DB0678,DB0654,Major,0,56
DB0308,DB1190,Major,0,134578
DB1088,DB1386,Moderate,1,5
DB1401,DB0217,Moderate,1,17
DB1517,DB0901,Moderate,1,37
DB0975,DB1190,Moderate,1,13478
DB0813,DB0267,Major,0,15
DB0028,DB0177,Moderate,1,3
DB0191,DB1532,Moderate,1,7
DB0763,DB0584,Moderate,1,3
DB0049,DB0406,Moderate,1,13
DB1274,DB0375,Major,0,5
DB0840,DB1380,Moderate,1,5
DB1149,DB0521,Moderate,1,1
DB0168,DB0005,Major,0,5
DB1445,DB1446,Moderate,1,5
DB0748,DB0493,Moderate,1,4
DB0446,DB1337,Major,0,37
DB1020,DB1296,Moderate,1,57
DB0782,DB0650,Moderate,1,1
DB0455,DB1354,Major,0,5
DB1136,DB0788,Moderate,1,5
DB0606,DB0223,Moderate,1,7
DB1192,DB1399,Moderate,1,14
DB0157,DB0470,Moderate,1,35
DB1457,DB0526,Major,0,5
DB0953,DB0768,Moderate,1,135
DB0225,DB0112,Moderate,1,7
DB1413,DB1176,Moderate,1,13
DB0286,DB0217,Moderate,1,1
DB0165,DB0740,Moderate,1,8
DB1094,DB0826,Minor,2,1
DB0412,DB0375,Moderate,1,5
DB1423,DB1151,Moderate,1,7
DB1459,DB0734,Major,0,8
DB1214,DB0710,Moderate,1,5
DB1381,DB0129,Major,0,5
DB0075,DB1276,Moderate,1,5
DB1457,DB0004,Major,0,5
DB0330,DB1232,Moderate,1,136
DB0284,DB0183,Moderate,1,3
DB0418,DB1085,Moderate,1,58
DB0949,DB1115,Moderate,1,7
DB0953,DB1503,Moderate,1,13
DB1231,DB0774,Major,0,3
DB1327,DB0088,Moderate,1,5
DB0056,DB0733,Major,0,78
DB1525,DB0654,Major,0,5
DB0653,DB1048,Moderate,1,5
DB0565,DB1160,Moderate,1,17
DB1158,DB1518,Major,0,1
DB0478,DB1446,Moderate,1,5
DB1112,DB0769,Moderate,1,5
DB1013,DB0860,Moderate,1,2
DB0530,DB0610,Minor,2,37
DB0974,DB0154,Moderate,1,2
DB0647,DB0849,Moderate,1,5
DB0127,DB0086,Minor,2,137
DB1327,DB0030,Moderate,1,5
DB1020,DB1519,Major,0,5
DB0778,DB0866,Minor,2,18
DB1473,DB0765,Moderate,1,7
DB0457,DB1190,Minor,2,13478
DB1276,DB1019,Moderate,1,5
DB0099,DB0848,Moderate,1,1
DB1522,DB0565,Moderate,1,1
DB1425,DB0418,Moderate,1,8
DB0135,DB0355,Moderate,1,7
DB0185,DB1317,Moderate,1,17
DB1254,DB0267,Minor,2,35
DB0094,DB0040,Moderate,1,1
DB0150,DB1001,Minor,2,1347
DB0458,DB0708,Major,0,15
DB0765,DB0991,Moderate,1,17
DB0400,DB1149,Moderate,1,1347
DB1239,DB0149,Moderate,1,1347
DB1055,DB0588,Moderate,1,1
DB0547,DB1003,Moderate,1,38
DB0383,DB0863,Major,0,58
DB1288,DB1106,Moderate,1,5
DB0482,DB1185,Moderate,1,2
DB1421,DB0388,Moderate,1,37
DB1376,DB0473,Moderate,1,35
DB0982,DB0804,Moderate,1,1
DB0224,DB1257,Major,0,5
DB1128,DB1088,Major,0,5
DB0186,DB1081,Moderate,1,137
DB1061,DB0895,Moderate,1,1
DB0626,DB1507,Moderate,1,25
DB1542,DB1397,Major,0,5
DB0646,DB0505,Major,0,5
DB1040,DB1257,Major,0,5
DB1498,DB0691,Major,0,1347
DB1413,DB0163,Moderate,1,13
DB0530,DB0972,Moderate,1,35
DB1534,DB0400,Moderate,1,13457
DB0590,DB0856,Major,0,3
DB1525,DB0358,Moderate,1,5
DB0656,DB0430,Moderate,1,1
DB0788,DB0661,Moderate,1,15
DB1463,DB0458,Major,0,1
DB0889,DB0796,Moderate,1,56
DB1493,DB0027,Moderate,1,1
DB0703,DB0709,Major,0,5
DB1033,DB0361,Moderate,1,15
DB1286,DB0455,Moderate,1,15
DB1093,DB1494,Major,0,5
DB0335,DB0481,Major,0,7
DB1160,DB0513,Moderate,1,17
DB0197,DB0285,Moderate,1,7
DB0149,DB0873,Moderate,1,123478
DB0084,DB0690,Major,0,17
DB0914,DB0660,Moderate,1,17
DB1210,DB0058,Major,0,378
DB0149,DB0759,Moderate,1,1347
DB0602,DB1403,Major,0,5
DB0335,DB0461,Major,0,7
DB1149,DB1063,Moderate,1,14
DB0530,DB1118,Moderate,1,3
DB1406,DB0400,Moderate,1,1347
DB1210,DB0333,Moderate,1,378
DB1468,DB0842,Major,0,1347
DB0015,DB1403,Major,0,35
DB0530,DB1301,Moderate,1,3
DB0698,DB1102,Major,0,46
DB0264,DB1368,Moderate,1,5
DB0873,DB1301,Moderate,1,1238
DB0910,DB0888,Moderate,1,1
DB0021,DB1372,Moderate,1,5
DB1294,DB0519,Moderate,1,23
DB0289,DB0404,Moderate,1,7
DB0534,DB0501,Moderate,1,1
DB0422,DB0996,Moderate,1,13
DB0299,DB0843,Major,0,1
DB1421,DB1468,Moderate,1,1347
DB0482,DB0848,Major,0,1
DB1044,DB1447,Moderate,1,14
DB0980,DB0346,Moderate,1,5
DB0007,DB1532,Moderate,1,7
DB1423,DB1076,Moderate,1,7
DB0178,DB0835,Moderate,1,3
DB0470,DB0586,Moderate,1,3
DB1064,DB0655,Moderate,1,5
DB0672,DB1465,Moderate,1,2
DB1105,DB0558,Moderate,1,5
DB0157,DB0086,Moderate,1,5
DB1042,DB0095,Moderate,1,1
DB0517,DB0088,Moderate,1,5
DB0304,DB1525,Major,0,15
DB0616,DB1007,Moderate,1,2
DB0879,DB0514,Moderate,1,127
DB0953,DB1429,Moderate,1,123
DB1279,DB1192,Moderate,1,14
DB0355,DB1123,Moderate,1,7
DB1421,DB0676,Minor,2,7
DB0006,DB0514,Moderate,1,127
DB0876,DB1229,Moderate,1,1278
DB1136,DB1190,Moderate,1,13478
DB1133,DB0192,Major,0,1
DB0568,DB0560,Moderate,1,5
DB0024,DB0837,Minor,2,13
DB0181,DB0793,Major,0,5
DB0823,DB0988,Moderate,1,37
DB0069,DB1376,Major,0,135
DB1053,DB0125,Major,0,5
DB0559,DB1008,Major,0,5
DB0620,DB1160,Moderate,1,7
DB1359,DB0603,Minor,2,1
DB1376,DB0730,Major,0,358
DB0710,DB0739,Major,0,58
DB1346,DB0282,Major,0,56
DB1258,DB1190,Moderate,1,13478
DB1474,DB0400,Moderate,1,1347
DB1127,DB1287,Moderate,1,7
DB1370,DB0740,Major,0,8
DB1190,DB0602,Moderate,1,13478
DB0678,DB1064,Major,0,56
DB0712,DB0817,Moderate,1,2
DB1242,DB0690,Major,0,7
DB0149,DB0040,Minor,2,1347
DB0657,DB1039,Moderate,1,1
DB0476,DB0921,Moderate,1,7
DB0149,DB0364,Moderate,1,1347
DB1365,DB0797,Moderate,1,23
DB0742,DB0278,Minor,2,7
DB1228,DB1475,Moderate,1,6
DB1422,DB0726,Moderate,1,368
DB0915,DB0866,Moderate,1,18
DB0457,DB0708,Major,0,5
DB1550,DB0129,Moderate,1,7
DB0177,DB0185,Moderate,1,37
DB0694,DB1447,Moderate,1,1
DB0039,DB1085,Major,0,5
DB1218,DB0234,Moderate,1,4
DB1232,DB0080,Moderate,1,26
DB0110,DB0510,Moderate,1,5
DB1272,DB0446,Moderate,1,37
DB0134,DB0217,Moderate,1,1
DB0559,DB1171,Moderate,1,5
DB0710,DB0836,Moderate,1,5
DB0314,DB0168,Moderate,1,3
DB1497,DB1272,Moderate,1,1
DB1205,DB0470,Moderate,1,3
DB0514,DB0529,Moderate,1,127
DB0794,DB0567,Major,0,5
DB0547,DB0947,Moderate,1,1368
DB0981,DB0288,Moderate,1,1
DB1090,DB1464,Major,0,1
