Drug1_ID,Drug2_ID,Y,Neg samples
DB04839,DB01028,74,DB11793$t
DB01418,DB00908,5,DB13879$h
DB00903,DB01158,48,DB00556$t
DB00955,DB06737,71,DB00376$t
DB01397,DB08981,48,DB01001$h
DB01136,DB01182,72,DB04786$t
DB00906,DB09118,72,DB00252$h
DB00498,DB00817,5,DB00713$h
DB13783,DB08808,69,DB01151$t
DB00264,DB01193,72,DB01194$t
DB00418,DB08918,3,DB00606$h
DB01228,DB00264,46,DB08881$t
DB09262,DB00619,46,DB00358$t
DB00210,DB01600,48,DB00419$h
DB09280,DB01621,74,DB00690$t
DB00918,DB00850,48,DB00691$t
DB00247,DB00220,48,DB00240$t
DB00730,DB06595,46,DB00872$h
DB00204,DB06788,19,DB00723$h
DB11613,DB01026,46,DB01351$h
DB00584,DB01136,48,DB01211$h
DB01035,DB00757,19,DB00140$t
DB01587,DB00196,46,DB09278$h
DB00908,DB01034,72,DB09238$h
DB00752,DB06826,59,DB00349$t
DB00374,DB01097,48,DB06738$h
DB01045,DB00339,79,DB09147$h
DB00297,DB01567,48,DB09345$h
DB00486,DB00542,48,DB00882$t
DB00521,DB01014,36,DB09027$t
DB00559,DB01275,59,DB05246$h
DB01253,DB01203,18,DB02703$h
DB00268,DB00612,24,DB05239$t
DB00608,DB00254,46,DB09183$t
DB00623,DB04855,46,DB01250$t
DB00924,DB06605,72,DB00278$h
DB00338,DB05521,46,DB00401$t
DB00295,DB04861,48,DB00589$h
DB04844,DB00656,19,DB00925$h
DB00675,DB00834,72,DB01420$h
DB00622,DB00697,48,DB13142$h
DB00316,DB00908,46,DB00358$t
DB00451,DB01232,46,DB00774$t
DB04743,DB00596,48,DB00879$h
DB00425,DB00169,46,DB00474$t
DB01116,DB00800,59,DB00572$t
DB00672,DB09204,8,DB00869$h
DB00788,DB01241,46,DB09090$t
DB00881,DB06414,74,DB09220$t
DB00805,DB09076,69,DB09516$h
DB01356,DB04743,72,DB01107$t
DB00503,DB00349,46,DB01054$h
DB00800,DB08822,48,DB01220$h
DB00158,DB01320,74,DB09235$t
DB00924,DB06704,69,DB00674$h
DB00252,DB00215,3,DB06725$h
DB01463,DB00543,48,DB06204$t
DB00721,DB09009,48,DB01406$h
DB09040,DB09232,48,DB13783$h
DB00104,DB01396,57,DB01080$t
DB11596,DB00794,74,DB00573$t
DB01267,DB00289,19,DB09516$t
DB06713,DB01319,10,DB01321$t
DB00402,DB00268,31,DB01247$t
DB00312,DB08970,74,DB00859$h
DB01174,DB00484,15,DB09124$h
DB00611,DB01209,48,DB00317$t
DB00230,DB00502,7,DB01624$h
DB00344,DB00867,48,DB00763$h
DB09232,DB01037,48,DB01021$h
DB00436,DB00209,72,DB00654$h
DB01016,DB00521,8,DB00877$h
DB00351,DB00912,69,DB06715$t
DB00014,DB00914,69,DB00783$t
DB00203,DB00196,72,DB00351$h
DB00521,DB00790,48,DB01051$h
DB01355,DB06713,69,DB09283$t
DB09143,DB00619,72,DB05528$h
DB01242,DB09570,72,DB00633$t
DB00363,DB01233,19,DB00803$h
DB00393,DB00254,72,DB00355$h
DB04743,DB00976,46,DB01233$h
DB00327,DB01029,46,DB06694$t
DB01418,DB00467,5,DB06274$h
DB00916,DB01029,46,DB00792$t
DB00701,DB02703,72,DB00457$t
DB01198,DB04844,48,DB00583$h
DB09034,DB00726,15,DB09536$t
DB01558,DB00747,48,DB00526$h
DB08916,DB01221,72,DB00828$h
DB01045,DB00617,3,DB09275$h
DB01410,DB00343,46,DB09020$t
DB00613,DB00592,74,DB03756$t
DB09225,DB00714,69,DB01348$t
DB00436,DB01021,59,DB01222$t
DB00633,DB00880,48,DB03619$t
DB00590,DB00852,4,DB00503$h
DB01348,DB06736,48,DB00578$t
DB01174,DB01151,3,DB01339$h
DB04743,DB00288,48,DB12001$h
DB00263,DB00753,19,DB00360$h
DB06263,DB01435,71,DB06704$h
DB00663,DB00136,69,DB00488$t
DB00425,DB00645,15,DB00641$t
DB00865,DB01622,60,DB01580$h
DB01264,DB09330,72,DB01274$t
DB00633,DB00696,70,DB00515$t
DB00381,DB00263,46,DB01217$t
DB01609,DB00872,74,DB01034$h
DB00712,DB00741,48,DB01282$t
DB00687,DB06335,69,DB09414$h
DB09075,DB01138,72,DB00312$t
DB00586,DB01410,48,DB06799$t
DB01260,DB01118,72,DB00283$h
DB00889,DB05521,46,DB00671$t
DB00768,DB01380,48,DB01249$t
DB00446,DB09118,46,DB00577$t
DB00321,DB00909,48,DB00280$t
DB00231,DB08873,46,DB00928$t
DB00540,DB00619,46,DB06799$t
DB09166,DB00338,46,DB06766$t
DB00455,DB04841,48,DB00284$h
DB01020,DB01118,46,DB09267$h
DB00474,DB00214,59,DB00446$t
DB00922,DB01193,48,DB00479$h
DB01253,DB01367,48,DB08874$h
DB00502,DB00343,46,DB09210$h
DB00727,DB01275,48,DB00853$h
DB00605,DB00663,48,DB01000$t
DB08912,DB09296,74,DB08872$h
DB00688,DB08820,72,DB01590$t
DB00870,DB00253,48,DB00959$h
DB09039,DB02703,72,DB00146$h
DB00472,DB00177,46,DB00755$t
DB01128,DB00834,72,DB06824$h
DB01267,DB01320,48,DB01415$h
DB00821,DB01628,48,DB09063$t
DB08880,DB00654,69,DB01393$t
DB00218,DB01263,19,DB00788$h
DB01618,DB01017,15,DB08877$t
DB00220,DB01048,74,DB08824$t
DB06288,DB00206,35,DB00896$h
DB08439,DB06826,69,DB00568$t
DB00655,DB04575,72,DB00418$t
DB00798,DB00768,71,DB00650$h
DB01156,DB06603,72,DB09117$t
DB09053,DB13879,72,DB01177$t
DB11581,DB01078,57,DB00471$t
DB06148,DB00555,69,DB00268$h
DB00969,DB09330,72,DB09285$h
DB00669,DB00353,18,DB09288$h
DB00248,DB06203,72,DB00668$h
DB09026,DB08976,36,DB00688$h
DB09215,DB01088,69,DB00588$h
DB12332,DB06636,46,DB00923$t
DB00615,DB09238,74,DB00561$t
DB00963,DB00972,48,DB00598$h
DB08828,DB09048,72,DB00855$t
DB00601,DB01069,48,DB08947$t
DB00624,DB00619,46,DB06196$h
DB08903,DB00656,19,DB00268$h
DB13783,DB06403,69,DB01178$h
DB09389,DB00932,72,DB09210$h
DB00945,DB01104,52,DB06730$t
DB00482,DB11660,69,DB00954$h
DB00337,DB00227,46,DB01291$t
DB00309,DB00872,72,DB01067$h
DB00391,DB01159,48,DB00526$h
DB00753,DB00401,48,DB01260$t
DB00594,DB01340,48,DB00216$t
DB00690,DB09068,48,DB06204$h
DB00724,DB06636,46,DB01078$h
DB00751,DB11079,48,DB00343$h
DB01114,DB00622,46,DB00623$t
DB00636,DB01601,46,DB01299$t
DB00514,DB01242,48,DB04878$h
DB00939,DB01260,48,DB00347$t
DB00243,DB00224,72,DB01610$h
DB00612,DB06802,36,DB11915$h
DB00812,DB00429,69,DB09396$t
DB01370,DB00547,2,DB00417$h
DB01178,DB00950,48,DB08799$t
DB00996,DB00961,48,DB00547$h
DB00391,DB06770,48,DB00350$h
DB01396,DB00565,81,DB00457$h
DB06696,DB04552,71,DB01024$h
DB01155,DB00714,19,DB06826$t
DB01355,DB01264,46,DB09143$t
DB01020,DB09112,48,DB01096$t
DB01591,DB01091,46,DB00277$t
DB00297,DB00883,48,DB01628$h
DB00648,DB01544,74,DB01207$h
DB01116,DB00606,59,DB08802$h
DB08883,DB00976,46,DB11614$t
DB00181,DB00543,48,DB06702$h
DB01622,DB00497,59,DB00760$h
DB00261,DB04844,32,DB01407$h
DB01656,DB00958,33,DB00479$h
DB01589,DB06717,72,DB02546$h
DB01098,DB00544,46,DB00202$h
DB00717,DB06717,72,DB00841$t
DB01120,DB09119,46,DB01291$h
DB09232,DB00755,48,DB00499$h
DB01558,DB00434,48,DB04575$h
DB00955,DB00821,71,DB00721$h
DB01045,DB08916,74,DB01591$h
DB00385,DB09218,71,DB00035$t
DB00216,DB01618,48,DB08889$t
DB06712,DB06290,72,DB09342$t
DB01120,DB09238,46,DB08807$t
DB01264,DB00673,72,DB00362$t
DB00458,DB00657,48,DB06711$h
DB01410,DB01263,46,DB00318$t
DB00701,DB09280,72,DB02701$t
DB00458,DB06204,15,DB01264$t
DB00450,DB05039,19,DB00989$t
DB00966,DB08932,59,DB08907$h
DB06789,DB09038,69,DB00768$t
DB04743,DB00635,48,DB00436$t
DB06704,DB00511,57,DB03756$t
DB12070,DB06697,46,DB08931$t
DB00206,DB01170,59,DB01408$h
DB00652,DB00423,48,DB00186$t
DB11613,DB00661,46,DB13158$t
DB01045,DB04868,74,DB00937$t
DB00418,DB01558,48,DB01283$t
DB01253,DB01071,48,DB00935$h
DB00337,DB00257,46,DB09269$h
DB00844,DB00774,48,DB06739$h
DB01421,DB09268,69,DB06209$t
DB00821,DB09216,48,DB00933$t
DB06786,DB01137,48,DB01164$t
DB04574,DB01211,46,DB00876$t
DB00854,DB01624,48,DB08824$t
DB00283,DB00486,15,DB01256$t
DB00401,DB01235,29,DB00577$t
DB01409,DB00424,1,DB00409$h
DB08877,DB00263,46,DB00428$t
DB01241,DB09065,46,DB00278$t
DB06402,DB00289,19,DB00387$h
DB00677,DB01136,53,DB08933$h
DB01558,DB00771,48,DB00495$t
DB01174,DB13323,48,DB13873$t
DB00806,DB00968,59,DB00349$h
DB01107,DB01075,46,DB04876$t
DB00359,DB01626,8,DB09015$t
DB00967,DB05271,31,DB00917$t
DB00208,DB00224,46,DB00289$t
DB00193,DB00188,46,DB00014$t
DB00921,DB00283,15,DB08893$h
DB00691,DB00788,48,DB06218$t
DB01559,DB00091,46,DB00332$t
DB09280,DB00938,3,DB00356$h
DB00231,DB00283,46,DB00960$t
DB00240,DB01420,73,DB08987$t
DB09068,DB00322,46,DB01378$h
DB09080,DB01021,82,DB00979$t
DB00780,DB00800,59,DB01190$h
DB00498,DB01128,72,DB01034$t
DB00682,DB00493,5,DB09104$h
DB01440,DB01068,48,DB00185$t
DB00433,DB06690,48,DB09154$t
DB00218,DB00334,19,DB09555$h
DB00829,DB00549,46,DB06155$h
DB00461,DB00620,48,DB00221$h
DB13025,DB00341,48,DB01169$t
DB00966,DB01283,48,DB00736$h
DB00298,DB01068,48,DB00288$t
DB00955,DB01078,74,DB00320$t
DB00708,DB00850,48,DB00763$t
DB00422,DB01200,48,DB01613$t
DB00230,DB00472,48,DB01019$t
DB06684,DB09065,72,DB00907$t
DB00663,DB00483,48,DB01369$h
DB00320,DB01204,48,DB04918$t
DB00966,DB01020,48,DB00857$t
DB05351,DB00203,46,DB06738$t
DB01131,DB01118,46,DB12070$t
DB09281,DB00180,2,DB08808$h
DB01197,DB00821,48,DB09153$t
DB00748,DB00484,15,DB01367$h
DB00500,DB01088,69,DB00952$t
DB01587,DB00834,72,DB00863$h
DB00404,DB00829,48,DB01436$h
DB01178,DB01202,48,DB00468$h
DB01421,DB00744,71,DB01020$h
DB00738,DB00196,46,DB01102$t
DB01268,DB00251,46,DB01014$t
DB00554,DB09138,48,DB00496$h
DB00337,DB00917,69,DB01060$h
DB01395,DB09218,67,DB01095$t
DB00872,DB00972,72,DB00652$t
DB00409,DB01588,48,DB01240$h
DB00752,DB00289,43,DB08947$t
DB00887,DB01226,16,DB01195$h
DB00337,DB00288,48,DB00614$t
DB00394,DB09220,48,DB00235$t
DB00220,DB06636,76,DB00980$t
DB01035,DB00333,46,DB00263$t
DB01177,DB00420,46,DB06218$h
DB01238,DB09071,48,DB00314$t
DB00738,DB00884,48,DB00529$h
DB00227,DB00497,48,DB08896$t
DB01247,DB01403,48,DB00292$t
DB00268,DB09244,46,DB01708$t
DB01182,DB00503,72,DB00883$t
DB00297,DB00264,72,DB06176$t
DB01209,DB00754,48,DB00691$t
DB06810,DB00963,71,DB00181$h
DB00320,DB00778,72,DB00826$h
DB00404,DB09073,72,DB01094$h
DB00747,DB01235,48,DB02703$t
DB09027,DB00915,72,DB00540$t
DB06708,DB08893,19,DB01559$t
DB01267,DB00647,48,DB01427$h
DB00857,DB09238,48,DB01299$h
DB00641,DB01093,72,DB00997$h
DB00385,DB00244,71,DB06718$t
DB00912,DB01261,8,DB01011$h
DB00440,DB00582,46,DB00429$t
DB09280,DB01253,3,DB08867$h
DB01618,DB13872,48,DB04339$h
DB01215,DB00750,48,DB00239$h
DB00310,DB00331,69,DB00842$t
DB01174,DB01054,3,DB06217$h
DB06209,DB00951,46,DB00219$h
DB00809,DB00967,48,DB00649$h
DB00338,DB00678,46,DB00429$t
DB01203,DB09216,36,DB05219$h
DB01166,DB00349,46,DB08864$t
DB01424,DB09073,72,DB00126$h
DB01107,DB09238,46,DB01437$t
DB09449,DB00966,56,DB06764$t
DB00457,DB00938,4,DB00208$h
DB01351,DB01580,48,DB00504$h
DB01106,DB00285,48,DB00209$h
DB07615,DB00591,48,DB00841$t
DB01200,DB00477,69,DB00261$t
DB00281,DB00835,48,DB01142$t
DB01591,DB01127,46,DB01614$t
DB00371,DB00737,48,DB00954$h
DB00349,DB01017,15,DB01188$h
DB01137,DB13595,66,DB00722$t
DB09227,DB00384,48,DB00734$h
DB06730,DB09075,69,DB06144$t
DB01609,DB00185,74,DB11793$h
DB01030,DB01118,72,DB01093$h
DB06288,DB00794,48,DB00450$h
DB13167,DB00502,48,DB05246$t
DB00784,DB00620,48,DB11574$t
DB00294,DB00199,46,DB00468$h
DB00401,DB01580,59,DB00435$t
DB01320,DB00555,74,DB06737$h
DB00215,DB09042,63,DB00735$h
DB05676,DB11660,69,DB00336$h
DB00262,DB01396,57,DB01080$t
DB01380,DB01076,48,DB00301$t
DB00564,DB00790,3,DB01241$h
DB00343,DB01264,72,DB00864$t
DB01064,DB00774,82,DB01599$t
DB06700,DB00188,46,DB06218$h
DB00250,DB00322,46,DB01262$h
DB08795,DB00428,74,DB03796$t
DB00312,DB00612,3,DB11121$h
DB00496,DB00501,46,DB00787$t
DB00220,DB01211,69,DB02300$h
DB00906,DB00653,15,DB09290$t
DB01176,DB06282,48,DB00642$t
DB01397,DB08797,48,DB00176$t
DB01159,DB00176,46,DB12001$t
DB00275,DB01054,59,DB08934$h
DB00315,DB00298,48,DB00322$t
DB00486,DB01229,48,DB00379$h
DB09031,DB07615,48,DB06636$h
DB06216,DB00292,48,DB08802$t
DB08895,DB08868,33,DB09082$t
DB00285,DB01124,46,DB09276$h
DB08912,DB01248,74,DB01235$t
DB12267,DB06212,74,DB01424$h
DB00939,DB09215,48,DB00685$t
DB01544,DB00758,46,DB08881$t
DB02709,DB01137,26,DB04855$t
DB06589,DB05294,72,DB08932$h
DB00214,DB08931,48,DB00923$t
DB01429,DB00482,46,DB05541$t
DB00486,DB00653,15,DB00169$h
DB01396,DB01226,81,DB00582$h
DB00206,DB01116,59,DB08826$t
DB00363,DB00346,19,DB04786$t
DB00370,DB00409,15,DB01090$t
DB00673,DB01124,74,DB00454$h
DB00655,DB02703,72,DB09488$t
DB01174,DB00199,3,DB00852$h
DB00945,DB00394,48,DB00420$h
DB06791,DB00912,8,DB09269$h
DB01567,DB00540,48,DB01073$t
DB00960,DB06663,53,DB00887$h
DB04896,DB00647,63,DB01100$h
DB00589,DB00349,46,DB00755$t
DB00829,DB04855,46,DB09322$t
DB00091,DB09570,72,DB06825$h
DB00343,DB00629,59,DB02709$t
DB00679,DB00358,72,DB09224$t
DB00218,DB01026,19,DB01102$h
DB00589,DB02703,72,DB04573$t
DB01200,DB01189,48,DB08867$t
DB09073,DB00257,46,DB06786$h
DB01319,DB00783,74,DB00775$h
DB00881,DB09218,48,DB13747$h
DB00486,DB01064,84,DB05109$t
DB09034,DB01211,72,DB01193$h
DB04946,DB00661,46,DB00392$t
DB00454,DB01263,46,DB06695$t
DB01259,DB01015,46,DB00569$t
DB00333,DB08987,48,DB00864$t
DB01224,DB09038,48,DB00432$h
DB01129,DB00884,69,DB01440$t
DB09279,DB01197,48,DB00829$t
DB00964,DB00353,70,DB00757$t
DB00203,DB00925,9,DB00924$h
DB01002,DB09009,48,DB01070$h
DB00501,DB00193,69,DB00227$h
DB00435,DB01275,48,DB00721$h
DB00771,DB00835,48,DB00333$t
DB00829,DB00933,48,DB01297$t
DB01452,DB00458,48,DB01032$t
DB01173,DB00555,15,DB00890$t
DB00602,DB01211,46,DB08877$h
DB00497,DB01242,46,DB01588$h
DB00880,DB00284,69,DB01011$h
DB00907,DB01433,48,DB01118$t
DB11641,DB01092,57,DB04898$t
DB00628,DB00834,72,DB00493$h
DB01351,DB00268,31,DB01338$t
DB00831,DB01545,48,DB11254$h
DB05039,DB00196,46,DB08895$t
DB01164,DB00232,71,DB01423$t
DB08867,DB00304,69,DB01551$t
DB00887,DB00734,48,DB06824$h
DB00394,DB01155,48,DB04908$h
DB08905,DB00805,48,DB00501$t
DB03615,DB00337,71,DB00983$h
DB01624,DB00752,46,DB01015$t
DB01559,DB01167,46,DB01043$h
DB01200,DB04898,72,DB00723$h
DB01232,DB00497,48,DB00751$t
DB05239,DB00176,72,DB09134$t
DB06772,DB00428,48,DB01288$t
DB00444,DB00541,34,DB00782$h
DB01198,DB00341,48,DB00925$h
DB00741,DB00263,46,DB00252$t
DB00582,DB00322,46,DB01053$t
DB01226,DB06263,39,DB00864$t
DB00747,DB08918,48,DB00647$t
DB00452,DB08880,71,DB09124$h
DB00474,DB00747,48,DB00471$t
DB00898,DB01621,15,DB00014$t
DB09080,DB00214,82,DB09117$t
DB09027,DB01234,72,DB01236$t
DB00231,DB00897,48,DB06827$h
DB01200,DB04876,72,DB00962$h
DB00682,DB01024,5,DB01355$h
DB00458,DB00446,46,DB00583$t
DB00228,DB00726,48,DB09123$h
DB01410,DB01185,73,DB00330$t
DB00563,DB00788,72,DB01172$t
DB06605,DB12332,72,DB00384$t
DB09342,DB01114,48,DB05271$t
DB00492,DB09292,48,DB00592$t
DB00233,DB01410,48,DB01132$h
DB00575,DB00501,46,DB00267$t
DB00258,DB00399,74,DB00233$h
DB13323,DB04896,48,DB00779$t
DB00654,DB09220,59,DB00330$h
DB01551,DB00268,31,DB00360$t
DB00887,DB01067,69,DB01406$t
DB09242,DB06292,48,DB00550$t
DB00195,DB00692,59,DB01176$t
DB01435,DB08964,69,DB00609$t
DB00373,DB00708,53,DB00639$h
DB06148,DB04572,46,DB01626$t
DB00773,DB00343,46,DB04339$t
DB06690,DB06594,48,DB01656$h
DB00484,DB00622,9,DB01161$h
DB09162,DB01044,74,DB00751$h
DB00615,DB00990,74,DB00567$t
DB00474,DB13025,48,DB01180$t
DB01021,DB00273,82,DB00910$h
DB00742,DB00876,48,DB09008$h
DB01623,DB00283,48,DB00498$h
DB01256,DB00285,46,DB01320$t
DB04845,DB01254,72,DB00763$t
DB00573,DB01324,69,DB00325$h
DB01065,DB08987,48,DB00243$h
DB00521,DB05676,36,DB00146$t
DB01351,DB01545,48,DB00978$t
DB04841,DB01685,46,DB03128$t
DB01024,DB00808,69,DB01545$h
DB00835,DB00949,48,DB01351$t
DB00610,DB09244,70,DB08815$t
DB00872,DB00753,48,DB06725$t
DB01184,DB09078,19,DB00449$h
DB00699,DB01129,48,DB04854$h
DB00264,DB06196,36,DB06718$t
DB00712,DB01101,46,DB09017$h
DB01452,DB00768,48,DB06827$h
DB01154,DB00866,74,DB00410$t
DB00972,DB00734,15,DB04845$h
DB00737,DB00472,48,DB00371$t
DB00343,DB08868,53,DB00802$t
DB01221,DB01501,48,DB00594$t
DB00433,DB01224,48,DB00304$t
DB00425,DB00482,46,DB01057$h
DB00647,DB09065,46,DB00986$h
DB00957,DB06203,69,DB01051$t
DB01229,DB01029,46,DB00377$t
DB09570,DB00501,46,DB01656$t
DB00396,DB00625,46,DB00800$h
DB00539,DB01268,19,DB00603$h
DB00645,DB01242,48,DB00688$t
DB00295,DB01017,15,DB09008$h
DB00404,DB00492,72,DB06730$t
DB01151,DB00653,15,DB00856$h
DB00327,DB00224,46,DB06706$h
DB09166,DB08872,48,DB00393$t
DB00371,DB09071,48,DB00166$h
DB01169,DB08882,69,DB00496$h
DB00457,DB01089,59,DB01208$h
DB00276,DB00503,46,DB00774$t
DB00346,DB11362,59,DB06713$h
DB01222,DB01137,48,DB11730$t
DB00297,DB01232,46,DB06709$t
DB01004,DB00879,48,DB01033$t
DB01165,DB00511,57,DB06193$t
DB01359,DB00861,36,DB00436$h
DB00908,DB06738,48,DB00336$t
DB01010,DB00184,48,DB01160$h
DB00347,DB00184,46,DB00910$t
DB06724,DB09138,74,DB01135$h
DB01609,DB01238,74,DB04576$t
DB01177,DB00752,46,DB09041$t
DB00849,DB01113,59,DB09278$t
DB00413,DB05271,48,DB00402$t
DB00373,DB09084,36,DB06401$t
DB08897,DB00708,48,DB06152$t
DB00264,DB09167,72,DB04918$t
DB08872,DB00470,15,DB00461$t
DB09075,DB11613,72,DB08893$t
DB01351,DB00421,59,DB00979$t
DB01355,DB00682,3,DB00705$h
DB00813,DB01210,53,DB00633$h
DB00373,DB00706,29,DB00830$t
DB00320,DB06412,48,DB01044$t
DB01201,DB00544,3,DB00822$h
DB00962,DB09224,48,DB00842$t
DB13158,DB00817,48,DB11342$h
DB00784,DB00821,48,DB00203$t
DB06218,DB00705,72,DB08808$h
DB06712,DB01089,59,DB06616$h
DB00280,DB00889,19,DB00496$h
DB01614,DB08807,59,DB06766$t
DB06698,DB00668,69,DB01511$t
DB01452,DB00695,48,DB04953$h
DB00724,DB09054,46,DB00894$h
DB01095,DB06774,72,DB00990$h
DB01283,DB00177,46,DB00357$h
DB00527,DB00241,48,DB00180$h
DB01149,DB00881,72,DB00689$h
DB08798,DB00625,46,DB01578$t
DB01155,DB00346,19,DB00563$h
DB00358,DB09117,69,DB11363$t
DB00346,DB09216,59,DB01046$h
DB00240,DB00436,82,DB00782$t
DB01198,DB06414,46,DB08804$h
DB09241,DB01151,63,DB01074$h
DB08827,DB05521,72,DB09265$t
DB08954,DB06605,48,DB00622$h
DB08822,DB00963,48,DB00765$h
DB00794,DB00866,74,DB00343$h
DB01130,DB06710,73,DB00604$t
DB00570,DB00501,46,DB01227$t
DB00402,DB00575,48,DB00650$h
DB01628,DB04855,46,DB01422$h
DB06717,DB00783,74,DB01254$h
DB00652,DB00508,48,DB00260$t
DB00898,DB00391,15,DB08933$h
DB01201,DB00400,72,DB00671$h
DB01129,DB00246,46,DB00916$t
DB00524,DB00727,48,DB09343$h
DB00850,DB01618,48,DB09396$t
DB00861,DB06739,48,DB01620$h
DB00390,DB01136,53,DB00519$h
DB01403,DB00854,15,DB01205$t
DB00758,DB00313,46,DB00424$t
DB00623,DB06716,48,DB00376$t
DB00496,DB00908,46,DB08896$h
DB00317,DB00608,46,DB00980$t
DB00687,DB00914,69,DB11793$t
DB00608,DB02703,72,DB00104$t
DB00489,DB00104,19,DB09343$h
DB00541,DB01400,72,DB08887$h
DB01086,DB00750,48,DB01587$h
DB08877,DB00697,53,DB01042$t
DB09449,DB11093,66,DB00027$h
DB06144,DB00768,48,DB00357$h
DB00231,DB00543,48,DB01338$t
DB01124,DB00467,8,DB01077$t
DB00679,DB04842,48,DB11915$t
DB01253,DB01623,48,DB00646$t
DB00497,DB00214,48,DB04854$h
DB00889,DB00320,46,DB00255$t
DB00402,DB06288,48,DB00749$t
DB11362,DB09054,46,DB04845$t
DB00377,DB09073,72,DB00980$t
DB01433,DB06288,48,DB08795$t
DB06700,DB00484,84,DB00256$t
DB08905,DB00880,82,DB09536$h
DB00959,DB01325,82,DB08934$h
DB00275,DB01097,48,DB09555$h
DB00240,DB00214,82,DB00295$h
DB08991,DB00884,48,DB01262$h
DB06654,DB08865,46,DB00120$h
DB00543,DB00212,72,DB00909$t
DB00573,DB01410,48,DB01104$t
DB04930,DB00715,46,DB06145$t
DB00612,DB01021,59,DB08816$t
DB04894,DB13925,69,DB00634$t
DB00782,DB01090,48,DB06176$t
DB00612,DB00808,48,DB00871$h
DB08932,DB00169,46,DB09030$t
DB00498,DB01022,11,DB01015$h
DB09345,DB00283,48,DB00999$t
DB00318,DB09073,72,DB00951$t
DB00808,DB00869,59,DB01321$h
DB00307,DB00582,46,DB00541$t
DB00337,DB00176,46,DB01054$t
DB01220,DB09236,74,DB00892$h
DB06770,DB00188,46,DB00526$t
DB01588,DB11609,48,DB01194$t
DB01158,DB06663,53,DB00238$h
DB01143,DB09227,48,DB09055$t
DB00635,DB09048,72,DB00374$h
DB01210,DB08822,48,DB00923$h
DB04573,DB01586,69,DB09156$t
DB06707,DB01136,24,DB09119$t
DB01356,DB13323,48,DB01006$t
DB11613,DB00285,46,DB09014$t
DB00312,DB00514,3,DB13142$t
DB00820,DB09477,9,DB01656$h
DB00870,DB00232,69,DB00924$t
DB00584,DB01435,48,DB11231$h
DB00263,DB00674,19,DB13139$t
DB00468,DB00213,46,DB09076$h
DB00586,DB00199,46,DB01623$t
DB00916,DB09238,46,DB08893$t
DB05039,DB01021,82,DB04844$t
DB01220,DB00810,72,DB00231$h
DB06742,DB04868,46,DB11614$t
DB09053,DB00511,57,DB00470$t
DB00881,DB00779,74,DB00762$h
DB00599,DB01200,59,DB01100$t
DB11730,DB00843,32,DB00458$t
DB01016,DB01118,46,DB09087$t
DB00508,DB00593,48,DB01396$h
DB00374,DB00606,59,DB00469$h
DB09570,DB00678,46,DB08828$t
DB00753,DB00575,48,DB09323$h
DB01367,DB00765,59,DB00104$h
DB06616,DB01217,72,DB06176$h
DB09218,DB00310,69,DB01229$t
DB00641,DB00178,72,DB00232$t
DB01615,DB00494,48,DB00394$h
DB04842,DB00252,48,DB06826$t
DB01238,DB00281,48,DB00830$h
DB00307,DB01254,72,DB08930$t
DB00771,DB00950,48,DB04711$h
DB09241,DB01037,63,DB00420$h
DB01002,DB00335,48,DB06710$t
DB04855,DB01403,19,DB01037$h
DB00295,DB00619,46,DB09290$t
DB01192,DB01159,48,DB01024$h
DB00903,DB06292,48,DB00918$h
DB00195,DB00511,53,DB01289$t
DB06402,DB00477,19,DB00405$h
DB00244,DB00821,56,DB00607$h
DB00370,DB01101,46,DB01147$t
DB01551,DB00296,48,DB01338$h
DB01214,DB06709,45,DB08957$t
DB00783,DB01132,69,DB00444$h
DB00232,DB00521,48,DB00196$t
DB01250,DB08971,48,DB01264$h
DB04871,DB01267,48,DB01121$h
DB00201,DB00622,46,DB13879$t
DB00656,DB00614,63,DB08799$h
DB00633,DB00321,36,DB00364$h
DB00679,DB00967,72,DB08967$t
DB01030,DB00490,72,DB08996$t
DB01255,DB00354,75,DB00664$h
DB00753,DB06153,48,DB09343$t
DB01037,DB00975,48,DB12001$h
DB00987,DB08873,46,DB11268$h
DB00818,DB00748,48,DB01577$t
DB00873,DB06717,72,DB00287$t
DB00280,DB00091,46,DB00798$t
DB00967,DB01018,48,DB00027$h
DB00722,DB06739,48,DB09018$t
DB08907,DB00320,46,DB06206$t
DB08905,DB09118,72,DB01233$t
DB00515,DB09291,72,DB00749$t
DB09224,DB00395,48,DB06637$t
DB00695,DB00880,48,DB09230$h
DB01017,DB08795,69,DB00350$t
DB06209,DB00770,5,DB09244$h
DB01589,DB01595,48,DB00640$h
DB01240,DB09070,59,DB00816$h
DB00281,DB01159,48,DB00189$t
DB01229,DB06210,72,DB00966$h
DB06708,DB00283,46,DB04878$t
DB00813,DB09272,38,DB01068$t
DB00477,DB06708,72,DB06792$t
DB00308,DB08865,19,DB00563$t
DB01356,DB00405,48,DB09295$t
DB00843,DB00544,46,DB00801$t
DB01603,DB00452,74,DB01098$t
DB00444,DB01097,48,DB04574$t
DB00968,DB01275,48,DB01409$h
DB00216,DB00726,48,DB01426$h
DB00266,DB00493,5,DB01043$h
DB09079,DB00201,72,DB01075$h
DB06700,DB00206,48,DB13878$t
DB00252,DB06207,3,DB01228$h
DB00527,DB01452,48,DB00511$t
DB00726,DB00677,72,DB09499$t
DB01624,DB01087,19,DB00797$h
DB01067,DB01232,46,DB00919$t
