Drug1_ID,Drug2_ID,Y
DB01177,DB08895,36
DB13874,DB00938,0
DB09224,DB00342,5
DB01429,DB00608,0
DB08865,DB00794,3
DB01200,DB00700,8
DB08897,DB00470,82
DB01395,DB01248,0
DB01418,DB00170,3
DB00593,DB00604,2
DB00712,DB04829,9
DB01039,DB00537,0
DB00318,DB00737,2
DB12245,DB11791,0
DB00555,DB01028,2
DB13867,DB01199,6
DB06781,DB01261,19
DB00738,DB00918,1
DB09213,DB00665,1
DB09102,DB01079,1
DB01069,DB01275,1
DB00318,DB00591,1
DB00487,DB00568,5
DB01394,DB00530,0
DB01054,DB00834,5
DB00605,DB06637,1
DB14583,DB06739,3
DB01072,DB00968,1
DB01601,DB00369,1
DB01245,DB01623,2
DB11915,DB01190,0
DB00377,DB00952,2
DB01050,DB01407,9
DB08874,DB00946,18
DB09118,DB00810,7
DB00501,DB00585,22
DB00441,DB00690,1
DB00753,DB01624,5
DB01283,DB01059,38
DB09034,DB00444,0
DB13944,DB01156,0
DB06210,DB00938,0
DB00864,DB00778,4
DB01254,DB09185,0
DB00915,DB00631,4
DB08860,DB00374,0
DB00198,DB00390,1
DB00699,DB00397,45
DB00412,DB01275,1
DB06725,DB05015,0
DB01228,DB00439,0
DB05541,DB00252,0
DB01248,DB00714,0
DB14126,DB12332,4
DB00814,DB00936,2
DB01097,DB00705,0
DB00451,DB00951,0
DB00715,DB00177,0
DB09241,DB09073,0
DB01580,DB01577,6
DB00435,DB01143,2
DB00933,DB01598,51
DB01357,DB00278,50
DB00711,DB04920,37
DB06616,DB00997,0
DB00246,DB00261,5
DB09205,DB11362,8
DB04861,DB01154,11
DB13953,DB01054,0
DB00532,DB04832,2
DB00328,DB01274,1
DB06506,DB00590,0
DB01142,DB01182,0
DB09080,DB00528,8
DB04828,DB11156,1
DB11642,DB06204,0
DB09080,DB00243,5
DB12245,DB06290,0
DB01595,DB00333,7
DB08439,DB00945,2
DB01177,DB00623,0
DB00379,DB00318,0
DB11837,DB00778,0
DB13125,DB09039,4
DB00292,DB01577,2
DB00288,DB08907,19
DB00533,DB00749,2
DB01591,DB06152,9
DB00867,DB01136,6
DB01221,DB00335,20
DB00881,DB00279,16
DB00252,DB01191,0
DB00476,DB08932,1
DB00575,DB01005,0
DB00590,DB09048,0
DB00244,DB01026,15
DB01159,DB00834,0
DB05018,DB11560,1
DB11827,DB07348,4
DB01018,DB01100,2
DB00454,DB00928,1
DB00908,DB05928,0
DB06716,DB00907,7
DB04946,DB00502,0
DB00589,DB06287,4
DB01289,DB00224,6
DB00115,DB06154,1
DB01234,DB14538,2
DB00699,DB00857,0
DB05246,DB06702,7
DB13074,DB09295,6
DB00388,DB04840,8
DB01656,DB12267,0
DB09239,DB01065,6
DB00321,DB00924,29
DB00554,DB01074,15
DB01156,DB06230,1
DB00842,DB01337,2
DB00757,DB00898,7
DB00412,DB00997,1
DB01039,DB06595,3
DB06605,DB00734,0
DB01002,DB00393,2
DB01576,DB11362,8
DB00623,DB09224,2
DB00897,DB03010,4
DB01591,DB11642,11
DB01199,DB00898,7
DB13345,DB00745,3
DB06468,DB09236,14
DB00533,DB08881,4
DB00370,DB00412,0
DB00914,DB01337,2
DB09054,DB04896,0
DB00744,DB00580,0
DB00684,DB01222,1
DB07615,DB00755,0
DB12141,DB00196,4
DB00204,DB04839,0
DB00231,DB00334,2
DB00402,DB09227,0
DB00158,DB00790,1
DB01256,DB09231,0
DB04574,DB06282,1
DB00928,DB01577,1
DB00829,DB00255,3
DB00875,DB11730,5
DB01098,DB00499,0
DB06203,DB00420,0
DB00906,DB01624,2
DB00554,DB12161,1
DB00906,DB00949,2
DB00501,DB00152,4
DB00328,DB06211,1
DB06739,DB06605,0
DB00402,DB11633,11
DB12457,DB05521,0
DB00290,DB00953,1
DB00690,DB04920,1
DB00186,DB11581,0
DB06155,DB01154,2
DB00203,DB00482,0
DB01137,DB04868,5
DB00897,DB05676,3
DB00805,DB01403,7
DB00496,DB00184,0
DB00780,DB00187,13
DB08901,DB00568,0
DB00246,DB09099,0
DB00518,DB00898,0
DB13943,DB08881,3
DB00820,DB09262,1
DB00580,DB00730,1
DB01396,DB06469,0
DB01260,DB01200,19
DB01223,DB00673,0
DB00960,DB06144,2
DB01137,DB13074,5
DB09245,DB01418,26
DB00820,DB12161,1
DB00936,DB00688,1
DB09054,DB06414,3
DB09013,DB06512,0
DB05541,DB00836,0
DB00712,DB06695,26
DB00867,DB04552,9
DB00590,DB12015,11
DB00482,DB00633,1
DB01283,DB04838,15
DB00191,DB01628,0
DB13955,DB00537,0
DB06772,DB00700,0
DB04868,DB00734,0
DB01193,DB08882,12
DB00820,DB01295,34
DB06738,DB00439,0
DB01074,DB01138,3
DB00706,DB00675,0
DB00530,DB14539,11
DB00349,DB13879,4
DB01268,DB00501,0
DB09225,DB04832,2
DB00264,DB00312,3
DB01289,DB09389,6
DB00195,DB01235,68
DB00619,DB01388,0
DB00977,DB00912,1
DB09225,DB13953,0
DB00831,DB11951,2
DB08910,DB13952,0
DB01394,DB00619,0
DB00936,DB00608,1
DB00788,DB09214,2
DB00977,DB01380,4
DB00318,DB00497,2
DB01074,DB01483,3
DB12147,DB08875,0
DB06725,DB01136,8
DB00863,DB01068,1
DB00436,DB09229,20
DB00699,DB00592,0
DB06670,DB00307,0
DB04938,DB06594,0
DB00631,DB08868,36
DB00215,DB01255,21
DB00502,DB06712,5
DB00559,DB00820,34
DB01172,DB00624,1
DB01195,DB00333,0
DB00342,DB00433,0
DB01624,DB14019,0
DB00972,DB00857,0
DB00285,DB00339,1
DB01274,DB06468,5
DB01126,DB15685,9
DB09071,DB01041,7
DB00661,DB01289,17
DB00166,DB00738,17
DB01228,DB04838,14
DB00472,DB00585,6
DB01108,DB09389,4
DB00343,DB00599,3
DB00682,DB05928,4
DB00818,DB00952,2
DB00290,DB06228,1
DB00227,DB09083,0
DB00612,DB11652,1
DB01045,DB09288,62
DB01036,DB00531,0
DB08882,DB00439,3
DB15233,DB01320,0
DB00641,DB00182,0
DB04871,DB01059,0
DB13074,DB09288,6
DB00391,DB01559,2
DB00586,DB01577,1
DB01261,DB01129,0
DB09195,DB01558,42
DB09119,DB00932,3
DB09166,DB00402,29
DB00640,DB01105,31
DB00949,DB01601,5
DB01224,DB00191,6
DB01576,DB14011,0
DB00916,DB01263,5
DB00577,DB01359,1
DB01591,DB00398,0
DB00564,DB09078,3
DB00313,DB00539,5
DB00818,DB00763,0
DB00738,DB00603,1
DB00477,DB00875,5
DB09063,DB00448,3
DB09241,DB01244,13
DB00912,DB06210,0
DB00193,DB00290,1
DB00829,DB11837,0
DB06152,DB01264,4
DB06712,DB00627,0
DB00980,DB09280,11
DB09230,DB06203,17
DB01001,DB06684,9
DB08808,DB01233,0
DB13919,DB01128,0
DB01388,DB00568,14
DB04743,DB00683,1
DB01623,DB11951,2
DB00206,DB01174,2
DB08893,DB01454,0
DB00909,DB06654,2
DB00714,DB00908,5
DB12026,DB00280,0
DB00687,DB01072,0
DB11978,DB00495,1
DB00458,DB00370,41
DB00343,DB04920,14
DB15444,DB01007,4
DB01050,DB06174,0
DB05246,DB09118,0
DB09039,DB11642,11
DB06691,DB09231,5
DB01115,DB06691,0
DB00270,DB00390,14
DB01221,DB00268,46
DB00176,DB00759,1
DB01628,DB09245,1
DB01183,DB11827,0
DB00543,DB00477,0
DB01558,DB06446,2
DB00857,DB11995,3
DB11362,DB14840,4
DB00628,DB00907,7
DB04743,DB06684,9
DB00829,DB08893,1
DB00656,DB11963,11
DB00623,DB09241,74
DB12500,DB00338,0
DB01071,DB00396,0
DB06176,DB01589,0
DB04889,DB01110,0
DB01410,DB01009,23
DB00951,DB01222,11
DB15598,DB00218,30
DB11951,DB00555,7
DB00582,DB00465,0
DB04898,DB01039,0
DB11703,DB00836,0
DB00277,DB04840,0
DB08922,DB00205,0
DB14575,DB09273,10
DB00201,DB06442,0
DB00469,DB00916,0
DB00637,DB06414,3
DB00586,DB08896,0
DB06684,DB00338,0
DB01098,DB11791,4
DB13125,DB05239,4
DB01623,DB11614,5
DB09030,DB00264,0
DB05246,DB09212,15
DB00813,DB00619,0
DB09212,DB00421,33
DB00203,DB00641,0
DB12010,DB01030,1
DB01289,DB00738,6
DB01236,DB00738,5
DB00186,DB00904,2
DB01200,DB09080,45
DB01583,DB06616,6
DB04665,DB01110,12
DB01333,DB09082,1
DB00623,DB01238,2
DB00342,DB00780,0
DB11963,DB14019,0
DB00091,DB01601,4
DB01274,DB06813,1
DB04908,DB00810,7
DB08901,DB11632,0
DB00656,DB08897,7
DB00956,DB00908,0
DB09371,DB01645,3
DB09244,DB00327,41
DB00394,DB01024,2
DB00564,DB00647,0
DB09030,DB12245,0
DB01624,DB04794,0
DB01177,DB00983,0
DB00738,DB00220,0
DB11367,DB00841,1
DB09167,DB03783,0
DB00675,DB04938,2
DB00674,DB09291,0
DB12332,DB00186,0
DB09244,DB01075,2
DB00402,DB00136,11
DB01175,DB04948,12
DB06726,DB08808,15
DB00763,DB02134,1
DB00860,DB01124,19
DB06176,DB00745,3
DB01094,DB00973,1
DB00214,DB00481,0
DB00753,DB09080,5
DB00268,DB00170,3
DB01129,DB09204,1
DB09073,DB00176,0
DB00599,DB00496,7
DB09073,DB00863,96
DB00448,DB01411,0
DB00247,DB00619,0
DB11986,DB01200,0
DB00477,DB01116,37
DB00255,DB08930,1
DB00918,DB00758,0
DB09185,DB00908,1
DB00292,DB01065,2
DB00993,DB01587,1
DB11791,DB13953,11
DB08846,DB01165,16
DB00496,DB01115,0
DB00193,DB01074,0
DB00216,DB00682,2
DB00216,DB01182,0
DB00836,DB01227,5
DB09099,DB01229,0
DB01036,DB05015,0
DB00790,DB14541,6
DB15444,DB00250,0
DB00343,DB01016,0
DB00904,DB00916,0
DB00969,DB00784,0
DB01200,DB01319,6
DB00635,DB09338,10
DB01059,DB01222,43
DB01623,DB00851,0
DB00422,DB06712,8
DB09167,DB09026,8
DB01589,DB01098,0
DB06016,DB01590,0
DB00115,DB00871,1
DB12278,DB00796,8
DB01590,DB01095,0
DB14512,DB01248,3
DB05271,DB01012,0
DB00672,DB01580,12
DB06605,DB00622,0
DB09288,DB00915,1
DB00599,DB06153,7
DB00500,DB09068,1
DB00207,DB01483,3
DB11823,DB05095,9
DB00697,DB01018,2
DB00252,DB00906,2
DB01380,DB00549,3
DB00559,DB01143,13
DB00599,DB00918,2
DB08901,DB13345,0
DB00594,DB01015,10
DB01466,DB01068,2
DB06287,DB00312,3
DB00563,DB01067,1
DB01435,DB01261,1
DB01359,DB06710,1
DB00202,DB01037,2
DB01135,DB14185,2
DB06716,DB01591,7
DB00575,DB01156,42
DB11691,DB06210,0
DB00502,DB00694,4
DB09198,DB01098,12
DB00238,DB00252,0
DB00568,DB06595,0
DB05294,DB08865,0
DB08807,DB01409,0
DB13878,DB00957,4
DB11614,DB00812,0
DB00395,DB00349,2
DB00481,DB11827,0
DB00620,DB01396,35
DB11921,DB09288,23
DB00541,DB04842,51
DB00203,DB00808,34
DB06594,DB06654,0
DB00734,DB14575,2
DB00594,DB00628,10
DB00343,DB00444,0
DB08907,DB09071,10
DB00356,DB06153,7
DB05351,DB14575,0
DB04841,DB00621,0
DB12141,DB00607,3
DB09076,DB09039,4
DB00346,DB09232,24
DB12141,DB00158,1
DB13956,DB06739,3
DB00220,DB11586,0
DB00717,DB01263,0
DB11273,DB00629,45
DB00537,DB01011,1
DB00806,DB00400,3
DB09089,DB01100,5
DB00437,DB04920,1
DB06218,DB06209,0
DB11791,DB01167,4
DB01624,DB09099,0
DB14975,DB04557,0
DB08815,DB00820,8
DB00436,DB00318,6
DB09090,DB01118,2
DB09225,DB09330,11
DB04829,DB00317,0
DB09213,DB01075,0
DB00683,DB00780,4
DB00222,DB00960,12
DB06144,DB00530,0
DB00605,DB01011,1
DB00668,DB00283,12
DB15328,DB12364,4
DB00850,DB00705,0
DB01580,DB00312,11
DB00665,DB09244,1
DB00629,DB06292,0
DB00476,DB00035,87
DB00577,DB04896,1
DB00749,DB00441,1
DB00675,DB04665,18
DB01558,DB01559,2
DB00647,DB01005,0
DB00248,DB00627,0
DB01166,DB01181,0
DB01046,DB00813,6
DB09299,DB11574,0
DB01268,DB01384,19
DB06739,DB01117,0
DB12332,DB11963,0
DB01400,DB01338,98
DB01156,DB00193,63
DB01136,DB00193,0
DB00370,DB01591,7
DB01544,DB01588,2
DB00588,DB01199,6
DB09071,DB00806,0
DB00988,DB01388,8
DB01410,DB01435,23
DB00184,DB01411,0
DB06148,DB00448,0
DB01117,DB11642,11
DB04896,DB00136,3
DB01544,DB14033,0
DB00333,DB06262,1
DB00227,DB01011,0
DB00295,DB00757,2
DB00530,DB00559,11
DB00395,DB00268,2
DB00696,DB00393,24
DB00718,DB00289,1
DB11952,DB11703,0
DB00454,DB00266,2
DB01087,DB09198,0
DB00700,DB01233,10
DB00409,DB00422,2
DB09073,DB01628,0
DB04868,DB00763,0
DB00420,DB00444,0
DB00813,DB01087,0
DB00608,DB14063,5
DB00904,DB00592,0
DB08881,DB00938,5
DB08808,DB00433,4
DB01184,DB01218,5
DB12825,DB00091,4
DB00091,DB09118,0
DB06210,DB00730,0
DB01628,DB11560,1
DB11090,DB00642,1
DB01454,DB01151,58
DB00983,DB00519,8
DB08877,DB00476,0
DB00656,DB01200,39
DB13946,DB12147,3
DB01108,DB01173,0
DB02709,DB01173,0
DB06292,DB00582,0
DB00861,DB01074,15
DB00158,DB06700,1
DB01229,DB00208,0
DB00454,DB00918,2
DB08893,DB00361,0
DB01589,DB01645,0
DB08912,DB12070,0
DB00687,DB01407,35
DB00187,DB00845,5
DB01420,DB06605,44
DB00862,DB08873,0
DB00390,DB13946,1
DB01161,DB00497,2
DB00280,DB04846,20
DB00613,DB01254,5
DB13956,DB14538,4
DB00988,DB13874,4
DB01656,DB12245,0
DB00292,DB00496,7
DB09039,DB00622,0
DB00184,DB00564,3
DB01072,DB01623,5
DB01021,DB06813,10
DB11362,DB00570,4
DB01242,DB09236,13
DB00863,DB01645,0
DB11633,DB00396,3
DB11951,DB00540,7
DB00629,DB14635,0
DB00945,DB05885,15
DB09167,DB00494,0
DB00343,DB06594,0
DB00700,DB11943,10
DB12500,DB00715,0
DB00203,DB01015,0
DB04743,DB06702,1
DB01245,DB03575,2
DB00956,DB00342,0
DB00390,DB00763,4
DB00283,DB01244,5
DB00594,DB09185,10
DB01168,DB00820,13
DB09101,DB00495,3
DB00370,DB01119,8
DB04957,DB14631,3
DB00903,DB00178,2
DB00674,DB01208,5
DB11586,DB01167,0
DB00454,DB08906,3
DB07615,DB04845,18
DB00365,DB00752,0
DB00589,DB01176,2
DB14185,DB00852,6
DB06738,DB08906,0
DB12026,DB00243,4
DB00982,DB01118,22
DB00203,DB04574,0
DB00471,DB00951,22
DB01135,DB00391,60
DB00802,DB06268,8
DB00818,DB13174,0
DB00268,DB00810,7
DB01159,DB01193,8
DB00500,DB05541,1
DB00247,DB08912,0
DB01101,DB01359,1
DB00588,DB00593,2
DB00758,DB11753,12
DB01409,DB00349,0
DB00586,DB00814,2
DB01104,DB01591,7
DB08883,DB06209,0
DB00863,DB01079,0
DB08883,DB01023,0
DB00514,DB00373,0
DB11362,DB09285,6
DB00755,DB01110,0
DB04743,DB09205,1
DB01174,DB00382,6
DB00204,DB06218,0
DB01410,DB12693,0
DB00363,DB01400,6
DB00477,DB01268,3
DB14185,DB01110,0
DB09290,DB06594,0
DB09238,DB00612,12
DB14840,DB11652,1
DB00694,DB03010,0
DB09229,DB00827,5
DB12130,DB01221,0
DB00805,DB01131,0
DB09227,DB14063,14
DB01221,DB00202,0
DB13003,DB04743,23
DB00397,DB01236,9
DB00347,DB00898,7
DB01274,DB00312,3
DB01364,DB04076,2
DB00468,DB00521,13
DB09048,DB00636,3
DB12130,DB00776,3
DB00454,DB01337,2
DB12141,DB00227,0
DB11586,DB01138,0
DB09074,DB13003,2
DB00738,DB14064,17
DB00593,DB01035,14
DB00425,DB00482,0
DB00882,DB01026,4
DB00313,DB00960,2
DB01242,DB02709,0
DB13946,DB09238,0
DB14512,DB05015,3
DB00778,DB00518,0
DB00518,DB05990,0
DB00805,DB01016,28
DB14011,DB12887,1
DB00292,DB00342,7
DB11642,DB01110,0
DB09232,DB01338,37
DB01588,DB00209,7
DB11689,DB08502,0
DB06589,DB02134,0
DB00841,DB08911,1
DB00860,DB01405,43
DB12245,DB04957,5
DB01118,DB13928,17
DB00684,DB01409,1
DB00296,DB08907,10
DB00315,DB00841,9
DB00898,DB00335,13
DB01119,DB00231,10
DB01174,DB01598,6
DB00514,DB01222,3
DB09073,DB01624,0
DB00426,DB00396,3
DB03783,DB01006,0
DB00373,DB11978,5
DB09214,DB00790,33
DB01174,DB00421,10
DB00370,DB00570,0
DB01035,DB01238,0
DB00532,DB00625,2
DB12693,DB00266,56
DB11757,DB00949,0
DB00182,DB01558,2
DB00759,DB01409,1
DB06446,DB05271,46
DB09214,DB01129,1
DB12483,DB01216,0
DB01105,DB00434,6
DB00396,DB00912,1
DB01297,DB00623,4
DB00158,DB09241,1
DB00568,DB09212,15
DB11855,DB01177,0
DB00433,DB00996,2
DB01166,DB08896,0
DB00814,DB09128,9
DB08918,DB05812,0
DB00605,DB00936,2
DB00717,DB01483,3
DB01267,DB01418,2
DB01024,DB04953,1
DB00533,DB01333,1
DB13345,DB01087,0
DB00624,DB06700,1
DB00532,DB05015,0
DB00938,DB01155,5
DB06218,DB01320,11
DB01108,DB01264,4
DB00323,DB04832,2
DB00227,DB00176,0
DB14126,DB00356,1
DB01245,DB12278,7
DB01023,DB14669,3
DB00316,DB08901,3
DB08868,DB00679,0
DB01083,DB00697,30
DB01104,DB01232,0
DB01407,DB04552,9
DB01029,DB09227,34
DB00356,DB04908,2
DB00708,DB09262,2
DB01454,DB04829,2
DB00825,DB01254,5
DB01338,DB05271,46
DB00604,DB00602,3
DB13944,DB01026,0
DB01349,DB01359,15
DB00482,DB00946,26
DB00549,DB00273,3
DB12364,DB01283,18
DB01184,DB00335,0
DB09068,DB00641,0
DB01192,DB01590,0
DB00472,DB00802,21
DB00540,DB00704,2
DB05885,DB00388,80
DB00537,DB00928,1
DB01154,DB08931,13
DB01114,DB00204,5
DB09244,DB01236,27
DB01118,DB01171,0
DB00675,DB00642,0
DB00988,DB01454,2
DB00277,DB06413,3
DB11633,DB09030,0
DB00333,DB00631,1
DB00887,DB09288,6
DB06201,DB01200,2
DB14539,DB09330,3
DB00470,DB00206,7
DB01233,DB01590,0
DB01168,DB00695,27
DB00877,DB01262,2
DB00788,DB00683,1
DB13954,DB01259,0
DB09076,DB01166,0
DB01236,DB00207,5
DB00613,DB00679,5
DB09285,DB00196,1
DB00862,DB12015,0
DB02134,DB01166,0
DB00977,DB00694,1
DB00374,DB00322,0
DB00679,DB00755,2
DB00672,DB09280,0
DB00378,DB12364,50
DB13954,DB14575,3
DB09048,DB04894,0
DB00960,DB06595,0
DB05885,DB09198,17
DB05095,DB00351,1
DB11823,DB01097,0
DB06480,DB14635,0
DB06716,DB08910,2
DB01255,DB01100,6
DB06626,DB01267,0
DB00215,DB09295,32
DB14539,DB00745,3
DB00346,DB00872,0
DB00744,DB00533,0
DB00391,DB09013,20
DB14583,DB00812,3
DB00404,DB09166,2
DB09289,DB00426,0
DB00760,DB01002,1
DB00812,DB06230,1
DB01238,DB00624,3
DB09288,DB00474,3
DB04665,DB01131,0
DB00814,DB00817,38
DB01175,DB00604,21
DB09295,DB09030,26
DB09297,DB01079,1
DB01068,DB09224,2
DB00486,DB06738,7
DB05294,DB00270,0
DB04839,DB00333,3
DB01624,DB08932,8
DB09213,DB11632,0
DB00563,DB12245,16
DB11730,DB00400,3
DB00959,DB01211,0
DB00543,DB01155,5
DB06077,DB09071,2
DB08877,DB01062,0
DB09079,DB05521,0
DB04844,DB00396,0
DB00537,DB01101,1
DB00435,DB00176,0
DB14542,DB01232,0
DB01167,DB04552,15
DB11619,DB00673,11
DB00740,DB01192,2
DB09073,DB04794,0
DB09119,DB11156,2
DB00697,DB00177,2
DB09063,DB00186,0
DB09214,DB01181,1
DB00327,DB00268,46
DB01199,DB01175,2
DB06738,DB00839,0
DB00252,DB01069,4
DB00980,DB01394,1
DB09079,DB00549,0
DB09351,DB01128,0
DB06287,DB00188,4
DB06203,DB00559,12
DB01238,DB11855,7
DB00454,DB04842,2
DB00740,DB00916,6
DB01268,DB08807,12
DB11641,DB00921,0
DB00490,DB12371,9
DB00261,DB00631,18
DB12015,DB00794,11
DB00624,DB14541,52
DB00187,DB12693,0
DB00222,DB00444,0
DB00404,DB00448,0
DB09185,DB01062,7
DB12267,DB00197,3
DB00540,DB00808,5
DB01320,DB09280,11
DB01097,DB11753,0
DB00570,DB12612,2
DB00396,DB06700,0
DB00726,DB11640,63
DB09143,DB01406,0
DB00315,DB00209,7
DB00196,DB09167,5
DB00708,DB01002,2
DB01238,DB01041,7
DB00279,DB06209,1
DB01283,DB00949,0
DB09048,DB04557,0
DB00623,DB00327,90
DB00624,DB13928,28
DB04884,DB00363,27
DB06201,DB01388,0
DB01297,DB08864,0
DB09214,DB00231,1
DB00353,DB01050,9
DB00811,DB01558,1
DB00872,DB01234,0
DB00613,DB06217,5
DB00440,DB08897,1
DB06237,DB00726,61
DB00263,DB00757,5
DB00987,DB00625,3
DB01100,DB09101,0
DB13919,DB00244,33
DB00191,DB00697,31
DB03783,DB01165,0
DB00261,DB00184,0
DB13345,DB14512,3
DB00640,DB14066,14
DB00962,DB01062,7
DB00280,DB00811,1
DB01181,DB06729,0
DB00737,DB06153,7
DB09299,DB09235,0
DB01590,DB09048,0
DB00909,DB01154,2
DB01234,DB14539,2
DB09128,DB00542,8
DB09048,DB01352,3
DB00865,DB06712,8
DB00998,DB00623,2
DB00633,DB08934,1
DB01352,DB06701,2
DB06589,DB12532,0
DB01190,DB00246,0
DB11979,DB04844,0
DB04840,DB00532,0
DB00401,DB00695,10
DB08912,DB00398,4
DB05521,DB00962,0
DB13956,DB01030,1
DB01396,DB12161,5
DB11986,DB01220,3
DB00474,DB00889,2
DB00843,DB00627,0
DB01628,DB00568,0
DB00394,DB01407,35
DB11963,DB00404,0
DB00531,DB12693,51
DB12147,DB00398,0
DB11362,DB00421,0
DB00580,DB01333,1
DB00947,DB08896,0
DB06292,DB01405,12
DB00863,DB11791,0
DB00191,DB01380,3
DB11689,DB00467,0
DB11362,DB05239,4
DB00688,DB04665,18
DB00300,DB00327,1
DB00482,DB01015,55
DB00918,DB13179,0
DB00458,DB09230,24
DB00309,DB01395,0
DB00721,DB00940,7
DB14126,DB00898,3
DB06725,DB01333,1
DB01253,DB06148,2
DB00401,DB01136,25
DB01227,DB00977,0
DB06738,DB13867,0
DB00998,DB00685,0
DB01156,DB06729,4
DB00678,DB04856,0
DB11367,DB00182,1
DB00231,DB00679,2
DB00818,DB14635,0
DB01083,DB00136,30
DB00333,DB01403,2
DB04839,DB01072,4
DB01394,DB00338,0
DB01215,DB09185,2
DB11718,DB01409,0
DB13952,DB00127,2
DB00501,DB00390,1
DB04957,DB00261,5
DB09288,DB00379,0
DB00783,DB00412,0
DB00468,DB00758,0
DB01116,DB00907,4
DB00619,DB00443,3
DB00749,DB00625,0
DB04743,DB05015,18
DB01224,DB13955,1
DB00214,DB09102,16
DB01587,DB08918,2
DB00191,DB06268,0
DB00564,DB00514,0
DB00714,DB12161,5
DB00762,DB00741,3
DB00631,DB09338,10
DB01583,DB06726,6
DB00696,DB01227,2
DB01193,DB09049,0
DB00441,DB04845,2
DB11581,DB14631,3
DB01168,DB06335,28
DB09295,DB01405,38
DB00690,DB08932,1
DB00496,DB01043,6
DB08868,DB06712,0
DB00904,DB08798,0
DB06595,DB13879,0
DB00843,DB00576,0
DB05018,DB01241,0
DB01242,DB11362,8
DB00554,DB01151,1
DB01154,DB01253,2
DB00391,DB00690,2
DB13944,DB06228,44
DB06292,DB09078,0
DB13345,DB11574,0
DB11273,DB01369,0
DB05676,DB04845,3
DB01242,DB00178,8
DB00434,DB14063,5
DB01320,DB00304,3
DB11901,DB00714,0
DB01118,DB13783,15
DB00617,DB08811,2
DB01233,DB00607,3
DB11730,DB01129,0
DB05812,DB01685,0
DB14126,DB09119,3
DB01628,DB01224,1
DB06789,DB01333,3
DB00541,DB00673,0
DB01138,DB12371,2
DB06204,DB00603,0
DB01103,DB06413,3
DB00563,DB08895,2
DB00608,DB09244,1
DB01261,DB00477,6
DB01483,DB00608,6
DB06637,DB00619,4
DB00962,DB00351,3
DB00497,DB00627,0
DB11943,DB04946,5
DB13946,DB00247,47
DB01175,DB01045,3
DB11586,DB01037,0
DB03615,DB00300,59
DB01021,DB00243,10
DB11951,DB08893,4
DB11817,DB00198,16
DB05294,DB13179,0
DB00224,DB06654,0
DB00433,DB06153,2
DB00401,DB00763,1
DB06701,DB00700,8
DB00461,DB05246,15
DB00695,DB09297,0
DB01227,DB09289,2
DB01238,DB00381,24
DB00734,DB09212,9
DB06616,DB14568,4
DB00458,DB08934,1
DB01137,DB00619,5
DB00696,DB12141,6
DB11986,DB00769,3
DB01174,DB01409,7
DB00668,DB09073,0
DB09053,DB01359,0
DB01589,DB01097,0
DB06209,DB01411,0
DB01577,DB01173,7
DB06212,DB08807,15
DB00465,DB00661,1
DB00709,DB01075,4
DB01591,DB00261,5
DB01171,DB01297,13
DB14631,DB00682,44
DB00187,DB00313,5
DB11614,DB01037,0
DB06210,DB13919,0
DB00661,DB00640,14
DB13952,DB00843,1
DB01192,DB00334,2
DB00231,DB01559,2
DB09128,DB01168,0
DB14975,DB00404,0
DB00956,DB01110,0
DB01590,DB01406,0
DB00557,DB09166,7
DB00928,DB01380,2
DB01014,DB09198,28
DB00642,DB01248,2
DB00699,DB06819,0
DB00555,DB13919,15
DB09089,DB14568,5
DB00987,DB00207,0
DB13952,DB00323,0
DB04557,DB14033,0
DB00195,DB04844,5
DB00759,DB06203,1
DB00635,DB09101,0
DB00426,DB02703,0
DB00737,DB01235,2
DB09063,DB08882,4
DB00425,DB00730,0
DB00342,DB09231,0
DB01076,DB00370,0
DB00374,DB09089,5
DB04552,DB00404,1
DB02134,DB00540,0
DB00252,DB00780,0
DB00962,DB06335,1
DB00631,DB12147,4
DB00701,DB01138,0
DB12278,DB01046,1
DB01591,DB00738,5
DB00936,DB00897,1
DB00339,DB00266,18
DB00328,DB13944,1
DB08893,DB00182,0
DB00641,DB00295,4
DB06216,DB12141,6
DB01046,DB04838,6
DB08883,DB00810,7
DB01181,DB00455,0
DB00608,DB01105,1
DB01395,DB09462,2
DB00794,DB01587,2
DB01595,DB00921,7
DB09061,DB08816,0
DB01151,DB00619,0
DB01229,DB13946,3
DB01002,DB09123,1
DB01184,DB00615,3
DB00418,DB06218,2
DB00619,DB12161,5
DB00370,DB01012,0
DB00957,DB11823,3
DB00300,DB01039,1
DB09090,DB12141,5
DB13874,DB00647,0
DB06695,DB00398,4
DB00502,DB11642,11
DB11986,DB00199,0
DB00905,DB01029,13
DB06207,DB06712,24
DB00712,DB06209,26
DB13879,DB08899,4
DB01252,DB09204,12
DB00699,DB12093,24
DB12825,DB13955,3
DB06684,DB06819,0
DB01297,DB01192,0
DB01229,DB00701,3
DB00683,DB00443,3
DB12130,DB00783,0
DB06201,DB04894,0
DB00598,DB06403,13
DB00918,DB00619,0
DB06626,DB00333,3
DB00669,DB00381,8
DB08901,DB06148,0
DB00629,DB11753,0
DB00347,DB01437,2
DB00243,DB00872,0
DB11614,DB04861,0
DB01242,DB00555,7
DB08895,DB11779,0
DB00694,DB12141,0
DB00220,DB01263,5
DB11979,DB13174,0
DB01241,DB08897,1
DB09351,DB00349,0
DB01268,DB00715,0
DB00557,DB00708,7
DB08899,DB06712,0
DB01184,DB01175,4
