Drug1_ID,Drug2_ID,Y,Neg samples
DB00647,DB06288,48,DB00686$h
DB00297,DB01178,48,DB09280$t
DB01035,DB09078,19,DB00908$t
DB00754,DB01235,48,DB11268$h
DB00524,DB01170,59,DB01110$h
DB00726,DB00450,15,DB09209$h
DB00628,DB00645,48,DB05039$h
DB00295,DB05812,72,DB00400$t
DB00677,DB01062,69,DB08931$t
DB00472,DB06704,69,DB04572$t
DB00734,DB08881,72,DB06825$h
DB00842,DB00363,48,DB00181$h
DB04842,DB00660,48,DB01345$h
DB09034,DB00243,72,DB08916$t
DB00433,DB08820,72,DB00570$t
DB08922,DB09085,48,DB01182$h
DB00400,DB00823,74,DB06799$t
DB01105,DB00176,46,DB00452$h
DB00524,DB01275,48,DB09449$t
DB00528,DB00264,59,DB06702$t
DB00264,DB00744,36,DB00169$t
DB00181,DB00768,48,DB06819$t
DB00268,DB00393,48,DB09414$h
DB00559,DB01240,59,DB00626$t
DB06724,DB01260,2,DB00190$h
DB09068,DB00976,46,DB08984$h
DB00754,DB06204,15,DB00714$t
DB06802,DB04552,48,DB00912$h
DB00699,DB00268,46,DB06145$h
DB11348,DB00630,74,DB06595$t
DB00921,DB00195,46,DB00266$t
DB00776,DB01395,74,DB06712$h
DB00243,DB00440,72,DB05245$t
DB09245,DB00374,59,DB00812$t
DB00310,DB00809,72,DB09096$h
DB00952,DB09225,48,DB00931$t
DB00604,DB00201,46,DB01009$t
DB00784,DB00764,48,DB03619$t
DB01124,DB01110,8,DB00907$h
DB04841,DB00363,46,DB01392$t
DB00814,DB01013,48,DB06816$h
DB00981,DB01210,53,DB01298$t
DB00373,DB01029,48,DB00496$t
DB00850,DB09072,15,DB00543$t
DB13158,DB04575,72,DB11106$t
DB00275,DB00393,48,DB00967$t
DB00185,DB08865,46,DB08808$t
DB00905,DB06268,59,DB00958$t
DB01082,DB00744,71,DB04840$t
DB04574,DB00203,46,DB08867$t
DB06267,DB01211,46,DB00181$h
DB00433,DB00961,48,DB01336$h
DB00417,DB01024,10,DB11828$t
DB12532,DB00575,48,DB01077$h
DB00754,DB00450,15,DB00196$t
DB09063,DB09091,77,DB09000$h
DB00753,DB01551,48,DB00136$t
DB06480,DB00675,72,DB09026$t
DB01119,DB00519,59,DB09570$h
DB09076,DB00802,48,DB02703$h
DB06738,DB13872,48,DB09555$h
DB01171,DB12332,46,DB09225$t
DB00186,DB01189,48,DB08905$h
DB00615,DB00199,3,DB00217$h
DB00206,DB00575,48,DB00387$h
DB06690,DB00588,48,DB08932$t
DB00875,DB00938,19,DB00212$t
DB00914,DB00333,46,DB00689$h
DB00177,DB01018,48,DB11943$h
DB08910,DB06717,72,DB01190$t
DB01088,DB06292,48,DB01364$t
DB01253,DB01149,46,DB00409$t
DB00479,DB03585,71,DB09123$t
DB00937,DB01171,70,DB01183$t
DB00696,DB09570,72,DB00314$h
DB09072,DB01017,15,DB01581$h
DB00997,DB00472,72,DB00216$t
DB00605,DB00502,48,DB13153$t
DB00696,DB01229,48,DB05812$t
DB00483,DB00411,48,DB04711$t
DB06736,DB00710,48,DB00424$t
DB06335,DB00220,72,DB00944$h
DB01351,DB00612,59,DB00908$h
DB00525,DB00653,48,DB06237$t
DB00684,DB09288,71,DB06781$t
DB01452,DB04953,48,DB08976$h
DB06201,DB09085,48,DB09235$t
DB00341,DB00697,48,DB04930$h
DB01200,DB00321,36,DB06700$t
DB00839,DB00866,8,DB00199$h
DB00623,DB09128,48,DB00920$h
DB01210,DB00210,36,DB12532$t
DB00933,DB01131,72,DB00245$h
DB00377,DB00976,46,DB00890$t
DB01028,DB00181,48,DB00551$h
DB00889,DB01264,72,DB00682$h
DB01260,DB01357,72,DB01122$h
DB01421,DB00314,20,DB01219$h
DB01107,DB00907,46,DB01023$t
DB00829,DB01466,48,DB01602$t
DB00452,DB00469,71,DB06724$t
DB00790,DB01158,48,DB00618$t
DB01623,DB01178,48,DB13146$t
DB00610,DB00813,74,DB00875$h
DB09082,DB00254,46,DB00523$h
DB00943,DB08865,46,DB01408$t
DB01215,DB00660,48,DB06708$t
DB00396,DB00491,69,DB00301$t
DB01400,DB00571,53,DB06196$h
DB01463,DB06282,48,DB00152$t
DB11315,DB00921,48,DB01127$t
DB00742,DB01210,48,DB01321$t
DB00217,DB04948,59,DB00670$h
DB00690,DB06690,48,DB00426$h
DB06739,DB09063,72,DB00750$h
DB00327,DB00323,48,DB00469$h
DB01243,DB00270,48,DB00678$h
DB12364,DB06736,65,DB00320$h
DB01261,DB00254,46,DB09049$t
DB00692,DB09038,48,DB00514$t
DB00681,DB01023,48,DB00768$h
DB01013,DB00779,48,DB00349$t
DB01119,DB00876,59,DB13323$h
DB01118,DB00743,19,DB01280$t
DB01394,DB00608,72,DB00263$h
DB08899,DB00814,74,DB00280$h
DB01211,DB06788,19,DB08996$t
DB01221,DB00349,48,DB00715$t
DB01220,DB01243,72,DB09079$h
DB04911,DB01238,74,DB00301$t
DB00611,DB01075,48,DB00765$t
DB00805,DB00482,46,DB00196$t
DB00337,DB01181,48,DB03756$t
DB00490,DB01437,48,DB00618$h
DB06707,DB00182,70,DB01463$t
DB09570,DB00454,48,DB01559$t
DB09039,DB00938,19,DB00564$t
DB01067,DB09330,72,DB12924$t
DB08916,DB04868,72,DB00243$t
DB01211,DB00207,19,DB01239$h
DB00204,DB00239,72,DB00896$h
DB06292,DB09244,8,DB00530$h
DB00758,DB03619,48,DB01878$h
DB00297,DB04920,48,DB00891$t
DB00467,DB00511,57,DB00486$t
DB06207,DB00584,72,DB00035$h
DB01119,DB00612,59,DB01065$h
DB00404,DB00427,48,DB01054$t
DB00843,DB00521,53,DB00783$t
DB01297,DB08439,36,DB01029$h
DB00679,DB09274,72,DB00890$h
DB13025,DB00967,48,DB09112$h
DB08864,DB08811,72,DB00647$h
DB00945,DB01032,69,DB01602$t
DB01118,DB00374,19,DB09075$t
DB06708,DB01149,72,DB00929$t
DB01364,DB00248,70,DB01236$t
DB04841,DB01124,46,DB00754$t
DB00897,DB01355,48,DB00897$t
DB01168,DB01090,59,DB05521$t
DB09324,DB00479,74,DB00591$t
DB00204,DB01157,72,DB01284$h
DB00252,DB00646,72,DB06813$h
DB01320,DB06770,3,DB06716$h
DB00489,DB00472,72,DB01377$t
DB01238,DB08865,72,DB00684$t
DB00490,DB06016,48,DB00515$t
DB03585,DB00959,48,DB00869$h
DB00575,DB00800,59,DB08957$t
DB09128,DB09238,72,DB00948$t
DB01065,DB09017,48,DB00396$t
DB00647,DB13025,48,DB01115$h
DB06207,DB00950,72,DB09065$h
DB01154,DB00444,74,DB11231$t
DB01656,DB01024,33,DB00437$t
DB01124,DB01044,8,DB00779$h
DB00408,DB01209,48,DB00472$t
DB09282,DB01359,59,DB08871$t
DB06813,DB00360,74,DB01202$h
DB00862,DB01136,59,DB00537$t
DB00508,DB06282,48,DB00364$h
DB00214,DB09235,59,DB00988$t
DB01115,DB08820,72,DB09209$t
DB00400,DB01196,3,DB00398$t
DB00207,DB09080,19,DB01362$h
DB06603,DB01211,72,DB01120$h
DB00835,DB00673,72,DB01214$h
DB00988,DB00907,46,DB06216$t
DB01154,DB01200,59,DB06709$t
DB01162,DB00871,4,DB00907$h
DB06288,DB01621,35,DB00797$h
DB08905,DB00136,69,DB00630$h
DB00433,DB00807,48,DB01045$h
DB06282,DB02703,72,DB00436$h
DB03585,DB01021,69,DB05541$h
DB00677,DB01295,53,DB00537$t
DB03756,DB00208,46,DB01047$t
DB01006,DB04855,46,DB11943$h
DB08881,DB09274,32,DB09290$h
DB01193,DB01600,36,DB00354$t
DB09295,DB12598,48,DB00630$t
DB00834,DB00394,69,DB09167$t
DB01242,DB01232,46,DB01501$h
DB06700,DB04948,84,DB00919$t
DB01186,DB00455,48,DB08908$t
DB05246,DB01017,15,DB00914$t
DB00333,DB00892,48,DB01209$h
DB00810,DB00611,48,DB00993$h
DB00472,DB06717,72,DB01142$t
DB06145,DB00263,46,DB00617$t
DB00813,DB00555,48,DB09120$h
DB06770,DB01685,46,DB00919$t
DB01198,DB00413,31,DB01400$t
DB00715,DB00752,48,DB05676$t
DB00997,DB00363,48,DB00620$t
DB09076,DB00392,1,DB01349$h
DB00918,DB09244,46,DB00470$t
DB00458,DB00797,48,DB00836$h
DB01161,DB09118,48,DB00889$t
DB00323,DB00489,48,DB06603$t
DB01224,DB01002,48,DB00358$t
DB05351,DB00188,46,DB03793$t
DB00297,DB00470,15,DB06791$h
DB01104,DB05219,46,DB00537$t
DB00297,DB00420,46,DB01440$t
DB00794,DB00966,59,DB00254$t
DB00440,DB00188,46,DB02546$t
DB00679,DB01203,59,DB11596$t
DB00443,DB01261,69,DB09074$h
DB00549,DB02703,72,DB00806$h
DB06267,DB00325,9,DB00441$h
DB09570,DB12332,46,DB08991$t
DB00793,DB09231,48,DB00829$t
DB00936,DB01222,48,DB01193$t
DB00861,DB00223,48,DB00928$t
DB00318,DB00924,48,DB06410$h
DB00916,DB01026,46,DB00973$h
DB01260,DB00224,72,DB01708$h
DB01186,DB00932,48,DB01427$t
DB00425,DB08918,48,DB11943$t
DB00631,DB00323,48,DB00909$t
DB00337,DB00999,69,DB00430$h
DB01452,DB00191,68,DB00754$t
DB00653,DB00884,74,DB00814$h
DB00014,DB00916,19,DB12026$t
DB05109,DB08860,47,DB00542$t
DB01576,DB09104,71,DB00262$h
DB01045,DB00628,3,DB08913$h
DB01319,DB00208,46,DB00237$t
DB00226,DB01170,59,DB06243$t
DB00865,DB08941,48,DB01339$h
DB00986,DB08893,48,DB09009$t
DB05294,DB09048,72,DB01004$h
DB08938,DB09091,2,DB00730$h
DB00559,DB01588,74,DB11121$t
DB00334,DB01319,74,DB08967$h
DB00540,DB01622,48,DB08994$t
DB06237,DB12332,72,DB01232$h
DB13142,DB00999,71,DB01235$h
DB00278,DB04868,46,DB00338$t
DB00492,DB00881,48,DB06691$h
DB06616,DB01062,72,DB06782$h
DB00849,DB00755,59,DB01086$t
DB00521,DB00397,13,DB00764$t
DB01401,DB04951,48,DB00845$h
DB09017,DB00472,48,DB09130$h
DB00794,DB01219,3,DB00914$h
DB00555,DB01068,48,DB06202$t
DB08820,DB09048,72,DB00434$h
DB11817,DB01263,46,DB00261$h
DB00946,DB00903,72,DB01259$t
DB00892,DB00737,48,DB00885$t
DB00645,DB06282,48,DB01332$t
DB00006,DB00932,5,DB00642$h
DB12026,DB00285,46,DB09018$t
DB00454,DB00494,48,DB01214$t
DB00540,DB00451,81,DB00410$h
DB01403,DB09274,72,DB00968$h
DB00748,DB09074,46,DB01050$t
DB00672,DB00487,8,DB00688$h
DB09281,DB01384,2,DB00367$t
DB08895,DB00363,48,DB00454$t
DB06144,DB00932,46,DB00809$t
DB00312,DB01216,3,DB06718$h
DB00865,DB01100,60,DB00719$t
DB04840,DB00869,59,DB00318$h
DB06176,DB00582,72,DB04841$h
DB01218,DB01026,72,DB00602$t
DB06292,DB09118,72,DB01035$h
DB00324,DB09269,69,DB08802$h
DB04552,DB01137,26,DB09017$t
DB00468,DB00612,59,DB06243$t
DB00572,DB01171,70,DB00810$t
DB06414,DB00283,46,DB08911$h
DB01427,DB01076,48,DB09087$h
DB00794,DB11560,3,DB00535$h
DB00980,DB00285,46,DB00356$t
DB01595,DB01176,48,DB00220$t
DB01463,DB01142,48,DB00826$t
DB00333,DB00246,46,DB00353$t
DB00755,DB00678,46,DB00796$h
DB01254,DB06695,76,DB12924$h
DB00240,DB01199,48,DB00290$h
DB00598,DB01601,46,DB01435$t
DB00477,DB00961,48,DB00727$h
DB01609,DB01015,74,DB01424$h
DB01161,DB00344,48,DB01057$t
DB05266,DB00770,52,DB00176$t
DB00358,DB00572,69,DB01139$h
DB01075,DB01563,48,DB00468$h
DB01410,DB00685,48,DB00571$t
DB00366,DB00450,15,DB08867$t
DB00694,DB00203,46,DB01603$t
DB00496,DB00976,46,DB08867$t
DB00835,DB00470,15,DB06698$t
DB00531,DB01132,46,DB09235$t
DB00805,DB09167,46,DB11106$t
DB00461,DB00223,48,DB00862$t
DB01623,DB09286,48,DB00560$h
DB00193,DB01567,48,DB00465$h
DB00515,DB00361,48,DB00206$h
DB00280,DB00487,8,DB00253$h
DB09076,DB01173,1,DB02300$h
DB00433,DB01210,59,DB00338$h
DB01088,DB00226,59,DB08828$t
DB00217,DB08918,36,DB04835$t
DB00807,DB01002,48,DB01135$t
DB01452,DB06738,48,DB06820$h
DB00486,DB00472,48,DB00936$h
DB00755,DB00381,48,DB11586$h
DB00584,DB12332,46,DB00366$t
DB00222,DB04876,8,DB08932$h
DB00735,DB06781,48,DB08868$h
DB00391,DB00344,48,DB00394$t
DB01124,DB01137,8,DB00944$t
DB00779,DB09281,66,DB01215$t
DB00628,DB00904,48,DB00688$h
DB12026,DB00254,46,DB01043$h
DB00875,DB00904,48,DB00732$h
DB00657,DB08822,48,DB01059$t
DB00508,DB00645,48,DB01107$h
DB01180,DB08907,67,DB00308$h
DB01320,DB06204,15,DB00357$h
DB01390,DB00860,2,DB01415$h
DB08822,DB00734,59,DB06738$h
DB01174,DB06710,3,DB06725$h
DB01029,DB00622,46,DB08799$t
DB00294,DB00582,72,DB00966$h
DB01200,DB08807,24,DB00869$t
DB01174,DB09238,3,DB00324$h
DB00883,DB01264,46,DB00360$t
DB09285,DB00244,48,DB00607$h
DB01614,DB01295,59,DB01301$h
DB01253,DB09063,72,DB00487$t
DB01054,DB01167,46,DB06707$h
DB00433,DB09072,15,DB01196$h
DB06695,DB04951,5,DB01396$h
DB01427,DB00653,48,DB11575$t
DB08913,DB01092,57,DB04861$t
DB00465,DB08970,48,DB13153$h
DB00946,DB01110,72,DB06148$h
DB09049,DB00834,72,DB08932$t
DB00896,DB00524,82,DB00932$h
DB00820,DB08931,59,DB00492$t
DB08918,DB00675,46,DB06698$t
DB00227,DB00519,72,DB00599$h
DB00657,DB01551,48,DB01101$t
DB00501,DB08882,74,DB06694$h
DB00549,DB01319,46,DB00163$t
DB00683,DB00892,48,DB08884$h
DB00596,DB00255,72,DB00381$h
DB08938,DB01384,2,DB00444$h
DB04896,DB00682,48,DB00802$h
DB00904,DB12332,46,DB00737$t
DB04855,DB00450,19,DB01608$h
DB00420,DB09274,72,DB00976$h
DB00326,DB01021,71,DB00170$h
DB00252,DB01202,48,DB00776$h
DB01609,DB00835,74,DB00857$h
DB01399,DB00838,48,DB00181$h
DB01002,DB00341,48,DB00300$t
DB00589,DB01587,48,DB00839$h
DB00784,DB00655,48,DB01108$h
DB01615,DB00906,48,DB00436$h
DB12598,DB00495,74,DB00288$t
DB00212,DB00313,74,DB00520$h
DB08893,DB05812,72,DB00560$h
DB09049,DB00421,72,DB01199$t
DB01466,DB01395,48,DB04786$t
DB05109,DB06603,72,DB00934$t
DB00802,DB06153,48,DB06730$h
DB12332,DB00482,46,DB11136$t
DB01147,DB06810,74,DB01708$h
DB06738,DB00660,48,DB01438$h
DB01186,DB01087,48,DB04552$t
DB01198,DB09166,48,DB00422$t
DB01173,DB00705,46,DB00654$h
DB01229,DB00694,48,DB12332$h
DB01248,DB01601,46,DB09146$h
DB00652,DB00794,48,DB00993$t
DB00425,DB01580,15,DB00867$h
DB01081,DB00356,48,DB09040$t
DB00655,DB00205,46,DB01296$t
DB03585,DB00487,26,DB00677$t
DB01020,DB08822,48,DB00379$h
DB01201,DB00603,3,DB05239$h
DB05271,DB04868,46,DB00504$h
DB00179,DB09215,48,DB11235$h
DB00230,DB00409,7,DB09020$h
DB06016,DB00422,48,DB00582$h
DB00251,DB09232,48,DB01008$h
DB04861,DB00795,36,DB12483$h
DB04855,DB00983,19,DB09072$t
DB00528,DB00903,48,DB00285$h
DB00363,DB00289,19,DB00542$t
DB00889,DB00188,19,DB08881$t
DB00275,DB01244,59,DB00360$t
DB06263,DB00605,71,DB00583$h
DB00559,DB01089,59,DB01349$t
DB00489,DB00337,36,DB01414$h
DB01131,DB00273,46,DB08881$h
DB00475,DB00588,48,DB06636$h
DB06739,DB08906,48,DB01325$h
DB00939,DB01401,48,DB02300$t
DB01253,DB00208,46,DB00589$t
DB00546,DB00220,46,DB11560$t
DB06695,DB00806,5,DB09338$h
DB00783,DB00284,69,DB00896$h
DB00814,DB00343,46,DB11730$t
DB00648,DB01076,74,DB01627$h
DB00623,DB00892,48,DB11613$h
DB00589,DB13179,48,DB00196$h
DB08868,DB00243,46,DB09323$t
DB00270,DB01193,48,DB06654$h
DB01591,DB00320,46,DB00426$t
DB00945,DB00903,28,DB06712$t
DB00961,DB06153,48,DB00830$t
DB00683,DB08865,46,DB01395$h
DB00996,DB01463,48,DB01186$t
DB09224,DB00181,48,DB01620$h
DB08954,DB00163,52,DB09477$t
DB00924,DB00951,46,DB01236$t
DB00989,DB00809,69,DB00362$t
DB00195,DB00797,59,DB00282$h
DB00949,DB01235,48,DB01268$t
DB09042,DB00298,48,DB00504$h
DB00818,DB00289,46,DB09014$t
DB09101,DB00283,46,DB09218$t
DB09270,DB00541,72,DB00196$h
DB00458,DB01149,46,DB03128$t
DB06589,DB08865,72,DB09342$t
DB01182,DB09054,72,DB00569$t
DB00966,DB01240,59,DB00549$t
DB00321,DB01156,46,DB11315$t
DB00953,DB00477,48,DB01410$t
DB00655,DB01208,48,DB00398$t
DB09235,DB00175,48,DB00956$t
DB00541,DB01054,72,DB01345$t
DB00748,DB01129,46,DB09143$h
DB00176,DB00892,48,DB09021$t
DB00564,DB08987,48,DB06654$h
DB01355,DB01176,48,DB00399$h
DB00672,DB08807,8,DB00814$t
DB01320,DB00412,3,DB04953$h
DB00158,DB01320,74,DB09235$t
DB00714,DB00268,48,DB01114$t
DB00334,DB00434,48,DB11586$t
DB01229,DB00755,48,DB00429$h
DB01129,DB00283,46,DB09288$h
DB00750,DB01176,48,DB11915$t
DB01621,DB08820,72,DB09030$t
DB00281,DB12532,48,DB00685$h
DB01149,DB00542,72,DB00687$h
DB01618,DB13025,48,DB00819$h
DB00802,DB00747,48,DB01169$t
DB00691,DB09292,48,DB00446$h
DB06144,DB06595,46,DB00728$t
DB01399,DB00880,69,DB05676$t
DB05271,DB00673,72,DB02638$h
DB06684,DB01238,48,DB00412$t
DB00500,DB00749,48,DB01113$t
DB00231,DB01072,46,DB09215$h
DB00686,DB04575,11,DB00920$h
DB09117,DB00623,15,DB00912$t
DB00323,DB01612,48,DB00810$t
DB00231,DB00349,48,DB00818$h
DB09232,DB01224,48,DB01324$t
DB08880,DB01558,74,DB06605$h
DB01614,DB00771,48,DB01553$h
DB01244,DB04868,46,DB01167$h
DB00490,DB01081,48,DB13158$t
DB00610,DB09245,70,DB00420$t
DB08899,DB00448,74,DB00519$t
DB00997,DB01086,72,DB00820$t
DB01176,DB01017,15,DB01377$h
DB12364,DB01024,65,DB09320$h
DB01349,DB00227,46,DB06739$t
DB00963,DB00573,48,DB01223$t
DB00643,DB01167,46,DB09079$t
DB00850,DB01026,46,DB06799$t
DB08881,DB02546,32,DB09235$h
DB01222,DB06718,73,DB00649$t
DB00468,DB00622,19,DB01275$t
DB06786,DB00989,48,DB06218$t
DB00945,DB00176,52,DB01423$h
DB01256,DB09048,72,DB01303$h
DB01234,DB00672,69,DB00863$h
DB08880,DB00180,48,DB09082$t
DB00570,DB00503,72,DB05265$t
DB00988,DB00544,46,DB00671$t
DB00962,DB00747,48,DB00740$t
DB01037,DB00187,48,DB01013$h
DB00734,DB00950,48,DB09352$h
DB00353,DB00818,48,DB01032$t
DB01267,DB06402,19,DB00302$h
DB00332,DB01209,48,DB06144$t
DB06145,DB00243,46,DB09292$h
DB06739,DB04576,26,DB06718$t
DB01149,DB06290,72,DB08967$h
DB00834,DB00547,69,DB00980$h
DB01394,DB00371,72,DB01609$t
DB09038,DB00476,29,DB00595$t
DB00960,DB01012,46,DB06016$t
DB00754,DB01017,15,DB01108$t
DB01209,DB01068,48,DB01171$h
DB00208,DB00235,5,DB04868$h
DB00178,DB09288,48,DB01587$t
DB09117,DB05271,31,DB03754$t
DB06724,DB00720,74,DB00735$h
DB00404,DB01264,72,DB00535$t
DB06209,DB02709,5,DB01303$t
DB00940,DB00884,17,DB00399$h
DB12598,DB01236,5,DB00487$h
DB09146,DB00968,74,DB00924$h
DB00461,DB01047,48,DB09276$t
DB06700,DB01433,63,DB11793$h
DB01229,DB05271,48,DB01273$h
DB00333,DB00298,48,DB00442$h
DB06263,DB00390,57,DB09256$t
DB01133,DB00684,23,DB00523$t
DB00332,DB06148,1,DB01189$h
DB01359,DB01611,46,DB12598$t
DB00296,DB00187,48,DB06699$h
DB08807,DB01064,13,DB00465$h
DB01392,DB00246,46,DB00434$h
DB00222,DB00104,8,DB01511$t
DB01210,DB01104,72,DB00409$t
DB04920,DB00458,46,DB00467$h
DB00295,DB01685,46,DB08994$t
DB00946,DB01357,11,DB09162$t
DB00629,DB00696,70,DB01157$t
DB01590,DB00361,72,DB01147$t
DB01226,DB00314,20,DB00207$h
DB01267,DB00503,19,DB00793$t
DB01248,DB00978,48,DB00842$t
DB00635,DB06819,69,DB13879$h
DB01223,DB04573,72,DB06412$t
DB08828,DB01232,46,DB00741$t
DB00969,DB00622,46,DB00849$t
DB09053,DB00520,72,DB00335$t
DB01351,DB13025,48,DB00354$h
DB13783,DB09238,69,DB01143$h
DB00611,DB01623,48,DB00255$h
DB00831,DB00697,48,DB01576$t
DB00006,DB01240,5,DB01206$t
DB06203,DB00503,46,DB06595$h
DB00800,DB01348,59,DB12161$h
DB00180,DB00136,69,DB00852$t
DB01028,DB01356,48,DB01191$h
DB00387,DB00967,48,DB00883$h
DB00641,DB00363,46,DB09257$t
DB09034,DB01002,15,DB00347$t
DB00661,DB00903,48,DB09185$t
DB00187,DB00421,48,DB00244$t
DB00472,DB06700,48,DB00394$t
DB01248,DB01103,48,DB00297$h
DB00455,DB00549,46,DB09008$t
DB00652,DB00807,48,DB08903$h
DB01169,DB01267,32,DB00242$t
DB09030,DB05521,72,DB01186$t
DB01320,DB00826,74,DB00427$t
DB00849,DB00489,59,DB01135$h
DB01233,DB01242,48,DB04845$h
DB01091,DB08992,48,DB01087$t
DB01609,DB06712,74,DB09146$h
DB00683,DB01114,48,DB00749$t
DB00869,DB00285,46,DB00784$t
DB00753,DB00214,48,DB08439$t
DB00527,DB00748,48,DB00881$t
DB00807,DB00909,48,DB11363$t
DB09285,DB00735,48,DB08860$t
DB00189,DB01176,48,DB05521$h
DB00959,DB00887,82,DB00967$t
DB00734,DB01215,48,DB01295$t
DB06725,DB01234,48,DB00584$h
DB00714,DB01295,24,DB00205$t
DB03585,DB09091,48,DB00871$t
DB00179,DB04743,48,DB09241$t
DB06480,DB01137,72,DB00430$h
DB00596,DB01057,48,DB03796$h
DB00374,DB01136,59,DB00334$t
DB01189,DB00883,48,DB09221$h
DB00541,DB06145,72,DB01219$t
DB01045,DB00694,3,DB01222$h
DB01200,DB00335,24,DB01191$t
DB00826,DB09232,48,DB06782$t
DB00925,DB00289,46,DB08930$t
DB00892,DB08918,48,DB09079$t
DB09245,DB01288,48,DB01113$t
DB01075,DB00647,48,DB11817$h
DB00336,DB04871,46,DB01165$t
DB06738,DB00622,46,DB01034$t
DB00477,DB00678,48,DB01046$h
DB00678,DB06290,72,DB08822$h
DB01132,DB01685,46,DB00897$t
DB08912,DB00863,74,DB01173$h
DB08981,DB01044,26,DB00663$t
DB00722,DB08907,67,DB00833$t
DB00788,DB00544,46,DB01168$t
DB06772,DB01059,48,DB00405$h
DB00320,DB09204,24,DB01623$t
DB06725,DB06739,48,DB08867$t
DB00184,DB01095,46,DB01178$t
DB00605,DB09211,69,DB00115$t
DB04574,DB01155,48,DB08909$h
DB00436,DB01392,36,DB00198$t
DB08877,DB00511,57,DB00393$t
DB08877,DB00575,53,DB00745$t
DB00514,DB01241,46,DB00297$t
DB08984,DB13167,48,DB08954$h
DB00313,DB08909,69,DB01063$h
DB00875,DB00721,48,DB00834$t
DB01075,DB00196,46,DB00713$t
DB09030,DB11079,48,DB01220$t
DB01626,DB06826,59,DB01046$t
DB00898,DB08883,15,DB00301$h
DB00166,DB09147,66,DB01073$t
DB01124,DB09238,46,DB01095$t
DB01050,DB01013,48,DB05351$t
DB00528,DB01167,72,DB00730$t
DB00599,DB00472,48,DB06148$t
DB00838,DB01357,72,DB01112$h
DB00543,DB01037,48,DB00260$t
DB00323,DB00356,48,DB09462$h
DB01608,DB00497,59,DB09241$t
DB00320,DB04794,48,DB08993$t
DB00679,DB00844,48,DB13747$h
DB08893,DB08881,72,DB00481$t
DB01201,DB00295,74,DB01155$h
DB00405,DB00980,48,DB00380$t
DB00228,DB00296,48,DB00841$t
DB00500,DB00688,48,DB11636$h
DB00270,DB06290,72,DB01288$h
DB00749,DB09095,48,DB11609$t
DB00411,DB13783,69,DB11699$h
DB00906,DB09063,72,DB09087$t
DB00908,DB00646,72,DB00648$h
DB00623,DB00224,46,DB01090$h
DB00370,DB05039,48,DB01588$t
DB00604,DB01153,72,DB00816$h
DB00876,DB02709,48,DB00449$h
DB01426,DB09238,46,DB00557$h
DB00960,DB06697,46,DB09083$h
DB01222,DB01319,72,DB00987$h
DB00873,DB00843,48,DB00773$t
DB00723,DB04846,48,DB00806$h
DB00563,DB00768,72,DB01282$h
DB00178,DB06694,59,DB00790$t
DB11156,DB00479,39,DB00799$h
DB01154,DB00277,74,DB01030$t
DB01320,DB00959,74,DB01192$t
DB01393,DB00320,46,DB13145$h
DB09034,DB01176,15,DB00544$h
DB00768,DB00257,46,DB11315$t
DB08867,DB00246,72,DB01104$h
DB00280,DB00715,19,DB08895$h
DB04839,DB00575,74,DB00821$h
DB01253,DB00625,48,DB01330$h
DB04871,DB00289,46,DB08798$t
DB00401,DB00254,46,DB11630$h
DB00681,DB08931,48,DB00634$t
DB00237,DB01142,48,DB00553$t
DB09477,DB01612,48,DB00237$h
DB00955,DB06802,71,DB01180$t
DB00668,DB00723,48,DB09449$h
DB01580,DB00964,48,DB00248$h
DB09279,DB00177,48,DB00254$t
DB00598,DB08931,48,DB00753$t
DB00188,DB08873,72,DB01192$h
DB01174,DB00263,3,DB04794$h
DB01120,DB08807,8,DB01400$h
DB00608,DB00999,69,DB00146$t
DB11362,DB06403,59,DB00349$t
DB00724,DB00283,46,DB00454$t
DB01142,DB09244,63,DB11254$h
DB09082,DB01324,82,DB09209$h
DB01035,DB09167,46,DB00757$t
DB00625,DB01254,72,DB00182$t
DB00753,DB00933,48,DB09008$h
DB01219,DB00091,46,DB08974$t
DB01074,DB00333,46,DB04835$h
DB01014,DB06739,56,DB00531$t
DB00266,DB04574,11,DB09291$t
DB09204,DB00232,48,DB00809$t
DB00371,DB01433,48,DB00208$h
DB00514,DB00752,63,DB01394$h
DB09075,DB09215,5,DB01685$h
DB11348,DB06410,48,DB00576$h
DB00252,DB09071,74,DB00631$h
DB00423,DB09128,48,DB00444$h
DB00477,DB00422,48,DB00158$t
DB00697,DB13879,72,DB12267$t
DB00908,DB09300,48,DB09153$t
DB00377,DB01118,46,DB00368$h
DB00547,DB00310,82,DB04841$h
DB00947,DB00188,46,DB09245$t
DB06737,DB00203,46,DB01093$t
DB01250,DB00870,56,DB09075$t
DB01558,DB00366,15,DB01189$t
DB01236,DB01114,48,DB00565$t
DB00605,DB01130,48,DB00535$h
DB00479,DB06737,71,DB01420$t
DB00982,DB09123,69,DB00790$h
DB09040,DB09235,48,DB09244$h
DB06724,DB01708,2,DB00793$h
DB01349,DB04855,46,DB06820$h
DB01274,DB00349,46,DB01582$h
DB06589,DB00582,72,DB01357$t
DB00912,DB00091,72,DB00944$h
DB00502,DB09082,19,DB00627$t
DB01209,DB06800,48,DB00983$t
DB00465,DB00749,48,DB00831$t
DB09245,DB00397,48,DB01030$t
DB00696,DB00614,70,DB00221$h
DB01367,DB00887,48,DB09215$h
