Drug1_ID,Drug2_ID,Level,Y,class
DB0354,DB1352,Moderate,1,15
DB0431,DB0272,Moderate,1,15
DB1402,DB1088,Moderate,1,57
DB0511,DB1374,Major,0,5
DB0368,DB1364,Moderate,1,3
DB0053,DB0375,Moderate,1,5
DB1547,DB0946,Major,0,1236
DB1019,DB0092,Moderate,1,56
DB1274,DB1067,Moderate,1,6
DB1419,DB0764,Moderate,1,5
DB0670,DB0386,Moderate,1,3
DB0723,DB0651,Moderate,1,3
DB0898,DB0901,Moderate,1,37
DB0923,DB0157,Moderate,1,35
DB0328,DB0788,Moderate,1,25
DB0691,DB0623,Moderate,1,1347
DB1055,DB1165,Moderate,1,1
DB0713,DB1407,Moderate,1,5
DB1019,DB0497,Moderate,1,15
DB1457,DB1050,Moderate,1,57
DB0981,DB0479,Major,0,1
DB0448,DB0219,Moderate,1,1
DB0274,DB0332,Major,0,5
DB0107,DB0358,Moderate,1,5
DB1094,DB1185,Minor,2,12
DB0066,DB0405,Major,0,1
DB0420,DB1441,Moderate,1,23
DB0317,DB0418,Moderate,1,8
DB0285,DB1438,Moderate,1,7
DB1376,DB0584,Moderate,1,35
DB0165,DB1190,Moderate,1,13478
DB0337,DB1067,Moderate,1,67
DB1534,DB0713,Moderate,1,5
DB1536,DB0267,Major,0,5
DB0603,DB1317,Moderate,1,1
DB0618,DB1429,Moderate,1,2
DB0377,DB0902,Moderate,1,57
DB1138,DB0426,Moderate,1,17
DB0560,DB0217,Moderate,1,15
DB0149,DB0743,Moderate,1,1347
DB1300,DB0358,Moderate,1,5
DB1372,DB0129,Major,0,5
DB0892,DB0709,Moderate,1,5
DB1474,DB1184,Moderate,1,1
DB0937,DB1449,Minor,2,1348
DB1536,DB1547,Minor,2,25
DB0458,DB0531,Major,0,1
DB0282,DB1330,Major,0,6
DB0552,DB0056,Moderate,1,7
DB0332,DB0698,Major,0,6
DB0745,DB1261,Major,0,5
DB0469,DB0410,Moderate,1,3
DB0349,DB1057,Moderate,1,7
DB0739,DB1248,Moderate,1,8
DB0983,DB1313,Moderate,1,1
DB0304,DB0171,Major,0,15
DB0972,DB1339,Moderate,1,5
DB0667,DB1501,Moderate,1,1
DB1281,DB0860,Moderate,1,12
DB0774,DB1532,Moderate,1,37
DB0540,DB1190,Moderate,1,13478
DB0313,DB0858,Moderate,1,1
DB1493,DB1190,Moderate,1,13478
DB0029,DB0976,Moderate,1,7
DB0411,DB0772,Moderate,1,7
DB0501,DB0382,Moderate,1,14
DB0004,DB1266,Moderate,1,5
DB0287,DB0602,Moderate,1,1
DB1376,DB0862,Major,0,35
DB0570,DB0154,Moderate,1,12
DB0282,DB0774,Major,0,36
DB0581,DB0017,Moderate,1,7
DB0075,DB1280,Moderate,1,57
DB0283,DB0213,Moderate,1,13
DB0300,DB0626,Moderate,1,24
DB1197,DB1085,Major,0,56
DB0223,DB0866,Minor,2,18
DB0585,DB0005,Major,0,5
DB0871,DB0522,Major,0,1
DB0415,DB1085,Moderate,1,5
DB1232,DB1512,Moderate,1,6
DB0167,DB0977,Moderate,1,5
DB1087,DB1235,Moderate,1,5
DB1190,DB0930,Moderate,1,13478
DB0205,DB0866,Moderate,1,138
DB0287,DB0403,Minor,2,1347
DB0691,DB0009,Moderate,1,1347
DB0186,DB1081,Moderate,1,137
DB0786,DB0571,Moderate,1,1
DB1095,DB0505,Major,0,15
DB0547,DB0234,Moderate,1,38
DB1024,DB0420,Moderate,1,3
DB0673,DB0367,Moderate,1,1
DB1547,DB0453,Moderate,1,26
DB1421,DB1340,Moderate,1,17
DB0873,DB1355,Major,0,1238
DB0946,DB0678,Minor,2,136
DB1184,DB1492,Moderate,1,15
DB0441,DB0609,Moderate,1,37
DB0198,DB0106,Moderate,1,5
DB1053,DB0977,Moderate,1,5
DB1375,DB0056,Moderate,1,7
DB0557,DB0015,Major,0,3
DB1470,DB1053,Moderate,1,13457
DB0096,DB0661,Moderate,1,17
DB0165,DB0287,Moderate,1,1
DB0091,DB0176,Moderate,1,56
DB0282,DB0533,Moderate,1,6
DB1473,DB0595,Moderate,1,8
DB0647,DB0935,Moderate,1,5
DB0558,DB0893,Moderate,1,5
DB1547,DB0487,Moderate,1,23
DB0921,DB1475,Moderate,1,6
DB1005,DB0765,Major,0,7
DB0507,DB0691,Major,0,1347
DB0695,DB0547,Major,0,38
DB0299,DB0027,Moderate,1,1
DB0061,DB0400,Moderate,1,1347
DB0199,DB1210,Moderate,1,378
DB1200,DB1093,Major,0,5
DB0813,DB0957,Moderate,1,15
DB0486,DB0895,Moderate,1,1
DB0784,DB1490,Moderate,1,37
DB0551,DB0901,Moderate,1,37
DB0064,DB1303,Moderate,1,1
DB1257,DB0125,Major,0,5
DB0371,DB0299,Moderate,1,1
DB0015,DB1466,Major,0,35
DB1047,DB0862,Moderate,1,5
DB0354,DB0019,Moderate,1,35
DB0133,DB1403,Major,0,5
DB0986,DB0399,Moderate,1,1
DB0691,DB0552,Moderate,1,1347
DB0118,DB1073,Moderate,1,7
DB0470,DB0278,Moderate,1,37
DB1287,DB0811,Moderate,1,7
DB0371,DB0510,Moderate,1,5
DB0703,DB1266,Moderate,1,5
DB0742,DB0603,Minor,2,7
DB0377,DB1149,Moderate,1,15
DB0067,DB0406,Moderate,1,1
DB0028,DB1160,Moderate,1,7
DB0185,DB0905,Moderate,1,7
DB0067,DB1190,Moderate,1,13478
DB0648,DB0592,Moderate,1,5
DB0594,DB0623,Moderate,1,4
DB0359,DB1507,Major,0,5
DB1189,DB0367,Minor,2,13
DB0574,DB0490,Major,0,2
DB0745,DB0089,Moderate,1,5
DB0817,DB0734,Major,0,8
DB1443,DB0453,Moderate,1,6
DB0164,DB0490,Moderate,1,2
DB1449,DB1292,Moderate,1,18
DB0653,DB1386,Moderate,1,5
DB1280,DB0792,Moderate,1,7
DB1552,DB0400,Minor,2,1347
DB1127,DB1427,Moderate,1,7
DB0299,DB0536,Moderate,1,1
DB1046,DB0946,Minor,2,136
DB0963,DB0985,Moderate,1,15
DB0691,DB0491,Moderate,1,13478
DB1095,DB1085,Major,0,15
DB0945,DB0865,Minor,2,1
DB1534,DB0709,Major,0,5
DB0484,DB0510,Major,0,5
DB0104,DB0459,Major,0,1
DB0581,DB0346,Moderate,1,5
DB0656,DB0470,Moderate,1,13
DB0196,DB1547,Major,0,2
DB0441,DB0367,Moderate,1,1
DB0945,DB1058,Moderate,1,7
DB0534,DB0901,Moderate,1,37
DB0308,DB0372,Moderate,1,5
DB0394,DB0776,Moderate,1,4
DB1076,DB1116,Moderate,1,7
DB0059,DB0654,Major,0,5
DB1425,DB0901,Moderate,1,37
DB0084,DB1526,Major,0,15
DB0744,DB1149,Moderate,1,15
DB0442,DB0901,Moderate,1,37
DB0723,DB1023,Moderate,1,5
DB0713,DB0329,Moderate,1,5
DB0946,DB1551,Moderate,1,136
DB1382,DB1203,Moderate,1,5
DB0170,DB1468,Moderate,1,1347
DB1456,DB1365,Moderate,1,23
DB0010,DB1190,Moderate,1,13478
DB0469,DB1492,Moderate,1,35
DB0158,DB1288,Moderate,1,5
DB0455,DB0698,Moderate,1,56
DB0121,DB1376,Major,0,357
DB0974,DB0083,Minor,2,5
DB0525,DB1376,Moderate,1,35
DB0788,DB0794,Major,0,5
DB0928,DB1037,Moderate,1,5
DB1563,DB1051,Moderate,1,7
DB0446,DB0437,Moderate,1,37
DB1493,DB0537,Moderate,1,1
DB0678,DB1050,Moderate,1,67
DB0839,DB0346,Major,0,5
DB1242,DB0469,Moderate,1,3
DB0664,DB1151,Moderate,1,137
DB0501,DB0176,Moderate,1,15
DB0014,DB0181,Moderate,1,12
DB0695,DB0710,Moderate,1,5
DB0473,DB1507,Major,0,5
DB0983,DB0746,Moderate,1,12
DB0889,DB0551,Moderate,1,6
DB0417,DB0400,Minor,2,1347
DB0518,DB0953,Moderate,1,13
DB1472,DB0217,Moderate,1,1
DB1112,DB0957,Moderate,1,5
DB1423,DB0877,Moderate,1,7
DB0734,DB0836,Major,0,8
DB0367,DB0858,Moderate,1,1
DB0333,DB1312,Major,0,8
DB0774,DB0991,Moderate,1,13
DB0133,DB1357,Moderate,1,58
DB0217,DB0294,Moderate,1,1
DB0064,DB1110,Moderate,1,6
DB0956,DB0430,Moderate,1,1
DB1491,DB0191,Moderate,1,7
DB0036,DB1085,Moderate,1,5
DB0335,DB0619,Moderate,1,7
DB0823,DB1165,Minor,2,37
DB0830,DB0768,Moderate,1,5
DB1498,DB0529,Moderate,1,1
DB0417,DB0710,Moderate,1,5
DB1259,DB0439,Moderate,1,1
DB1242,DB0361,Minor,2,5
DB0336,DB0724,Moderate,1,78
DB0669,DB1085,Major,0,5
DB1488,DB0767,Major,0,5
DB0425,DB0325,Moderate,1,2
DB1458,DB1246,Moderate,1,5
DB0346,DB0804,Moderate,1,5
DB1026,DB0533,Moderate,1,1
DB0134,DB1031,Moderate,1,8
DB0094,DB1086,Minor,2,15
DB0328,DB1115,Moderate,1,27
DB0303,DB1114,Minor,2,5
DB1090,DB0096,Moderate,1,17
DB0975,DB0501,Moderate,1,1
DB1209,DB1156,Moderate,1,1
DB0889,DB1063,Moderate,1,46
DB0511,DB0459,Minor,2,5
DB0178,DB0042,Moderate,1,3
DB0314,DB1092,Moderate,1,3
DB0886,DB0089,Moderate,1,5
DB0530,DB0360,Moderate,1,3
DB0369,DB1487,Minor,2,36
DB0923,DB1525,Moderate,1,35
DB0669,DB0198,Moderate,1,5
DB0272,DB1122,Major,0,1
DB1563,DB0299,Moderate,1,1
DB0309,DB1328,Moderate,1,1
DB0492,DB0744,Moderate,1,5
DB0679,DB0868,Moderate,1,12
DB1423,DB0229,Moderate,1,7
DB1188,DB0691,Moderate,1,1347
DB0149,DB1129,Moderate,1,1347
DB0647,DB0478,Moderate,1,5
DB1560,DB1212,Moderate,1,1
DB1455,DB0813,Minor,2,15
DB0890,DB0492,Moderate,1,5
DB0986,DB0838,Moderate,1,1
DB0530,DB0075,Major,0,35
DB0530,DB0110,Major,0,35
DB0332,DB1285,Moderate,1,1
DB0893,DB0859,Moderate,1,5
DB1346,DB0565,Moderate,1,15
DB0286,DB0499,Moderate,1,1
DB0227,DB0442,Moderate,1,7
DB0733,DB0807,Moderate,1,8
DB1456,DB0781,Moderate,1,1
DB1103,DB1507,Major,0,5
DB0048,DB0537,Moderate,1,3
DB1466,DB0521,Major,0,35
DB0299,DB0624,Major,0,1
DB1434,DB1001,Moderate,1,1
DB0630,DB0458,Major,0,1
DB0982,DB0552,Moderate,1,1
DB0744,DB0125,Major,0,5
DB0446,DB0942,Moderate,1,137
DB0987,DB1449,Moderate,1,18
DB0048,DB1168,Major,0,13
DB0388,DB0054,Major,0,35
DB1370,DB1429,Moderate,1,2
DB0876,DB0651,Major,0,12378
DB0288,DB0663,Minor,2,137
DB1340,DB1085,Moderate,1,15
DB1242,DB1056,Moderate,1,1
DB1540,DB0228,Moderate,1,5
DB0282,DB0796,Major,0,56
DB0244,DB0871,Moderate,1,1
DB0386,DB0402,Moderate,1,1347
DB0575,DB1085,Major,0,5
DB0574,DB0770,Moderate,1,1
DB1298,DB1380,Major,0,58
DB0479,DB0411,Moderate,1,7
DB0549,DB1100,Moderate,1,15
DB0945,DB0713,Moderate,1,5
DB0959,DB0309,Moderate,1,1
DB1192,DB1288,Moderate,1,145
DB0068,DB1367,Moderate,1,1
DB0507,DB1190,Major,0,13478
DB0669,DB0217,Moderate,1,1
DB0425,DB1381,Major,0,25
DB0111,DB1298,Major,0,58
DB1317,DB1494,Minor,2,1
DB0527,DB0484,Moderate,1,5
DB0900,DB0355,Moderate,1,7
DB0959,DB1327,Moderate,1,15
DB1534,DB0505,Moderate,1,5
DB0275,DB0862,Moderate,1,3
DB1431,DB0411,Moderate,1,27
DB0452,DB0788,Major,0,5
DB0648,DB0236,Moderate,1,5
DB1421,DB1039,Moderate,1,7
DB0871,DB0123,Moderate,1,1
DB0717,DB1519,Moderate,1,57
DB1285,DB1258,Moderate,1,1
DB0884,DB0400,Moderate,1,1347
DB1493,DB0654,Moderate,1,15
DB0944,DB0691,Moderate,1,1347
DB0473,DB1104,Moderate,1,15
DB0217,DB0342,Moderate,1,15
DB1154,DB0708,Major,0,5
DB0048,DB0591,Moderate,1,3
DB0921,DB0511,Moderate,1,5
DB1525,DB0994,Minor,2,15
DB0431,DB0691,Moderate,1,13457
DB0014,DB0704,Major,0,127
DB0666,DB0680,Moderate,1,5
DB1044,DB1156,Moderate,1,14
DB0425,DB1007,Moderate,1,2
DB1399,DB0901,Moderate,1,37
DB0920,DB0572,Moderate,1,5
DB1443,DB1063,Major,0,4
DB1425,DB1419,Moderate,1,5
DB1229,DB1309,Moderate,1,2
DB0574,DB0080,Major,0,2
DB0648,DB0996,Moderate,1,15
DB0558,DB0612,Moderate,1,5
DB1036,DB0493,Moderate,1,4
DB0614,DB1515,Moderate,1,28
DB0910,DB1110,Moderate,1,16
DB1102,DB0871,Moderate,1,14
DB0303,DB0400,Major,0,1347
DB0601,DB0379,Moderate,1,8
DB0317,DB0284,Moderate,1,3
DB1419,DB1003,Moderate,1,5
DB1402,DB0889,Moderate,1,67
DB1478,DB0857,Major,0,6
DB0394,DB1192,Major,0,14
DB0455,DB1339,Moderate,1,5
DB1133,DB0818,Moderate,1,1
DB0946,DB0079,Minor,2,1356
DB1379,DB1411,Moderate,1,36
DB1497,DB0741,Moderate,1,17
DB0394,DB0936,Major,0,34
DB0651,DB0314,Moderate,1,3
DB1560,DB0285,Moderate,1,7
DB0965,DB0192,Moderate,1,13
DB0690,DB1512,Moderate,1,7
DB0663,DB0017,Moderate,1,137
DB0944,DB1457,Moderate,1,5
DB0873,DB0382,Moderate,1,12348
DB0717,DB0501,Moderate,1,17
DB0517,DB0717,Moderate,1,57
DB0337,DB0229,Major,0,7
DB0698,DB0727,Moderate,1,68
DB0379,DB0567,Major,0,58
DB1037,DB1085,Major,0,5
DB0354,DB0946,Moderate,1,1356
DB1535,DB1122,Major,0,5
DB1259,DB0866,Moderate,1,18
DB1252,DB0547,Moderate,1,38
DB0873,DB0400,Moderate,1,123478
DB1351,DB0691,Moderate,1,1347
DB1095,DB1475,Major,0,16
DB1434,DB0010,Moderate,1,1
DB0392,DB0016,Moderate,1,7
DB1120,DB0936,Moderate,1,34
DB0287,DB1327,Moderate,1,15
DB0304,DB0088,Moderate,1,1
DB0523,DB1098,Major,0,14
DB0838,DB0529,Moderate,1,1
DB1435,DB0678,Moderate,1,6
DB1133,DB0817,Major,0,1
DB0517,DB0493,Moderate,1,45
DB0048,DB1511,Moderate,1,3
DB0387,DB0446,Moderate,1,37
DB0588,DB0510,Moderate,1,5
DB0719,DB0499,Moderate,1,1
DB0076,DB0626,Moderate,1,25
DB0937,DB0501,Minor,2,134
DB1283,DB0269,Moderate,1,7
DB0700,DB1381,Moderate,1,5
DB0469,DB0183,Moderate,1,3
DB1468,DB0385,Major,0,1347
DB1088,DB0767,Moderate,1,5
DB0192,DB1125,Major,0,1
DB0723,DB0765,Moderate,1,7
DB1443,DB1050,Moderate,1,7
DB1017,DB1022,Moderate,1,5
DB0090,DB1102,Major,0,45
DB0513,DB1383,Moderate,1,17
DB0515,DB1401,Moderate,1,127
DB0853,DB1175,Major,0,12
DB1547,DB1108,Minor,2,2
DB0050,DB0691,Moderate,1,1347
DB0195,DB0112,Moderate,1,7
DB0744,DB0958,Major,0,5
DB0476,DB0350,Moderate,1,7
DB0227,DB1085,Moderate,1,57
DB1376,DB1128,Major,0,35
DB0134,DB0717,Moderate,1,7
DB0726,DB1222,Moderate,1,68
DB0594,DB0727,Moderate,1,48
DB1468,DB0014,Moderate,1,12347
DB1276,DB0708,Moderate,1,5
DB0530,DB0698,Major,0,36
DB0936,DB0717,Minor,2,347
DB1060,DB1449,Moderate,1,18
DB0987,DB0651,Moderate,1,3
DB0027,DB0663,Moderate,1,137
DB0178,DB0758,Moderate,1,3
DB0288,DB1447,Moderate,1,1
DB0879,DB0657,Moderate,1,1
DB0538,DB1419,Major,0,5
DB0866,DB0200,Moderate,1,18
DB0557,DB1361,Major,0,8
DB0517,DB1068,Moderate,1,15
DB0930,DB0513,Moderate,1,17
DB0956,DB1210,Moderate,1,378
DB0404,DB0843,Moderate,1,17
DB0473,DB0125,Major,0,5
DB1402,DB0028,Moderate,1,7
DB1154,DB0709,Major,0,5
DB0335,DB0086,Major,0,7
DB0306,DB0883,Moderate,1,7
DB0309,DB0802,Major,0,1
DB1220,DB1039,Moderate,1,1
DB0337,DB0626,Moderate,1,27
DB1560,DB0827,Moderate,1,1
DB1231,DB1088,Moderate,1,5
DB1401,DB0529,Moderate,1,17
DB1547,DB0014,Major,0,12
DB1547,DB0338,Moderate,1,278
DB0400,DB0500,Moderate,1,1347
DB1488,DB0313,Moderate,1,1
DB0054,DB0963,Major,0,15
DB0399,DB0863,Major,0,8
DB0703,DB1503,Moderate,1,5
DB0664,DB0895,Moderate,1,137
DB0823,DB1071,Minor,2,37
DB0583,DB0201,Minor,2,15
DB0770,DB0731,Major,0,18
DB0473,DB0090,Major,0,5
DB0084,DB1259,Moderate,1,1
DB0873,DB1237,Moderate,1,1238
DB0178,DB0700,Moderate,1,3
DB1406,DB0320,Moderate,1,5
DB0982,DB0628,Moderate,1,1
DB0132,DB0866,Minor,2,18
DB1309,DB1257,Moderate,1,25
DB0311,DB0027,Moderate,1,37
DB0412,DB0505,Moderate,1,5
DB1190,DB0938,Moderate,1,13478
DB0670,DB1544,Moderate,1,3
DB0984,DB0866,Moderate,1,18
DB1507,DB0108,Major,0,5
DB0395,DB1302,Moderate,1,1
DB0177,DB1317,Moderate,1,13
DB0955,DB0774,Major,0,3
DB1046,DB1090,Moderate,1,1
DB1351,DB0606,Moderate,1,7
DB0075,DB0868,Moderate,1,125
DB0341,DB0186,Major,0,137
DB1031,DB0529,Moderate,1,18
DB0501,DB0510,Moderate,1,15
DB1090,DB1000,Major,0,1
DB1145,DB1525,Major,0,5
DB1471,DB0837,Minor,2,1347
DB0512,DB0734,Major,0,178
DB1296,DB0090,Moderate,1,57
DB0855,DB1064,Major,0,57
DB0368,DB0592,Moderate,1,35
DB1036,DB1288,Moderate,1,5
DB1524,DB0154,Moderate,1,2
DB0151,DB1115,Moderate,1,7
DB0757,DB0138,Moderate,1,37
DB0178,DB1085,Moderate,1,35
DB0285,DB0662,Moderate,1,17
DB1001,DB1296,Moderate,1,17
DB0936,DB1184,Moderate,1,134
DB0285,DB0470,Moderate,1,37
DB0920,DB0320,Moderate,1,5
DB0030,DB0267,Moderate,1,5
DB0891,DB1042,Minor,2,1
DB1529,DB1449,Moderate,1,18
DB0755,DB1317,Moderate,1,17
DB0495,DB1550,Moderate,1,7
DB1428,DB0511,Moderate,1,5
DB0944,DB0400,Moderate,1,1347
DB0763,DB1093,Major,0,5
DB1468,DB0975,Moderate,1,1347
DB0590,DB1182,Moderate,1,3
DB0470,DB0792,Major,0,3
DB0474,DB1333,Moderate,1,12
DB0320,DB0228,Moderate,1,5
DB1055,DB1232,Minor,2,16
DB0266,DB1105,Moderate,1,5
DB1145,DB1436,Moderate,1,16
DB1017,DB1064,Moderate,1,5
DB1498,DB0704,Moderate,1,7
DB1272,DB0664,Moderate,1,137
DB0124,DB0770,Moderate,1,1
DB1326,DB1085,Major,0,5
DB1274,DB0691,Moderate,1,1347
DB1229,DB0577,Moderate,1,2
DB0819,DB1019,Moderate,1,5
DB0309,DB1458,Major,0,15
DB0084,DB0460,Minor,2,1
DB0376,DB0497,Moderate,1,15
DB1559,DB0382,Minor,2,14
DB1294,DB1185,Moderate,1,23
DB1212,DB1331,Moderate,1,12
DB1470,DB1406,Moderate,1,1347
DB0946,DB0399,Minor,2,136
DB0490,DB1023,Moderate,1,25
DB0195,DB1073,Moderate,1,7
DB1563,DB0901,Moderate,1,37
DB0375,DB0201,Major,0,5
DB0230,DB0418,Moderate,1,8
DB0968,DB1419,Moderate,1,5
DB1491,DB0082,Moderate,1,7
DB1451,DB1367,Moderate,1,1
DB1423,DB1144,Moderate,1,7
DB0169,DB0440,Moderate,1,5
DB0530,DB0691,Moderate,1,1347
DB0105,DB1403,Major,0,5
DB0950,DB1161,Moderate,1,5
DB0663,DB0901,Moderate,1,137
DB0330,DB0537,Moderate,1,13
DB0223,DB0400,Moderate,1,1347
DB1468,DB0650,Major,0,1347
DB0048,DB0252,Moderate,1,3
DB0024,DB0501,Minor,2,13
DB0888,DB0186,Moderate,1,137
DB0209,DB0146,Moderate,1,12
DB1376,DB1266,Moderate,1,35
DB1231,DB0972,Moderate,1,5
DB0975,DB1178,Major,0,78
DB1242,DB1257,Major,0,5
DB1076,DB1149,Moderate,1,1
DB0102,DB1148,Moderate,1,18
DB1105,DB1240,Moderate,1,15
DB0956,DB0879,Moderate,1,1
DB0364,DB0198,Moderate,1,5
DB0441,DB0670,Moderate,1,3
DB0552,DB0400,Moderate,1,1347
DB1044,DB0525,Moderate,1,4
DB0425,DB0186,Moderate,1,1237
DB1554,DB0420,Moderate,1,3
DB1381,DB0497,Major,0,15
DB0565,DB0346,Moderate,1,15
DB1446,DB1553,Major,0,5
DB1468,DB0181,Moderate,1,1347
DB1290,DB1311,Minor,2,5
DB0084,DB0194,Moderate,1,15
DB0616,DB0703,Major,0,25
DB1197,DB0399,Moderate,1,6
DB0565,DB1372,Moderate,1,15
DB0778,DB0485,Major,0,7
DB1040,DB1506,Moderate,1,7
DB0061,DB1210,Moderate,1,378
DB0110,DB0208,Minor,2,15
DB0965,DB0605,Moderate,1,3
DB1403,DB1171,Major,0,5
DB1368,DB0198,Moderate,1,5
DB0352,DB1397,Moderate,1,5
DB0490,DB0654,Moderate,1,25
DB0691,DB0040,Minor,2,1347
DB0801,DB1402,Moderate,1,57
DB0565,DB1311,Major,0,1
DB0149,DB1523,Moderate,1,1347
DB0186,DB0484,Moderate,1,137
DB0196,DB1290,Moderate,1,5
DB1535,DB1261,Moderate,1,5
DB0287,DB0650,Major,0,1
DB0693,DB0501,Minor,2,1347
DB1206,DB0511,Moderate,1,5
DB1302,DB1257,Moderate,1,15
DB1306,DB1098,Moderate,1,4
DB0055,DB0914,Moderate,1,57
DB0470,DB1050,Moderate,1,37
DB1497,DB0278,Moderate,1,17
DB1309,DB0627,Moderate,1,2
DB0337,DB0125,Moderate,1,57
DB0530,DB0996,Moderate,1,13
DB1147,DB0346,Moderate,1,58
DB0657,DB0382,Moderate,1,14
DB0707,DB0014,Moderate,1,12
DB1431,DB0337,Moderate,1,27
DB0053,DB0198,Moderate,1,5
DB0853,DB0102,Moderate,1,1
DB0149,DB1017,Moderate,1,1347
DB0376,DB1340,Moderate,1,15
DB0692,DB0097,Moderate,1,1347
DB1089,DB0529,Moderate,1,1
DB0886,DB0567,Moderate,1,5
DB0558,DB0358,Moderate,1,5
DB0354,DB0118,Moderate,1,5
DB0852,DB0789,Moderate,1,5
DB0476,DB0185,Moderate,1,7
DB1089,DB0868,Moderate,1,12
DB1478,DB0090,Major,0,5
DB1449,DB0567,Moderate,1,158
DB1190,DB1501,Moderate,1,13478
DB0514,DB1307,Moderate,1,127
DB1303,DB1220,Moderate,1,1
DB1053,DB0505,Major,0,5
DB0670,DB0858,Moderate,1,3
DB0087,DB0389,Moderate,1,23
DB0476,DB0470,Moderate,1,37
DB0515,DB1292,Moderate,1,127
DB1272,DB0789,Moderate,1,5
DB0092,DB1378,Moderate,1,6
DB1450,DB0514,Moderate,1,127
DB0206,DB0209,Moderate,1,123
DB0439,DB0471,Major,0,14
DB0334,DB0497,Moderate,1,15
DB0560,DB1063,Moderate,1,45
DB0149,DB0001,Moderate,1,1347
DB0708,DB0654,Moderate,1,5
DB0512,DB0725,Major,0,178
DB1045,DB0215,Moderate,1,1
DB0380,DB1047,Major,0,58
DB1204,DB0115,Moderate,1,7
DB1197,DB1410,Moderate,1,36
DB1090,DB1273,Moderate,1,1
DB1472,DB0177,Moderate,1,3
DB0269,DB0219,Moderate,1,7
DB0953,DB1507,Moderate,1,135
DB1204,DB0034,Moderate,1,1
DB1397,DB1010,Moderate,1,5
DB0157,DB1182,Moderate,1,5
DB1147,DB0663,Moderate,1,1378
DB0049,DB0253,Moderate,1,3
DB0127,DB0188,Moderate,1,137
DB1454,DB0477,Moderate,1,1
DB0890,DB0168,Moderate,1,5
DB0986,DB0547,Moderate,1,138
DB1140,DB1002,Moderate,1,7
DB0516,DB1463,Moderate,1,127
DB0304,DB0796,Major,0,15
DB1354,DB1345,Major,0,5
DB1525,DB0500,Moderate,1,5
DB0691,DB0125,Major,0,13457
DB1056,DB0358,Moderate,1,15
DB1101,DB1149,Moderate,1,1
DB0873,DB0650,Moderate,1,1238
DB0478,DB0342,Moderate,1,5
DB1001,DB0547,Moderate,1,138
DB0936,DB0358,Moderate,1,345
DB1462,DB1039,Major,0,2
DB0048,DB0379,Major,0,38
DB0275,DB0558,Moderate,1,35
DB0510,DB0533,Moderate,1,5
DB0332,DB1001,Moderate,1,1
DB1294,DB0866,Moderate,1,138
DB1363,DB0320,Moderate,1,5
DB0149,DB0975,Moderate,1,1347
DB1027,DB0138,Moderate,1,37
DB0883,DB1210,Moderate,1,378
DB1145,DB0822,Moderate,1,4
DB1465,DB0217,Moderate,1,12
DB0048,DB1069,Moderate,1,3
DB0525,DB1525,Moderate,1,5
DB1293,DB1019,Moderate,1,57
DB0663,DB0095,Moderate,1,137
DB0306,DB1402,Major,0,7
DB1238,DB1047,Moderate,1,5
DB0269,DB1564,Moderate,1,7
DB1526,DB1023,Moderate,1,5
DB1534,DB1286,Moderate,1,15
DB0701,DB1490,Moderate,1,137
DB1478,DB1419,Moderate,1,5
DB1071,DB1317,Moderate,1,1
DB0999,DB0186,Moderate,1,137
DB0824,DB1232,Moderate,1,367
DB1542,DB0766,Moderate,1,36
DB0794,DB0767,Moderate,1,5
DB0149,DB1149,Moderate,1,1347
DB1365,DB0720,Moderate,1,23
DB0965,DB0417,Moderate,1,3
DB0755,DB1064,Major,0,57
DB0647,DB0001,Moderate,1,5
DB0311,DB1374,Moderate,1,37
DB0271,DB0788,Moderate,1,5
DB1110,DB0201,Major,0,56
DB0501,DB1257,Moderate,1,15
DB0669,DB1110,Major,0,6
DB1309,DB1085,Moderate,1,25
DB0945,DB0213,Moderate,1,13
DB1231,DB0796,Major,0,5
DB0769,DB1305,Moderate,1,56
DB0755,DB0186,Minor,2,137
DB0745,DB0161,Moderate,1,15
DB1425,DB0774,Major,0,3
DB0049,DB0738,Major,0,38
DB1447,DB0698,Moderate,1,16
DB1444,DB0730,Major,0,8
DB0953,DB0201,Moderate,1,135
DB1056,DB1392,Moderate,1,1
DB0127,DB0620,Moderate,1,137
DB1033,DB0866,Minor,2,18
DB0692,DB0709,Moderate,1,13457
DB1492,DB0399,Moderate,1,5
DB0149,DB1531,Major,0,1347
DB0990,DB0663,Moderate,1,137
DB0715,DB0855,Moderate,1,7
DB1275,DB0504,Moderate,1,25
DB1468,DB0661,Moderate,1,1347
DB1451,DB0382,Moderate,1,4
DB1327,DB0265,Moderate,1,5
DB0981,DB1424,Moderate,1,1
DB1285,DB1210,Moderate,1,1378
DB1020,DB0836,Moderate,1,5
DB1317,DB1418,Moderate,1,17
DB0282,DB0157,Moderate,1,56
DB0839,DB1203,Minor,2,5
DB0646,DB0866,Moderate,1,18
DB0050,DB0691,Moderate,1,1347
DB1192,DB1419,Major,0,145
DB0788,DB0360,Moderate,1,5
DB0768,DB1326,Major,0,5
DB0987,DB0005,Major,0,5
DB1296,DB1314,Moderate,1,7
DB0667,DB0781,Moderate,1,1
DB0075,DB0470,Major,0,35
DB1229,DB0560,Moderate,1,5
DB1210,DB1484,Moderate,1,378
DB1517,DB0691,Moderate,1,1347
DB1531,DB0186,Major,0,137
DB0647,DB0406,Moderate,1,15
