Drug1_ID,Drug2_ID,Y,Neg samples
DB08881,DB00656,74,DB09082$h
DB00540,DB00208,46,DB00287$t
DB00368,DB00903,82,DB01219$h
DB09324,DB00445,74,DB01211$h
DB01622,DB01192,59,DB00508$h
DB09009,DB00555,48,DB00560$t
DB01075,DB00169,46,DB01579$h
DB00394,DB00677,48,DB01415$t
DB01200,DB00549,48,DB06771$t
DB06724,DB01098,74,DB00948$h
DB00531,DB06695,76,DB00588$t
DB00186,DB00206,48,DB09143$h
DB00852,DB00264,24,DB01377$h
DB00883,DB01023,48,DB00339$h
DB01132,DB01124,46,DB01162$t
DB00554,DB00214,28,DB00219$t
DB01013,DB01232,72,DB00169$t
DB06712,DB00285,46,DB01377$t
DB01558,DB00273,48,DB00649$t
DB01244,DB00187,48,DB01120$t
DB06212,DB00444,72,DB08957$h
DB00384,DB01210,48,DB01579$t
DB00266,DB01112,5,DB06217$h
DB00575,DB00196,46,DB11136$t
DB01193,DB00814,36,DB09030$t
DB00898,DB00476,48,DB00712$t
DB01576,DB01118,46,DB08800$t
DB00801,DB01154,48,DB01154$h
DB00898,DB00571,74,DB01205$h
DB00313,DB01068,48,DB01137$t
DB01100,DB00653,15,DB00615$t
DB00318,DB13872,48,DB06782$h
DB00779,DB00658,66,DB00351$t
DB00178,DB01223,74,DB00641$h
DB00545,DB00810,69,DB01198$t
DB00484,DB01021,9,DB06794$h
DB09068,DB00924,48,DB00969$t
DB01095,DB08882,72,DB01080$h
DB01037,DB01621,48,DB06213$t
DB01595,DB00285,46,DB08930$h
DB01356,DB01399,72,DB00884$t
DB08912,DB00359,74,DB01035$t
DB01083,DB00091,74,DB04573$h
DB01137,DB08880,72,DB00282$h
DB01174,DB00881,59,DB11362$t
DB00531,DB00993,79,DB00584$t
DB06209,DB04855,46,DB01195$t
DB00312,DB00337,3,DB09084$h
DB00738,DB00014,19,DB00746$t
DB00381,DB09070,59,DB00695$h
DB01174,DB06210,3,DB05521$h
DB00582,DB04946,76,DB00719$t
DB00278,DB12598,5,DB08984$h
DB01057,DB01591,69,DB03754$t
DB00695,DB00960,48,DB00828$t
DB01418,DB01149,46,DB00740$t
DB06144,DB06290,72,DB00035$h
DB00239,DB09120,46,DB01161$t
DB00997,DB01118,46,DB00091$t
DB01074,DB00472,46,DB11574$t
DB08828,DB01211,46,DB01090$t
DB06781,DB08873,72,DB01392$t
DB00726,DB01365,83,DB01106$t
DB04898,DB00788,5,DB04835$t
DB00936,DB00695,28,DB00681$t
DB01186,DB09118,72,DB01577$h
DB00972,DB09212,48,DB00327$h
DB00615,DB00959,74,DB00681$h
DB01070,DB00999,50,DB00584$t
DB01104,DB00802,63,DB00179$t
DB01020,DB01232,46,DB13783$t
DB00559,DB08933,72,DB01071$h
DB01384,DB00989,48,DB06414$h
DB06736,DB00263,46,DB00943$t
DB04951,DB00846,48,DB00711$t
DB06802,DB00870,48,DB00880$h
DB06708,DB01238,74,DB03756$t
DB00956,DB00501,46,DB00826$h
DB00875,DB09345,48,DB00605$h
DB00477,DB08815,48,DB00818$t
DB00195,DB00349,46,DB06176$t
DB01198,DB01319,72,DB00718$t
DB01440,DB00470,15,DB12001$t
DB00575,DB00199,46,DB00554$t
DB00346,DB01359,59,DB00356$h
DB00898,DB00196,46,DB08815$t
DB06263,DB01435,71,DB06704$h
DB00611,DB06738,48,DB08903$t
DB00615,DB06144,3,DB00352$h
DB00477,DB00254,72,DB00973$t
DB08912,DB00586,74,DB00223$h
DB00922,DB01580,48,DB06702$t
DB01107,DB01403,46,DB01246$t
DB00862,DB06207,59,DB00430$h
DB00750,DB00472,48,DB00298$h
DB01320,DB00997,74,DB09289$h
DB00593,DB09063,72,DB09134$h
DB01601,DB00446,3,DB00746$h
DB00678,DB00625,46,DB00645$t
DB00363,DB09291,46,DB00142$t
DB00654,DB01136,59,DB00247$h
DB00648,DB00956,74,DB08822$h
DB00363,DB01233,19,DB00803$h
DB00537,DB00753,19,DB09499$h
DB06605,DB06725,5,DB11793$h
DB00356,DB00188,46,DB00368$h
DB00384,DB00573,36,DB09232$t
DB00750,DB01355,48,DB00852$t
DB00178,DB00212,59,DB09231$h
DB00527,DB09225,48,DB00888$h
DB00594,DB00812,36,DB09020$t
DB00162,DB00523,48,DB01436$t
DB00435,DB00780,48,DB01131$h
DB01168,DB06403,59,DB00187$t
DB00921,DB01589,15,DB06816$h
DB00404,DB01197,72,DB00919$t
DB11148,DB00934,48,DB00718$t
DB01124,DB00215,46,DB00471$t
DB00289,DB01403,72,DB04930$h
DB00960,DB00422,36,DB02300$h
DB08895,DB01118,72,DB00922$t
DB00276,DB00195,46,DB03585$t
DB01197,DB01012,46,DB00637$t
DB00472,DB00780,48,DB01046$t
DB01611,DB04786,74,DB01303$t
DB00670,DB00761,58,DB09073$t
DB00313,DB00747,48,DB00213$h
DB01196,DB00343,46,DB06696$h
DB11315,DB00956,48,DB00425$h
DB00498,DB01416,5,DB01037$h
DB01173,DB00237,15,DB00856$h
DB00531,DB00412,46,DB09068$t
DB00346,DB00884,59,DB00700$t
DB09027,DB00328,72,DB09227$t
DB00273,DB01621,48,DB01058$h
DB00564,DB09101,74,DB08906$t
DB00960,DB01087,46,DB00808$t
DB08828,DB01118,46,DB08806$h
DB09212,DB00300,48,DB00606$h
DB00678,DB00622,46,DB09209$h
DB00925,DB09063,72,DB11630$t
DB00422,DB00257,46,DB00935$h
DB01551,DB00726,48,DB01396$t
DB00633,DB01614,48,DB01407$h
DB01324,DB00419,69,DB00170$h
DB00191,DB00363,60,DB01111$h
DB01437,DB00434,48,DB09242$h
DB01142,DB00188,46,DB01365$h
DB01189,DB00754,48,DB09091$t
DB01267,DB01161,48,DB08976$t
DB01238,DB00243,72,DB00892$h
DB00277,DB00744,72,DB00747$h
DB08987,DB11148,48,DB00986$h
DB00648,DB00907,74,DB00573$t
DB00875,DB09166,48,DB00014$h
DB06603,DB00889,81,DB00290$t
DB08984,DB09084,48,DB00827$t
DB01601,DB08871,19,DB01075$h
DB00327,DB00892,48,DB00604$t
DB06216,DB09345,48,DB01333$h
DB00361,DB00270,46,DB06148$t
DB01291,DB00320,70,DB08958$t
DB01137,DB01104,19,DB00887$t
DB01245,DB09204,53,DB00992$t
DB00904,DB01080,48,DB01284$t
DB00475,DB08910,48,DB06413$t
DB01149,DB00450,48,DB01039$t
DB00694,DB01050,71,DB11363$h
DB00292,DB00252,48,DB00658$h
DB01626,DB01023,59,DB06824$t
DB00741,DB09038,69,DB06792$t
DB00950,DB01320,48,DB06767$h
DB01255,DB09244,70,DB00415$h
DB00335,DB01024,36,DB01282$t
DB00696,DB05381,48,DB06729$h
DB00896,DB01400,48,DB00163$t
DB00418,DB00472,3,DB08860$h
DB01192,DB00695,48,DB00243$h
DB01015,DB05812,46,DB00504$t
DB06203,DB04871,46,DB01328$t
DB00252,DB08907,74,DB00301$t
DB01600,DB00896,48,DB00340$t
DB00285,DB00696,48,DB00336$t
DB00897,DB00807,48,DB00255$h
DB00398,DB00661,46,DB01116$t
DB00349,DB00486,15,DB04898$t
DB00752,DB00454,40,DB08887$t
DB00243,DB05521,72,DB09232$h
DB08976,DB00223,48,DB11619$t
DB01180,DB01399,48,DB01149$h
DB01380,DB06290,72,DB00985$h
DB08875,DB00199,46,DB00369$t
DB00819,DB01194,48,DB00366$t
DB00921,DB00220,46,DB09072$t
DB00333,DB01086,48,DB00701$t
DB00436,DB00387,72,DB01156$h
DB01544,DB00997,46,DB00436$h
DB06770,DB00768,48,DB00925$t
DB00564,DB01028,3,DB00454$h
DB01201,DB00296,3,DB00196$h
DB09102,DB00188,46,DB09161$t
DB01221,DB00747,48,DB09094$t
DB01255,DB00427,75,DB13139$h
DB00494,DB09286,69,DB09017$h
DB00575,DB00283,46,DB00583$t
DB01173,DB00818,15,DB00983$h
DB01221,DB01043,48,DB06696$h
DB00554,DB01024,48,DB01595$h
DB00681,DB01200,48,DB06594$t
DB00514,DB00675,46,DB00418$h
DB00503,DB00839,69,DB04841$h
DB00599,DB00774,29,DB01423$h
DB01154,DB00631,59,DB00620$t
DB08881,DB00391,32,DB00577$t
DB00727,DB01029,48,DB00615$h
DB00842,DB01224,48,DB01591$t
DB01037,DB01236,48,DB01116$h
DB05109,DB06636,46,DB01612$h
DB01041,DB00227,46,DB13873$t
DB12332,DB01078,57,DB00308$t
DB01215,DB00849,48,DB00504$h
DB01255,DB00593,69,DB01553$t
DB00295,DB00976,46,DB00742$t
DB09076,DB06697,46,DB09047$t
DB00966,DB09216,48,DB01194$h
DB01178,DB01563,48,DB09063$h
DB00696,DB01197,72,DB00166$h
DB04855,DB00374,19,DB01116$t
DB00735,DB00917,69,DB00409$t
DB09009,DB00672,69,DB01196$t
DB13874,DB00496,46,DB06772$t
DB00596,DB01118,72,DB01018$t
DB00960,DB00939,36,DB00554$h
DB01248,DB00992,48,DB00569$h
DB00904,DB00363,19,DB01544$t
DB01226,DB00753,20,DB00794$h
DB00277,DB09120,46,DB00495$t
DB09270,DB01087,72,DB00486$t
DB00264,DB00215,72,DB00966$t
DB00404,DB00678,46,DB01333$t
DB01194,DB00283,46,DB01193$h
DB00237,DB01068,48,DB01295$h
DB01589,DB00243,46,DB08806$h
DB00865,DB06144,60,DB08877$h
DB06292,DB01175,8,DB00415$h
DB09555,DB09065,72,DB09135$h
DB01171,DB00334,48,DB08872$t
DB01030,DB00321,72,DB06264$t
DB00801,DB09166,48,DB09244$h
DB01199,DB06702,48,DB00665$t
DB08912,DB09118,72,DB00743$h
DB00706,DB01156,72,DB00438$h
DB06216,DB01202,48,DB01228$t
DB00852,DB01608,60,DB03756$h
DB00696,DB04842,48,DB00947$h
DB01154,DB04841,48,DB00601$h
DB09068,DB00768,48,DB11079$h
DB00865,DB06700,36,DB00410$t
DB08895,DB00575,53,DB01149$t
DB01081,DB11106,48,DB09269$h
DB01200,DB00584,48,DB06626$h
DB01218,DB06636,72,DB00940$t
DB00312,DB00933,48,DB00359$h
DB00371,DB01351,48,DB06804$t
DB06700,DB01418,48,DB06713$t
DB09262,DB00263,46,DB09079$t
DB01466,DB00214,48,DB00456$h
DB00736,DB01264,46,DB06795$t
DB04898,DB01283,5,DB01057$t
DB00738,DB09238,48,DB06696$t
DB00682,DB00169,46,DB01142$t
DB01256,DB09063,72,DB00512$t
DB00313,DB01118,46,DB00972$t
DB00972,DB01192,15,DB00207$h
DB08881,DB00835,74,DB00864$h
DB09227,DB00697,48,DB00792$t
DB06616,DB06774,72,DB00554$h
DB01339,DB06810,39,DB00380$t
DB00661,DB01210,48,DB00266$t
DB09075,DB01023,72,DB00456$t
DB00877,DB09065,46,DB00838$h
DB01074,DB00622,46,DB08916$t
DB00802,DB01319,46,DB00823$h
DB01248,DB06193,48,DB00339$t
DB09241,DB09220,59,DB01113$h
DB00732,DB00955,39,DB00712$h
DB01614,DB00458,48,DB00226$h
DB00605,DB00972,48,DB09290$t
DB00203,DB00472,46,DB00950$h
DB06154,DB00820,37,DB01353$h
DB01248,DB00282,48,DB00529$t
DB00755,DB04572,46,DB00418$h
DB00945,DB00359,46,DB00765$h
DB00514,DB00377,63,DB01580$t
DB01215,DB00281,48,DB00899$t
DB01002,DB00780,48,DB00370$t
DB00794,DB00470,15,DB01438$h
DB00277,DB00817,46,DB01001$h
DB01173,DB00875,15,DB00553$t
DB00721,DB09286,48,DB00709$h
DB00829,DB01567,48,DB00195$h
DB00908,DB06699,19,DB01603$t
DB00749,DB09138,48,DB00489$h
DB01149,DB01452,63,DB00182$t
DB11362,DB09074,46,DB01219$t
DB01466,DB00323,48,DB00914$h
DB04871,DB01200,48,DB01128$h
DB09104,DB00588,2,DB01041$h
DB01238,DB01263,72,DB06217$h
DB06201,DB01106,48,DB00598$h
DB00962,DB09074,46,DB12267$t
DB00177,DB09218,48,DB00166$h
DB01215,DB02703,72,DB01327$h
DB04841,DB01175,48,DB12278$t
DB00831,DB01609,72,DB00766$t
DB00252,DB04938,3,DB01609$h
DB01182,DB00537,19,DB00823$h
DB00232,DB01203,48,DB09295$t
DB01626,DB01407,48,DB00353$h
DB00281,DB09128,48,DB04835$t
DB01058,DB09048,72,DB00841$h
DB06605,DB08439,5,DB05265$h
DB00839,DB01210,8,DB00952$h
DB00440,DB00359,46,DB04575$t
DB00980,DB00201,46,DB09295$t
DB00795,DB00903,28,DB09295$t
DB09053,DB00976,72,DB08897$h
DB01002,DB00366,15,DB06713$h
DB08912,DB00575,74,DB01619$h
DB00882,DB01076,48,DB00496$t
DB01184,DB01104,19,DB00369$h
DB00177,DB01600,48,DB01081$h
DB01020,DB01275,48,DB00345$h
DB01203,DB00861,36,DB08934$h
DB00396,DB00203,46,DB09031$h
DB00841,DB00999,82,DB08802$h
DB08815,DB01544,48,DB00740$h
DB06153,DB00752,1,DB00726$h
DB00681,DB00872,48,DB00222$h
DB13872,DB00715,48,DB01259$t
DB00628,DB00875,48,DB00446$h
DB00790,DB00734,59,DB00251$t
DB00922,DB01210,48,DB13925$h
DB01587,DB01106,48,DB01126$h
DB01353,DB00950,48,DB00623$t
DB01435,DB00741,48,DB01057$t
DB09123,DB00976,72,DB01253$h
DB08991,DB00591,48,DB01590$h
DB01009,DB01124,46,DB01236$t
DB00710,DB01172,23,DB00758$h
DB00679,DB05271,31,DB00974$t
DB00623,DB05812,72,DB00318$t
DB01241,DB00834,72,DB00014$h
DB01275,DB13167,36,DB00436$t
DB00537,DB00492,81,DB06742$t
DB00335,DB01162,29,DB00931$h
DB00231,DB00343,46,DB01061$t
DB00244,DB06781,48,DB09018$h
DB00312,DB00384,59,DB00589$h
DB00688,DB00289,46,DB06781$t
DB00571,DB00705,46,DB08991$t
DB08903,DB00608,19,DB00695$t
DB04572,DB04855,46,DB13874$t
DB01200,DB00880,48,DB05109$h
DB01072,DB00651,74,DB01068$h
DB01029,DB01170,59,DB00390$h
DB01431,DB00254,46,DB00312$t
DB00420,DB00215,46,DB00950$t
DB01403,DB00391,15,DB09076$h
DB08881,DB01218,74,DB00511$h
DB00584,DB00320,46,DB01297$t
DB06698,DB01291,69,DB00212$h
DB09245,DB06403,59,DB09275$t
DB00312,DB04844,48,DB00656$t
DB05351,DB09074,46,DB00421$t
DB00216,DB00696,48,DB09279$h
DB01353,DB00241,48,DB01331$h
DB01186,DB00703,48,DB00598$t
DB01137,DB00938,19,DB00955$h
DB00897,DB04898,72,DB08811$h
DB00812,DB00936,48,DB09097$t
DB00179,DB04552,48,DB09031$t
DB09147,DB01017,66,DB13872$t
DB00364,DB00817,74,DB01072$t
DB06228,DB00263,46,DB00581$h
DB01576,DB00835,75,DB00548$h
DB01143,DB09227,48,DB09055$t
DB01238,DB00283,72,DB02638$h
DB01166,DB00549,72,DB01136$t
DB00170,DB00207,46,DB00986$t
DB06772,DB09094,48,DB08827$h
DB00276,DB00285,46,DB01186$t
DB01158,DB00187,53,DB11348$t
DB00503,DB08916,74,DB00960$t
DB08807,DB01401,36,DB00977$t
DB01365,DB00354,75,DB01241$h
DB01600,DB04743,48,DB00523$t
DB00567,DB00349,46,DB08806$t
DB00722,DB08880,48,DB00212$t
DB01324,DB02638,59,DB08964$h
DB00706,DB09235,59,DB06791$h
DB11613,DB00675,46,DB00783$t
DB00788,DB02709,48,DB00319$h
DB00898,DB00091,46,DB00474$h
DB01098,DB00637,72,DB00575$h
DB06292,DB00482,46,DB00520$t
DB00219,DB00813,48,DB09414$t
DB01062,DB01232,72,DB09277$h
DB00870,DB01024,48,DB00828$t
DB00177,DB01580,59,DB00405$t
DB01175,DB00956,63,DB11730$t
DB00313,DB00715,46,DB00645$h
DB00248,DB01340,72,DB08965$t
DB13783,DB00325,69,DB00931$t
DB01168,DB01063,48,DB09321$h
DB00826,DB01244,48,DB00780$h
DB08889,DB01078,57,DB08893$t
DB00418,DB00457,59,DB00845$h
DB00869,DB11362,59,DB00261$h
DB04951,DB00208,72,DB01205$t
DB00408,DB00802,48,DB01130$h
DB01136,DB06196,36,DB00912$t
DB01009,DB00158,69,DB02187$t
DB01202,DB00765,31,DB00158$t
DB01601,DB00331,69,DB09342$t
DB01260,DB06717,72,DB00400$t
DB08912,DB01685,46,DB00743$t
DB00904,DB00544,46,DB00737$h
DB00237,DB00391,48,DB06282$h
DB00687,DB01155,48,DB04953$t
DB00257,DB09274,10,DB01195$t
DB06402,DB00218,19,DB00559$t
DB00177,DB00608,48,DB01438$h
DB09030,DB04898,48,DB00841$t
DB00788,DB09211,69,DB11235$t
DB00472,DB09286,48,DB01033$h
DB00231,DB00263,46,DB00781$h
DB00628,DB00950,48,DB01131$h
DB00996,DB00323,48,DB06203$t
DB00996,DB00697,48,DB01408$t
DB00805,DB00289,43,DB00688$t
DB01030,DB00877,72,DB01175$t
DB06810,DB06739,71,DB01583$t
DB01545,DB08883,15,DB08871$t
DB00384,DB01395,67,DB00162$h
DB00722,DB08907,67,DB00833$t
DB00623,DB00494,48,DB00186$t
DB01133,DB06263,23,DB00656$h
DB00567,DB01012,46,DB09215$t
DB00617,DB00678,46,DB00545$h
DB00679,DB08872,48,DB06213$t
DB01253,DB00860,48,DB01619$h
DB06716,DB01142,48,DB00900$h
DB08897,DB00804,1,DB00205$t
DB00794,DB08873,74,DB01545$t
DB06212,DB12332,72,DB06267$t
DB01095,DB00641,72,DB01291$h
DB01208,DB09104,66,DB09083$h
DB00195,DB00397,13,DB06147$h
DB00813,DB01176,48,DB09238$h
DB01054,DB01340,59,DB00529$t
DB01169,DB01580,48,DB00104$t
DB01224,DB00412,69,DB00345$t
DB00474,DB01247,59,DB00802$t
DB01608,DB01452,59,DB00821$t
DB01227,DB00661,46,DB00444$t
DB00606,DB01054,59,DB01074$h
DB01359,DB00963,36,DB04786$t
DB01349,DB01024,48,DB01365$h
DB00541,DB01032,72,DB09536$t
DB00589,DB00637,48,DB01320$t
DB00472,DB06216,48,DB13450$h
DB00333,DB00188,19,DB00320$h
DB01206,DB00622,46,DB09137$h
DB06201,DB04908,48,DB08981$t
DB06696,DB01283,71,DB01000$h
DB00589,DB00175,48,DB01154$h
DB01261,DB00243,72,DB00471$t
DB00615,DB01186,3,DB01412$h
DB00404,DB00677,72,DB00854$t
DB00851,DB05812,72,DB00894$t
DB00531,DB08911,14,DB00480$h
DB00904,DB00322,46,DB00292$h
DB00813,DB04946,48,DB00430$h
DB00665,DB00705,46,DB00714$h
DB00690,DB11609,48,DB01410$h
DB00796,DB08981,48,DB00946$h
DB01192,DB08820,72,DB09338$t
DB00647,DB08987,48,DB00592$t
DB01195,DB01268,19,DB01413$h
DB11348,DB00622,69,DB01195$h
DB00252,DB00950,48,DB00640$h
DB08860,DB00819,72,DB00827$t
DB08922,DB00619,46,DB06764$h
DB00759,DB08820,72,DB09042$h
DB00897,DB00285,46,DB01579$t
DB01588,DB00835,48,DB01764$t
DB09166,DB06717,72,DB01140$h
DB00270,DB00227,46,DB01068$t
DB00714,DB00700,48,DB00826$t
DB00800,DB00323,48,DB00542$t
DB00412,DB05812,72,DB00818$t
DB06724,DB01234,2,DB01202$h
DB06148,DB01215,69,DB00745$h
DB01215,DB01114,48,DB09063$t
DB01463,DB09097,69,DB00916$h
DB01591,DB00239,46,DB00319$t
DB01325,DB00531,48,DB08811$h
DB00436,DB00732,72,DB09214$h
DB01174,DB04574,3,DB00894$h
DB09279,DB03585,48,DB00279$t
DB00686,DB00936,5,DB05260$h
DB05381,DB08865,46,DB00341$t
DB06218,DB00582,72,DB00486$t
DB00715,DB00408,48,DB06654$h
DB01199,DB00318,48,DB00514$t
DB00318,DB08883,15,DB00705$t
DB00648,DB09082,74,DB00221$h
DB00731,DB04871,46,DB06709$t
DB01267,DB00608,19,DB00201$h
DB00972,DB00300,48,DB00528$t
DB01708,DB01137,48,DB09091$t
DB05541,DB00169,46,DB09224$t
DB09288,DB00999,69,DB09162$t
DB06148,DB00852,69,DB00592$t
DB00622,DB08907,48,DB00224$t
DB00962,DB01104,48,DB01060$t
DB06772,DB09330,72,DB01582$t
DB00237,DB06282,48,DB01135$h
DB01149,DB00193,26,DB08824$t
DB01214,DB04951,36,DB00586$h
DB01131,DB00359,46,DB09285$h
DB01028,DB00289,46,DB00475$t
DB08991,DB00887,28,DB00264$t
DB02638,DB04948,59,DB09017$t
DB01558,DB01242,48,DB01296$t
DB08881,DB13179,74,DB00576$h
DB01274,DB01104,46,DB01551$t
DB00275,DB00925,59,DB08938$t
DB08910,DB09048,72,DB00948$h
DB00434,DB00268,31,DB00489$h
DB00006,DB00870,5,DB00856$h
DB00757,DB00363,19,DB01553$h
DB09075,DB09215,5,DB01685$h
DB00959,DB09269,69,DB11699$t
DB06736,DB06739,48,DB06594$h
DB09074,DB09330,72,DB00595$t
DB06736,DB00176,46,DB00627$t
DB00006,DB00465,5,DB00518$h
DB00726,DB04841,48,DB06730$t
DB08984,DB00860,48,DB00492$t
DB06603,DB00976,72,DB01298$t
DB00391,DB00768,48,DB00496$t
DB00491,DB04896,8,DB00198$h
DB00178,DB09218,48,DB00433$t
DB01238,DB00631,59,DB00943$t
DB09054,DB01076,48,DB00449$t
DB00435,DB00883,48,DB00150$h
DB08976,DB00287,69,DB00415$t
DB01174,DB09477,59,DB09048$h
DB00818,DB00924,48,DB00350$h
DB00490,DB00208,46,DB05812$h
DB08880,DB00547,48,DB08799$t
DB00421,DB00657,48,DB00514$t
DB01348,DB01223,74,DB08797$h
DB00182,DB01102,48,DB00576$h
DB00420,DB00292,48,DB11315$t
DB09555,DB00208,46,DB00027$t
DB00655,DB08804,73,DB06217$t
DB00629,DB01297,24,DB00910$h
DB00998,DB08881,72,DB03756$t
DB08865,DB00218,19,DB09067$h
DB00755,DB09038,48,DB09095$t
DB01037,DB01622,48,DB01440$h
DB00091,DB00528,72,DB09225$t
DB00899,DB00575,48,DB00651$h
DB00897,DB06605,72,DB00666$h
DB01088,DB00296,48,DB04840$t
DB06786,DB09118,72,DB00866$t
DB01615,DB09274,72,DB00957$t
DB01200,DB02709,48,DB06708$h
DB01390,DB08826,74,DB00006$h
DB00575,DB09291,46,DB00570$t
DB00323,DB00470,15,DB00651$h
DB01250,DB04951,56,DB00653$h
DB00255,DB01583,69,DB01623$h
DB01168,DB04946,48,DB00772$t
DB12161,DB00976,46,DB08795$t
DB00231,DB01069,48,DB09041$h
DB00813,DB01255,68,DB00722$t
DB00266,DB00438,5,DB00763$h
DB00556,DB00289,19,DB09291$t
DB00296,DB08893,46,DB01411$t
DB00216,DB01614,48,DB06730$h
DB00872,DB00564,72,DB01171$t
DB01154,DB00405,48,DB00479$t
DB00346,DB00289,46,DB01624$t
DB00537,DB00252,69,DB01108$h
DB00978,DB00257,46,DB09068$t
DB00731,DB00224,46,DB00411$h
DB00870,DB02187,48,DB01116$t
DB01435,DB00622,46,DB00877$t
DB00682,DB09091,5,DB08895$t
DB00675,DB09198,46,DB02701$t
DB00343,DB00880,48,DB06820$h
DB00216,DB01267,48,DB09216$h
DB00586,DB01137,26,DB00743$t
DB06196,DB00394,48,DB00231$t
DB00233,DB01384,48,DB00799$t
DB00623,DB08815,48,DB00974$h
DB00757,DB09065,72,DB00787$h
DB00370,DB00343,46,DB00713$t
DB01235,DB01624,69,DB06730$h
DB00477,DB00421,48,DB01325$h
DB00261,DB01267,32,DB00809$t
DB01242,DB00966,48,DB00282$h
DB09017,DB00575,48,DB00689$t
DB00457,DB00212,59,DB01708$t
DB00511,DB00613,72,DB00218$h
DB04861,DB09026,48,DB08875$h
DB00612,DB00263,46,DB08439$t
DB01045,DB00906,3,DB00565$t
DB11614,DB01097,46,DB00384$t
DB00808,DB00220,46,DB08806$t
DB00850,DB00446,46,DB00327$t
DB00312,DB01452,48,DB00324$t
DB01233,DB12278,69,DB12364$t
DB12598,DB04576,26,DB00207$h
DB00620,DB01208,48,DB09143$t
DB06335,DB00872,72,DB05265$h
DB00521,DB00734,59,DB00939$t
DB07615,DB01240,52,DB09224$t
DB01255,DB00182,48,DB00772$h
DB00370,DB09345,15,DB00677$t
DB08807,DB01092,53,DB00997$h
DB00278,DB06737,5,DB09128$h
DB00470,DB01263,72,DB01239$t
DB01235,DB09118,46,DB00746$t
DB06207,DB00705,46,DB00675$t
DB01220,DB00317,72,DB00610$t
DB00742,DB00476,29,DB00276$t
DB00564,DB00636,3,DB00353$h
DB00323,DB01193,48,DB04920$h
DB01435,DB00496,46,DB00418$h
DB00250,DB01438,48,DB09338$h
DB00564,DB00324,3,DB00935$h
DB01098,DB06413,46,DB02959$t
DB01338,DB00479,39,DB00661$h
DB00270,DB00960,48,DB09330$h
DB04842,DB06738,48,DB00191$h
DB00907,DB13323,48,DB00834$h
DB01356,DB00181,48,DB00280$t
DB00590,DB06595,46,DB01110$h
DB09026,DB09288,36,DB06711$h
DB00812,DB00035,48,DB00364$t
DB06708,DB00543,19,DB09212$h
DB00863,DB00238,46,DB01160$t
DB00865,DB00341,75,DB01199$h
DB00628,DB01236,48,DB00368$t
DB00474,DB06716,48,DB00939$h
DB00421,DB08991,36,DB00337$h
DB00732,DB08893,48,DB06770$h
DB09279,DB00401,48,DB08868$t
DB01551,DB01037,48,DB09014$h
DB00334,DB00672,69,DB06150$t
DB01200,DB00757,63,DB08943$t
DB01069,DB00653,15,DB01429$h
DB00692,DB01144,48,DB09138$h
DB01047,DB00483,48,DB01576$t
DB02709,DB09215,48,DB00228$h
DB12364,DB00749,65,DB00275$h
DB01365,DB01075,75,DB00809$t
DB00180,DB00655,72,DB00762$t
DB00762,DB00758,46,DB00583$t
DB06148,DB00215,46,DB09075$t
DB01392,DB01149,46,DB04938$h
DB01244,DB00633,48,DB00678$h
DB00802,DB09342,48,DB00385$h
DB00814,DB09238,46,DB00385$t
DB00631,DB00922,48,DB00885$h
DB00370,DB09074,46,DB01282$t
DB01324,DB00332,72,DB04854$h
DB00805,DB01021,59,DB09082$t
DB00708,DB01159,48,DB11156$h
DB00514,DB04871,48,DB01047$h
DB00865,DB00334,60,DB01377$t
DB00731,DB01264,72,DB01058$h
DB00641,DB06792,74,DB01412$h
DB00943,DB00363,46,DB12598$t
DB00903,DB01252,69,DB00281$h
DB06739,DB00620,48,DB11156$h
DB01466,DB09065,72,DB01084$h
DB00682,DB00751,5,DB09231$h
DB00435,DB00975,48,DB00391$h
DB01609,DB01196,74,DB11793$t
DB00421,DB01014,36,DB00939$h
DB01426,DB00176,46,DB09128$h
DB09269,DB00511,57,DB00006$t
DB01595,DB01178,48,DB01087$h
DB04871,DB06237,48,DB13925$t
DB06216,DB01195,19,DB09154$h
DB06810,DB00795,71,DB01011$t
DB09220,DB01041,59,DB00798$t
DB00454,DB06690,48,DB01132$h
DB01403,DB00564,15,DB01115$h
DB04841,DB00333,46,DB00606$t
DB00688,DB00673,72,DB00689$t
DB00672,DB00779,8,DB09214$h
DB00318,DB05271,31,DB00782$t
DB01043,DB00376,69,DB00617$t
DB00679,DB00797,48,DB01033$t
DB00752,DB00377,63,DB00326$h
DB00193,DB00737,48,DB00333$t
DB00953,DB00998,48,DB06414$t
DB00961,DB09224,48,DB06689$h
DB00772,DB04572,46,DB00671$t
DB00490,DB01254,72,DB00989$h
DB00402,DB08880,46,DB03619$h
DB06605,DB06717,72,DB06827$h
DB00615,DB06708,74,DB00468$h
DB01577,DB00622,46,DB01264$t
DB01175,DB00279,69,DB00305$h
DB06737,DB04576,26,DB09212$t
DB00327,DB00224,46,DB06706$h
DB00564,DB00539,74,DB05316$h
DB00482,DB01234,48,DB01208$t
DB01567,DB01114,48,DB01252$t
DB08903,DB00502,19,DB01240$h
DB04574,DB09167,46,DB00889$t
DB00883,DB01263,46,DB01147$t
DB00333,DB06738,48,DB09060$h
DB04840,DB09026,59,DB00608$t
DB01124,DB00220,46,DB00498$t
DB00875,DB01176,48,DB00833$t
DB05246,DB00484,15,DB00669$t
