Drug1_ID,Drug2_ID,Y,Neg samples
DB00490,DB00747,48,DB00740$t
DB00974,DB02709,5,DB00442$t
DB09292,DB01029,48,DB08883$t
DB01367,DB01348,59,DB09396$t
DB00482,DB00622,46,DB09257$t
DB06603,DB00916,19,DB09449$h
DB00910,DB00153,48,DB09280$h
DB00775,DB00936,48,DB09041$h
DB01173,DB01621,15,DB08918$h
DB01045,DB01006,3,DB01137$h
DB00559,DB00598,59,DB00602$t
DB00313,DB08910,48,DB00430$t
DB00660,DB00476,48,DB00459$t
DB01001,DB01253,70,DB06605$t
DB00977,DB02703,72,DB01362$t
DB00321,DB09477,72,DB00327$h
DB00696,DB00396,48,DB08983$h
DB00615,DB00254,46,DB09090$t
DB00697,DB00679,72,DB06268$t
DB09477,DB00768,48,DB03793$h
DB00559,DB11362,74,DB00936$t
DB00489,DB06709,45,DB01215$t
DB00477,DB00808,19,DB00134$t
DB00844,DB01626,48,DB01064$h
DB00468,DB09118,72,DB00624$t
DB01142,DB01242,48,DB00153$h
DB01200,DB00964,48,DB00955$t
DB01173,DB00899,15,DB01168$h
DB00898,DB00999,29,DB00951$h
DB04948,DB00924,36,DB00850$t
DB01348,DB00384,67,DB00563$h
DB01154,DB00700,59,DB09561$t
DB00683,DB00343,46,DB01047$t
DB01267,DB00593,48,DB01135$h
DB00722,DB00705,74,DB00469$h
DB00967,DB01104,48,DB00367$h
DB08798,DB00834,72,DB09054$t
DB00572,DB00657,48,DB01246$t
DB09281,DB00288,2,DB06210$h
DB02709,DB00880,69,DB01599$h
DB09053,DB08873,72,DB00518$h
DB00214,DB01226,16,DB01878$h
DB00502,DB00842,48,DB00836$h
DB02709,DB01021,69,DB08964$h
DB01154,DB09232,3,DB04339$h
DB06212,DB00932,72,DB01390$t
DB00239,DB00736,46,DB09221$t
DB01626,DB01029,59,DB00233$t
DB01589,DB00297,48,DB06792$t
DB00381,DB01240,59,DB00853$h
DB06148,DB00661,46,DB06335$t
DB00738,DB01149,46,DB09241$t
DB00525,DB00270,48,DB00527$h
DB01223,DB08881,72,DB00452$t
DB00591,DB01245,48,DB01009$h
DB00496,DB00715,46,DB09102$h
DB01392,DB00458,72,DB08819$t
DB00234,DB00257,46,DB00954$t
DB00738,DB01356,19,DB00567$t
DB09070,DB01180,59,DB01327$h
DB04953,DB09128,48,DB00240$h
DB01253,DB00313,48,DB00371$t
DB01275,DB01397,36,DB00736$h
DB00327,DB01558,48,DB00855$t
DB00502,DB00652,48,DB09099$h
DB01628,DB09288,48,DB09268$t
DB01165,DB00915,19,DB00761$h
DB00907,DB01026,46,DB00831$t
DB09017,DB05271,31,DB08889$t
DB01081,DB06716,48,DB09048$t
DB01337,DB00314,20,DB08819$t
DB00603,DB01261,69,DB06261$t
DB00327,DB00909,48,DB09330$h
DB00298,DB01202,48,DB02513$h
DB00179,DB00482,48,DB00237$t
DB00807,DB09225,48,DB00666$t
DB00800,DB02638,59,DB13323$h
DB00908,DB00207,19,DB00657$h
DB09072,DB00268,31,DB00680$t
DB00782,DB01036,48,DB00484$t
DB01233,DB00298,48,DB01089$h
DB00934,DB00715,46,DB00369$t
DB08897,DB00657,1,DB08808$h
DB06702,DB01209,48,DB09462$h
DB08910,DB01254,72,DB00578$h
DB01626,DB01275,59,DB06603$h
DB01275,DB01399,36,DB01154$h
DB06701,DB12332,46,DB01096$h
DB00500,DB00784,48,DB00891$t
DB00549,DB05219,46,DB01139$t
DB08931,DB01263,46,DB01203$t
DB08906,DB00227,46,DB01129$t
DB01239,DB00794,48,DB08931$h
DB00232,DB09038,48,DB00603$h
DB06684,DB02703,72,DB06193$t
DB00474,DB00652,48,DB00689$t
DB06237,DB00393,9,DB06414$h
DB09235,DB00501,72,DB11256$h
DB01218,DB01263,72,DB13878$t
DB00585,DB08864,74,DB00642$h
DB00633,DB00356,48,DB08871$t
DB01030,DB00608,72,DB01095$t
DB09117,DB00356,15,DB08802$t
DB00321,DB04871,48,DB09054$t
DB09084,DB00253,48,DB00400$h
DB00264,DB05271,72,DB00595$t
DB00396,DB01012,46,DB00896$t
DB01628,DB01047,48,DB09099$h
DB06287,DB00208,46,DB09026$t
DB01395,DB01435,67,DB06150$h
DB00176,DB09225,48,DB01091$t
DB01115,DB00752,46,DB01157$h
DB00381,DB00722,48,DB09009$t
DB06690,DB01466,48,DB06654$h
DB00567,DB00468,46,DB01193$t
DB01624,DB00502,46,DB01409$t
DB00263,DB00398,19,DB01164$h
DB06267,DB09118,72,DB01205$h
DB01078,DB13450,81,DB09054$h
DB01621,DB00268,31,DB01062$t
DB00800,DB01041,48,DB01081$h
DB00356,DB01319,46,DB00875$t
DB00784,DB00524,69,DB01764$t
DB01050,DB01059,26,DB01764$h
DB00524,DB01162,48,DB11148$h
DB00864,DB00428,48,DB00241$t
DB00252,DB06737,3,DB01331$h
DB12161,DB00857,46,DB00602$h
DB09280,DB01211,76,DB00726$t
DB01092,DB01211,72,DB06800$t
DB01195,DB00289,19,DB01117$h
DB00575,DB08820,72,DB01180$h
DB08874,DB01076,48,DB01046$t
DB09031,DB07615,48,DB06636$h
DB00444,DB00203,46,DB00301$t
DB00829,DB00313,48,DB01338$t
DB01047,DB01044,48,DB00683$h
DB00549,DB01211,46,DB00518$t
DB06288,DB01219,48,DB00350$t
DB06212,DB00912,72,DB09038$h
DB01227,DB01356,48,DB00744$t
DB00374,DB00422,36,DB01233$t
DB00946,DB00685,5,DB01606$h
DB09220,DB09238,59,DB06403$h
DB01075,DB01239,48,DB00677$t
DB00731,DB01156,46,DB00617$t
DB00239,DB00501,46,DB01275$h
DB00264,DB01186,72,DB01213$t
DB01186,DB09245,46,DB06176$t
DB00908,DB01149,46,DB00761$t
DB00743,DB00243,19,DB04846$t
DB00983,DB01264,72,DB01205$h
DB00335,DB04861,48,DB00862$t
DB01320,DB00909,74,DB01345$h
DB00347,DB00208,46,DB00977$t
DB00747,DB00413,31,DB01605$t
DB00910,DB00808,50,DB00621$h
DB13167,DB01234,48,DB11641$h
DB04861,DB09167,72,DB09223$h
DB09049,DB00810,72,DB04576$h
DB01558,DB01080,48,DB00787$h
DB00924,DB01544,48,DB09285$t
DB09342,DB06153,48,DB01205$h
DB00598,DB08893,46,DB00761$h
DB01179,DB00320,46,DB01427$t
DB11828,DB00227,46,DB11610$t
DB00793,DB01074,48,DB01366$h
DB01336,DB09104,20,DB01179$h
DB00599,DB09389,69,DB12001$t
DB01463,DB00949,48,DB06774$h
DB01131,DB00285,46,DB00565$t
DB04574,DB08907,69,DB12267$t
DB08880,DB00615,74,DB01262$h
DB00216,DB00934,48,DB00430$h
DB01012,DB00227,46,DB00918$t
DB00842,DB06716,48,DB00822$t
DB00738,DB00555,48,DB04854$t
DB00835,DB05246,48,DB01333$h
DB00814,DB00870,48,DB00775$t
DB00175,DB00443,72,DB09119$t
DB00631,DB00393,48,DB13878$h
DB00924,DB09075,72,DB00394$h
DB05039,DB00320,46,DB00730$t
DB01615,DB06594,48,DB01091$t
DB01136,DB05521,46,DB01366$t
DB00727,DB01162,48,DB06767$t
DB01551,DB09286,48,DB11660$h
DB01169,DB01132,69,DB00669$t
DB08881,DB05294,74,DB00186$t
DB00313,DB00647,48,DB01408$t
DB00564,DB01274,3,DB00762$h
DB01173,DB00203,46,DB00419$t
DB06738,DB00455,48,DB00180$t
DB09555,DB06595,46,DB11574$t
DB09262,DB09054,72,DB01563$t
DB01174,DB04845,74,DB11921$h
DB00321,DB05521,46,DB08905$t
DB00349,DB00898,15,DB00546$h
DB00350,DB01021,59,DB06292$t
DB01098,DB09075,72,DB01589$h
DB01576,DB03754,71,DB11315$t
DB00489,DB07615,36,DB01567$h
DB00425,DB00793,72,DB06700$t
DB00564,DB01197,3,DB00282$h
DB00775,DB00770,5,DB00768$t
DB00794,DB00285,3,DB01191$h
DB08912,DB00672,74,DB01144$h
DB00292,DB11148,48,DB00387$h
DB00684,DB00605,71,DB08954$h
DB00490,DB01232,46,DB00643$t
DB00927,DB09198,46,DB00949$h
DB00677,DB00332,69,DB09210$t
DB00686,DB00163,5,DB08881$h
DB00605,DB08797,48,DB01008$t
DB00688,DB00661,46,DB00502$t
DB00541,DB08895,33,DB00612$h
DB01227,DB08933,72,DB00808$t
DB11613,DB01601,46,DB00629$t
DB00875,DB01176,48,DB00833$t
DB01173,DB04841,15,DB00540$h
DB09289,DB06695,72,DB05239$t
DB00477,DB00501,46,DB04876$h
DB00496,DB00932,46,DB00685$t
DB00608,DB09215,48,DB00455$h
DB00458,DB00768,48,DB00551$t
DB01558,DB01159,48,DB06730$h
DB00734,DB09118,72,DB00203$t
DB11348,DB01324,71,DB01210$t
DB00615,DB06781,74,DB00385$t
DB00502,DB00501,46,DB08806$t
DB00962,DB01227,48,DB09027$t
DB05381,DB06595,46,DB00537$t
DB00227,DB09477,72,DB00275$h
DB01181,DB01151,46,DB00266$t
DB01600,DB00443,48,DB01107$h
DB09053,DB01118,72,DB00704$h
DB09095,DB00467,48,DB00535$t
DB00359,DB00476,8,DB00411$t
DB06616,DB00778,72,DB06716$t
DB09285,DB01014,48,DB02701$h
DB01577,DB00285,46,DB06791$t
DB06695,DB05266,5,DB00472$t
DB00483,DB00611,48,DB00920$t
DB00404,DB00409,48,DB08868$h
DB00490,DB01319,46,DB01626$h
DB04574,DB09269,69,DB01095$h
DB00794,DB00643,3,DB00706$h
DB01012,DB08881,72,DB09322$h
DB00744,DB09074,46,DB11348$t
DB01113,DB00476,29,DB00610$h
DB00623,DB01117,72,DB08976$t
DB00946,DB00467,5,DB09128$h
DB11268,DB01240,5,DB09143$h
DB01036,DB00619,46,DB00221$t
DB08880,DB00764,48,DB01413$h
DB01028,DB01018,48,DB00655$h
DB01232,DB00539,48,DB01551$t
DB00908,DB00854,48,DB00658$t
DB01037,DB00187,48,DB01013$h
DB00471,DB09048,72,DB01189$h
DB01041,DB01221,15,DB06810$h
DB00812,DB00240,48,DB01206$h
DB00753,DB01355,48,DB09214$t
DB00486,DB00723,84,DB00224$t
DB00589,DB01247,46,DB06204$h
DB01242,DB00212,72,DB00960$h
DB00387,DB00333,48,DB00336$h
DB08903,DB00983,19,DB08905$t
DB00217,DB00422,36,DB01210$t
DB06707,DB04846,24,DB09212$t
DB01028,DB01104,46,DB00550$t
DB00210,DB01283,48,DB09272$h
DB01303,DB00238,46,DB00562$t
DB01142,DB00492,72,DB01220$t
DB00188,DB00631,48,DB00738$t
DB00313,DB01452,48,DB00284$t
DB11828,DB06636,46,DB00457$h
DB00264,DB07615,36,DB08933$t
DB00800,DB01002,48,DB00389$t
DB00635,DB00661,46,DB00917$t
DB00543,DB00169,46,DB07615$h
DB06262,DB09068,70,DB11828$t
DB06616,DB00255,72,DB00136$h
DB01195,DB00496,46,DB00720$t
DB00999,DB00782,72,DB00663$t
DB00297,DB00313,48,DB00704$t
DB00582,DB08933,72,DB01047$h
DB01151,DB00313,72,DB01046$h
DB06739,DB00270,46,DB00731$t
DB00964,DB01340,48,DB01239$t
DB01115,DB08881,72,DB09097$t
DB00245,DB04871,46,DB09270$t
DB01624,DB01588,48,DB05990$h
DB00238,DB00324,3,DB00575$h
DB08864,DB06268,72,DB00719$t
DB08797,DB08880,48,DB00227$h
DB00925,DB00289,46,DB08930$t
DB06209,DB00758,46,DB01208$t
DB09095,DB01010,48,DB00743$t
DB08931,DB00178,72,DB03796$t
DB01215,DB08918,48,DB00688$t
DB00252,DB08905,74,DB09389$h
DB00435,DB01193,48,DB06589$t
DB03585,DB01013,48,DB01150$h
DB09143,DB00208,72,DB06702$h
DB09146,DB00467,74,DB09293$h
DB00540,DB00622,46,DB09516$t
DB00919,DB00337,71,DB00217$h
DB08922,DB00653,15,DB01083$t
DB01349,DB01401,48,DB00134$t
DB08918,DB01288,84,DB00637$h
DB01182,DB06218,24,DB09198$t
DB00358,DB00697,69,DB00343$t
DB04840,DB09026,59,DB00608$t
DB00425,DB01176,15,DB11636$h
DB00889,DB01319,46,DB00613$t
DB00349,DB00470,15,DB00472$h
DB00712,DB06786,48,DB00876$t
DB00669,DB00182,72,DB00974$h
DB00735,DB08981,48,DB09124$t
DB04908,DB06282,48,DB00657$h
DB00370,DB01211,46,DB11619$t
DB00918,DB01129,46,DB01247$t
DB00371,DB01159,48,DB01179$t
DB01181,DB00169,46,DB00951$h
DB00598,DB00465,36,DB01015$h
DB08881,DB01463,32,DB00302$t
DB00400,DB00343,48,DB09216$h
DB01173,DB00472,48,DB00270$h
DB00914,DB01151,46,DB00826$t
DB00673,DB00255,74,DB01023$h
DB00768,DB00880,69,DB01101$t
DB00496,DB11609,48,DB00894$h
DB00332,DB01149,46,DB00654$t
DB09065,DB00890,74,DB01284$h
DB00226,DB00876,59,DB01239$h
DB00206,DB00691,48,DB00356$h
DB00401,DB00673,72,DB00871$t
DB00625,DB00898,48,DB00373$t
DB01097,DB04574,48,DB01074$h
DB01151,DB01017,15,DB00910$h
DB00723,DB00865,48,DB01418$h
DB05351,DB09027,74,DB00318$h
DB01041,DB00292,15,DB00549$h
DB00708,DB00555,48,DB08827$h
DB00615,DB09216,74,DB01007$h
DB01037,DB00232,48,DB00484$h
DB00996,DB00175,48,DB01094$h
DB01119,DB00373,59,DB00879$t
DB00589,DB00243,46,DB00191$h
DB00518,DB01072,46,DB08981$t
DB00385,DB06196,71,DB00877$t
DB00726,DB09128,48,DB00758$t
DB01201,DB09143,74,DB00816$h
DB08860,DB01319,72,DB09265$h
DB01395,DB00179,67,DB00879$t
DB01009,DB00582,46,DB00530$t
DB00896,DB09070,72,DB11610$t
DB01171,DB00446,46,DB00366$t
DB13783,DB04948,69,DB06786$t
DB01628,DB00774,69,DB09220$t
DB01580,DB01407,13,DB04570$h
DB01394,DB05521,72,DB01093$h
DB00959,DB01357,72,DB06261$t
DB01227,DB00742,48,DB00462$h
DB00327,DB00408,48,DB00629$t
DB00643,DB00673,72,DB00603$h
DB00849,DB00967,48,DB09083$t
DB06696,DB01092,74,DB00666$h
DB09215,DB01380,48,DB01399$t
DB09232,DB00678,48,DB00998$t
DB00333,DB12532,48,DB01320$t
DB12598,DB09095,48,DB00338$h
DB08865,DB00715,19,DB13158$t
DB09241,DB01090,59,DB08807$h
DB00892,DB09342,48,DB09047$t
DB00625,DB09048,72,DB00228$t
DB00647,DB00035,48,DB00589$h
DB00688,DB01155,26,DB02703$t
DB06697,DB09054,46,DB00300$h
DB00697,DB00542,59,DB00922$t
DB00254,DB00982,48,DB08958$h
DB00757,DB01072,46,DB04570$h
DB06701,DB09167,48,DB00900$h
DB00988,DB00264,46,DB09021$h
DB06626,DB00285,46,DB01189$t
DB00589,DB00182,46,DB00768$t
DB00317,DB00224,46,DB09166$h
DB00553,DB01167,46,DB06204$h
DB08943,DB01054,48,DB00590$h
DB00721,DB00961,48,DB00326$t
DB00788,DB00188,46,DB01033$h
DB08932,DB00446,46,DB01245$t
DB00959,DB00232,82,DB00427$h
DB01609,DB06708,74,DB01325$h
DB00508,DB00470,15,DB06207$t
DB00809,DB00804,48,DB00472$h
DB00899,DB01452,48,DB09289$t
DB01222,DB00772,48,DB00430$h
DB00873,DB09067,69,DB00765$h
DB01600,DB00896,48,DB00340$t
DB00672,DB00571,8,DB01082$t
DB00841,DB06764,48,DB00796$t
DB09241,DB00393,59,DB00593$h
DB00914,DB00195,46,DB08983$h
DB01551,DB01587,48,DB00590$t
DB00795,DB00253,48,DB00163$t
DB01074,DB00468,46,DB00337$h
DB00343,DB01143,59,DB00949$h
DB00943,DB00205,46,DB00992$t
DB00898,DB01114,15,DB00347$h
DB08864,DB00497,74,DB01212$h
DB02187,DB01026,72,DB00198$h
DB01614,DB08922,48,DB06626$h
DB00907,DB01618,48,DB08957$h
DB00559,DB00402,74,DB06769$t
DB01236,DB06605,48,DB09236$t
DB01009,DB06786,48,DB04948$h
DB08912,DB00602,74,DB01437$h
DB06480,DB00281,72,DB00363$h
DB00564,DB02703,72,DB00712$h
DB00243,DB00362,72,DB00651$h
DB00379,DB01149,46,DB01579$t
DB06480,DB01054,72,DB09117$h
DB00988,DB00834,72,DB00596$t
DB08912,DB01075,74,DB01112$h
DB00215,DB01100,32,DB09300$h
DB00335,DB01401,36,DB00256$h
DB00688,DB00675,46,DB00933$t
DB09075,DB00490,72,DB06152$t
DB00247,DB01435,48,DB04918$h
DB12532,DB01080,48,DB09220$h
DB00440,DB01095,46,DB00975$t
DB06228,DB00261,5,DB00924$h
DB09282,DB06694,59,DB00442$t
DB12364,DB00586,65,DB01016$h
DB00444,DB01118,46,DB00544$h
DB00794,DB04743,3,DB01020$h
DB00469,DB01241,46,DB04918$t
DB01320,DB06616,74,DB01685$t
DB09204,DB09292,48,DB00361$t
DB00821,DB01032,72,DB01091$t
DB00887,DB01172,48,DB00496$t
DB01061,DB06810,74,DB00610$h
DB00252,DB00393,72,DB01407$h
DB01320,DB09065,74,DB00636$t
DB00278,DB13167,5,DB08883$h
DB00521,DB06712,59,DB01022$t
DB00962,DB00494,48,DB00938$h
DB00312,DB00339,3,DB01291$h
DB00604,DB00826,72,DB00552$t
DB00607,DB00977,3,DB01106$h
DB00448,DB01601,46,DB01256$t
DB01045,DB00328,3,DB11630$h
DB01370,DB00317,74,DB00603$t
DB01238,DB00968,59,DB06414$t
DB01137,DB00502,19,DB12267$t
DB00216,DB00736,46,DB01412$t
DB00834,DB00614,8,DB00796$t
DB06212,DB00973,72,DB09137$h
DB00247,DB00752,48,DB08796$h
DB01238,DB06290,72,DB08901$t
DB06207,DB00570,72,DB06827$t
DB00575,DB00908,46,DB00665$t
DB00813,DB00801,48,DB08913$h
DB00691,DB09288,48,DB01189$h
DB01410,DB00783,72,DB11994$h
DB00371,DB00297,48,DB00469$h
DB00489,DB01399,36,DB00572$h
DB04839,DB00571,74,DB01238$t
DB09241,DB00966,59,DB06694$h
DB00862,DB00834,19,DB09008$h
DB00206,DB13323,48,DB01559$t
DB00749,DB00861,48,DB11610$t
DB00788,DB01708,48,DB01357$t
DB06237,DB01021,9,DB01037$h
DB01355,DB00681,59,DB01000$h
DB09078,DB00224,46,DB01150$t
DB01283,DB00257,46,DB00260$h
DB09352,DB06282,75,DB00235$h
DB05266,DB00751,52,DB06698$h
DB01355,DB09345,48,DB01067$t
DB00404,DB06594,48,DB00682$t
DB00527,DB01239,48,DB00214$h
DB00520,DB08992,48,DB01612$t
DB01403,DB00187,59,DB00699$h
DB09123,DB00731,69,DB00130$h
DB00645,DB00985,48,DB01275$h
DB08807,DB00390,53,DB09042$t
DB01320,DB04846,3,DB01410$h
DB08918,DB01081,63,DB06710$h
DB06402,DB01623,19,DB01207$h
DB00312,DB06738,3,DB00873$h
DB00421,DB06152,4,DB09477$h
DB08881,DB01184,32,DB00700$t
DB00568,DB01118,46,DB09083$t
DB00497,DB00647,48,DB09212$t
DB00975,DB00944,69,DB01135$h
DB00844,DB08883,15,DB01607$t
DB01340,DB06736,48,DB00708$t
DB00938,DB09073,72,DB00519$h
DB00735,DB08971,48,DB00259$h
DB00564,DB06204,15,DB00678$t
DB01609,DB04908,74,DB00290$t
DB08916,DB08874,72,DB00652$t
DB04951,DB01260,48,DB09104$h
DB00683,DB09072,15,DB01182$h
DB00679,DB01214,59,DB01185$t
DB01186,DB00541,48,DB00258$h
DB00808,DB00219,72,DB08938$h
DB00273,DB00985,48,DB09499$t
DB01166,DB00763,72,DB01116$h
DB01348,DB00651,74,DB00821$h
DB01087,DB01591,19,DB01355$t
DB00780,DB00594,48,DB08875$t
DB09117,DB06282,15,DB00852$t
DB06739,DB00834,72,DB06709$h
DB00546,DB01264,46,DB01377$h
DB01136,DB09084,36,DB06789$t
DB00528,DB00727,48,DB06816$t
DB00268,DB00881,48,DB06410$t
DB08814,DB02709,5,DB09414$h
DB00857,DB09063,72,DB00228$h
DB01168,DB00571,59,DB04878$t
DB00747,DB00340,48,DB00993$t
DB00472,DB01026,46,DB00776$t
DB08881,DB00289,19,DB00663$h
DB00721,DB00697,48,DB08875$h
DB01100,DB08893,19,DB00437$t
DB00780,DB04846,59,DB01370$h
DB00961,DB09071,48,DB00576$t
DB01016,DB00827,8,DB00207$h
DB01259,DB06414,46,DB00544$t
DB00700,DB08873,72,DB05266$t
DB01045,DB00390,3,DB00860$h
DB01367,DB01608,48,DB00873$h
DB00911,DB08873,46,DB01130$t
DB09068,DB01167,46,DB06716$t
DB00417,DB00955,74,DB00799$h
DB00611,DB00181,48,DB00993$h
DB00800,DB01054,59,DB01232$t
DB06710,DB00705,46,DB00278$h
DB00844,DB00614,48,DB01407$t
DB00768,DB09212,48,DB09224$t
DB00215,DB00556,19,DB00829$h
DB01250,DB00469,56,DB00963$h
DB01118,DB09048,72,DB09209$h
DB01437,DB01175,48,DB01362$t
DB01184,DB01087,19,DB09352$h
DB04845,DB06290,72,DB00541$t
DB01143,DB09279,48,DB01160$t
DB00924,DB01159,48,DB01435$t
DB00795,DB09449,56,DB00438$h
DB00633,DB00975,48,DB05630$h
DB00866,DB01026,46,DB09277$t
DB01236,DB00933,48,DB11989$h
DB00277,DB00544,46,DB08932$t
DB12598,DB00768,5,DB00655$h
DB06802,DB00861,48,DB04845$h
DB00836,DB05521,46,DB01377$t
DB01229,DB06791,48,DB11231$h
DB01578,DB00461,71,DB01028$h
DB08816,DB01319,46,DB00646$t
DB00673,DB09063,72,DB00940$h
DB00972,DB01384,48,DB09231$h
DB00808,DB00804,72,DB06206$h
DB00517,DB00956,48,DB01073$h
DB00528,DB06712,59,DB00295$t
DB00333,DB00322,46,DB00389$t
DB00712,DB01021,69,DB00727$t
DB00843,DB01264,72,DB01213$t
DB01104,DB00338,46,DB00557$h
DB00611,DB00436,48,DB06605$t
DB06770,DB00224,46,DB00846$t
DB00976,DB00904,19,DB00617$t
DB00452,DB00681,56,DB00142$h
DB01115,DB00199,46,DB00810$h
DB06616,DB00224,72,DB01399$t
DB00247,DB00916,48,DB01111$h
DB00738,DB00685,8,DB00080$h
DB00997,DB00608,72,DB01429$t
DB01118,DB00734,59,DB00474$h
DB00700,DB01395,67,DB00906$h
DB00697,DB01214,48,DB06723$h
DB00690,DB01159,48,DB11596$h
DB00950,DB01069,48,DB00872$h
DB00919,DB01097,71,DB00982$h
DB00807,DB09128,48,DB00969$h
DB00606,DB00905,59,DB00889$t
DB01220,DB00966,72,DB00957$h
DB00675,DB09119,46,DB00979$h
DB09204,DB00780,48,DB11730$h
DB06212,DB00588,72,DB12278$t
DB01097,DB00207,46,DB01006$t
DB00312,DB00196,46,DB06819$t
DB09218,DB04576,26,DB06724$t
DB00860,DB00805,48,DB01575$t
DB11614,DB01101,46,DB00573$t
DB00690,DB00409,48,DB02703$h
DB00798,DB06736,71,DB01058$h
DB08815,DB01501,48,DB00481$h
DB11636,DB06154,69,DB06689$t
DB09241,DB00692,59,DB01034$h
DB06207,DB00368,4,DB00229$h
DB00932,DB00977,27,DB01319$h
DB00946,DB04573,11,DB00423$h
DB00497,DB09068,48,DB01075$t
DB00421,DB12598,36,DB00219$t
DB00324,DB00805,48,DB06730$t
DB00807,DB12532,48,DB08976$t
DB00353,DB01011,48,DB00944$t
DB01297,DB00688,36,DB00983$h
DB00892,DB11609,48,DB08806$h
DB01080,DB00450,15,DB00504$h
DB09053,DB00604,72,DB01603$t
DB00974,DB00890,11,DB06594$h
DB09227,DB01118,72,DB01424$h
DB01349,DB09073,72,DB11691$h
DB00240,DB01185,73,DB00816$t
DB00307,DB00544,46,DB09055$t
DB00340,DB01452,48,DB13925$t
DB01162,DB00610,4,DB00875$h
DB00454,DB01167,46,DB01094$t
DB00712,DB01097,46,DB00307$t
DB00732,DB00318,48,DB00326$t
DB00622,DB08881,72,DB08943$h
DB00264,DB01580,72,DB08957$h
DB01184,DB00738,19,DB00462$t
DB00445,DB04552,71,DB00235$h
DB00091,DB00278,72,DB01220$h
DB00235,DB01296,52,DB04911$h
DB01349,DB00257,46,DB05239$h
DB00872,DB01232,72,DB01099$t
DB00483,DB11315,48,DB00298$t
DB00292,DB01239,48,DB00230$h
DB01137,DB00346,19,DB01037$h
DB00672,DB00412,8,DB01685$h
DB00835,DB09330,72,DB01250$h
DB01466,DB13323,48,DB02701$h
DB01156,DB00150,63,DB06766$t
DB01380,DB00827,48,DB01182$t
DB00866,DB00812,36,DB06282$t
DB00296,DB00091,46,DB01193$t
DB00618,DB09268,69,DB00747$t
DB09104,DB01384,2,DB00972$h
DB00757,DB00104,19,DB00459$t
DB00818,DB04842,48,DB05109$h
DB00335,DB00968,48,DB05265$t
DB01621,DB09198,46,DB01087$t
DB00356,DB09198,46,DB11235$h
DB00735,DB13167,48,DB00827$t
DB00629,DB09235,59,DB01156$h
DB01623,DB01018,48,DB00469$h
DB00531,DB00526,14,DB06777$h
DB13025,DB00625,48,DB06228$t
DB00648,DB06684,74,DB01150$h
DB00394,DB00136,69,DB09166$t
DB00425,DB01097,46,DB00514$t
DB00831,DB00748,48,DB08901$h
DB00158,DB00257,46,DB13139$h
DB00353,DB00199,72,DB04911$t
DB00673,DB09119,46,DB00458$t
DB08881,DB00251,32,DB09079$t
DB01028,DB01263,46,DB00252$h
DB00186,DB00802,48,DB08910$h
DB00717,DB00289,46,DB06824$t
DB00409,DB00715,46,DB06403$h
DB06605,DB09074,72,DB05265$t
DB00333,DB05219,46,DB00424$t
DB00338,DB00282,69,DB00270$t
DB04946,DB00951,46,DB00216$t
DB09204,DB00821,36,DB00564$t
DB01359,DB13139,13,DB13874$h
DB00377,DB09120,46,DB00380$t
DB05109,DB09198,46,DB00782$t
DB06738,DB01219,48,DB01240$h
DB00683,DB09345,48,DB01619$t
DB00564,DB00822,3,DB09204$h
DB00181,DB08918,48,DB00664$h
DB00967,DB00985,48,DB01107$h
DB00794,DB00589,3,DB06802$h
DB00499,DB08933,72,DB08899$t
DB00606,DB06694,59,DB01019$t
DB00753,DB01558,48,DB01080$h
DB01186,DB00951,48,DB01026$h
DB00593,DB08883,15,DB06155$t
DB00816,DB01064,48,DB00238$t
DB01199,DB00335,53,DB00399$t
DB01238,DB00571,59,DB01188$h
DB00956,DB01068,15,DB01012$h
DB00604,DB00254,46,DB01598$t
DB01411,DB00582,72,DB01558$t
DB01275,DB08984,36,DB08798$h
DB01267,DB00909,48,DB00460$h
DB00246,DB12532,48,DB06261$t
DB00641,DB01597,72,DB12364$h
DB06603,DB00661,46,DB00425$t
DB01576,DB06702,76,DB00187$t
DB00275,DB00612,48,DB06802$h
DB00987,DB01396,57,DB01220$t
DB00861,DB01077,48,DB09047$t
DB01174,DB01115,74,DB01353$h
DB00323,DB01359,48,DB04938$t
DB00639,DB06694,48,DB00817$t
DB00187,DB00706,29,DB04938$t
DB00335,DB01087,46,DB06730$t
DB01320,DB00575,3,DB01115$h
DB09396,DB00343,46,DB00498$t
DB00844,DB01075,48,DB08868$t
DB00180,DB00343,46,DB00610$t
DB00559,DB01275,59,DB05246$h
DB08981,DB01234,48,DB00933$h
DB08875,DB08865,46,DB00253$t
DB00722,DB00495,74,DB09462$h
DB00472,DB00556,19,DB08824$t
DB01169,DB00887,48,DB00680$h
DB09211,DB00945,48,DB00843$t
DB05294,DB00622,19,DB06826$t
DB00445,DB00210,71,DB00887$h
DB00476,DB00169,46,DB01396$h
DB00363,DB01104,72,DB06636$t
DB01071,DB00334,81,DB08868$t
DB00612,DB06708,46,DB00747$t
DB01609,DB01396,74,DB00405$h
DB00937,DB01106,75,DB01298$h
DB13145,DB01030,48,DB11342$t
DB01174,DB00797,59,DB00715$t
DB00328,DB01104,46,DB00371$t
DB01065,DB06770,48,DB02703$t
DB00193,DB11699,51,DB01184$h
DB00972,DB01065,15,DB12364$h
DB00918,DB09118,72,DB08913$t
DB04842,DB09097,69,DB00672$t
DB09342,DB00557,15,DB00456$h
DB00443,DB00839,69,DB00182$t
